Ayssi comensan las paraulas de Albucasim .	"Thus begins the words of Albucasis."
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	"But in other complexions, there is less fear for you, especially in hot and humid illnesses, because all physicians agree on these matters and are not disagreed on the use of cautery in them."
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	"And know, son, that the secret of cure by cautery with fire and its benefit is about cautery in medicine that burns, because fire is simple, whose action only extends to the member being cauterized, and it does not extend to another adjacent member except with some damage."
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	"But the action of burning medicine extends to those who are near it and often causes difficult-to-heal illnesses in nearby members."
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	"But fire, due to its sublimity and good substance, only serves to superfluously remove excesses. And we are already familiar with this through experimentation and the length of our service studying this art, which reveals the truth of these causes. Therefore, I am excused from speaking at length on this topic. But if it were not forbidden to me by law in this passage to reveal this secret about fire, and its qualities and operation within bodies and its expulsion of illnesses through philosophical demonstration, which would illuminate your minds."
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	"And know, son, that they disagree about the time when it is convenient to perform cautery and prefer the best time of spring."
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	"I say that cautery is convenient at all times, because the damage caused by accidental timing is submerged in the benefit of what is drawn out by cautery. And especially if the cautery is performed for pains or necessary remedies for severe and persistent pains, which cannot tolerate delay, because it is feared that something worse will come about, which is greater than the small damage caused by time."
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	"And do not think this in your minds, children, for only the common people and foolish doctors estimate that those illnesses cured by cautery are completely incurable at all times, and they put up with that consequence."
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	"And the reason is not as they think for this, because cautery is only a substitute for medicine that alters complexion and dries out the moistures which are the cause of pains."
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	"But cautery is superfluous in addition to medicine due to the willingness of its value and virtue of its operation, as well as the greatness of its power."
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	"But it is possible that its illness will return at some time due to the complexion of the sick person and the location of their illness, as well as the virtue of cautery and what has been prepared in the body from the aggregation of excesses within it, and what was acquired by it in nutrition and similar causes. But the illness in which cautery is administered is one that is subtle in a member with few superfluities and moistures, such as toothache for pain and similar things, it is possible that this pain will not return, but this happens rarely."
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	"And the common saying is that cautery is the last resort of medicine, and this saying is quite true, because they believe that there is nothing beneficial in it beyond cautery itself."
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	"And the reason is quite contrary to this; and the intention that cautery is the last resort of medicine means only when one uses the methods of treatment in certain illnesses, and those medicines do not help. And therefore, cautery is administered at the end of the disease, and it proves beneficial."
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	"And hereafter let it be understood that cautery is the last resort of medicine, but not in the sense that vulgar people and many foolish doctors understand it."
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	"And the ancients said that cautery with gold is better than cautery with iron, and they said this not because of any other reason than the equality of gold and the sublimity of its substance."
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	"And they said that the location of cautery does not make a scar, which is not absolutely true, because I have already seen and proven that this is only the case in certain bodies without others, and cautery with gold is good and better than with iron as they said; but however when you perform cautery with fire using gold, it is not declared to you, because it depends on the quantity of gold you want due to its luster, and because it prepares to receive friction. And if you adjust the ignition above it, the gold will melt from the fire, and some sheets may fall into the fire due to the occupation of that."
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	"And for this reason, cautery should be performed with iron more lightly and more carefully in terms of the correctness of its operation."
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	"And I have already ordered this chapter on cautery according to chapters, and I have ordered those of the head among them for now. So that later when someone asks about something related to it, they may find what they want."
De cauteri de dolor de cap per frigiditat e humiditat.	"Regarding cautery for headaches caused by coldness and moisture."
Le capitol primier.	The first chapter
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cauterization confers upon the humid and cold nature of the servant's accident. Its two causes are coldness and great quantity of fluxes from the head to the parts of the eyes and ears, flowing abundantly, causing much sleepiness, toothache, and headache; universally it causes all illnesses that come from coldness, such as paralysis, sodden feet, apoplexy, and similar diseases.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The manner of this cauterization is as follows: firstly, you shall command the patient to be evacuated with a laxative medicine for three or four nights, according to what you judge necessary based on the strength of the illness and the age and habits of the patient.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then command him to shave his head with a razor, and then have him sit on a smooth bench, placing his feet upon the stones of the floor.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	Then place your palm close to his nose between his eyes.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	"But when the illness reaches its peak, mark that spot with a tent, and immediately light the olive-oil cautery of which this is the shape:"
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	"And then gently place that [cautery] on the marked spot so that it descends gradually, allowing your hand to be scorched little by little, and you turn it."
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	"And then lift your hand gently and look at the spot. If you see that some of the bone has been exposed, about as much as a grain of barley, then lift your hand; but if it does not return to its former state, replace it with another one until you see what I told you."
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	"And then take a little salt and dissolve it on that spot and let it sit for three days."
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	"And then place [a bandage] around the wound and leave it until the fire's scar is destroyed."
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	"And then heal the wound with tetrapharmacon until it is healed."
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	"And they said that when the wound remains open, it's better to tie the arm, as this is more beneficial."
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	"And some of them said that the tendon should be cauterized within the bone, and hold the cautery there until it burns a part of the bone's surface."
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	"Then scrape away what has adhered to the bone, then apply treatment."
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	"And others said that when the cautery reaches the bone, it should press down strongly until the bone cracks; this is the way to perform a small trepanation."
E estiman de aquel loc expiran la vapors del cap.	"The vapor of the head escapes from this place."
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	The wound should be kept open for a long time, and then it should be treated until it has healed.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	But I have not seen this type of cauterization in all cases, only in some men due to fear; and that one, it seems to me, is better with regard to health when it happens, because the head is uncovered by solution of continuity from it just as we have testified in other members, and even more so when the head of the patient is naturally bald.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	And that first type of cauterization is safer and better in my opinion, and with that one and with that operation there is health.
Capitol segon.	Chapter Two
Del cauteri del cap.	Of the cauterization of the head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When there is chronic and long-lasting pain in the whole head and this is prolonged illness, and it is treated with plasters and ointments and poultices and emplasters and warm water and cabbage leaves and linseed poultices and similar remedies, especially if it has already been cauterized once without benefit from any of those causes, then consider whether the patient's head has a strong constitution by nature; if it is not thin or weak in any way, then cauterize it again with another cautery near that first one.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And cautionarily cauterize that over the horn of his head with a cautery within which the chain is broken.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Break the chain and uncover the bone as much as we have indicated and cauterize it with a cautery in the last part of the head where it is called "the fontanelle" - that is the place where cupping glasses are applied.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And soften your hand in this, and do not uncover the bone because the illness suffers great pain different from all other cauteries of the head.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And I say this cautery in its place because it is necessary to cauterize with the same cautery with which you cauterize the horns of the head and the occiput, for that cautery is more subtle than that with which you cauterize the middle part of the head; and this is the form of it.
Capitol ters.	Chapter Three
De cauterisacio de emigranea no-antiqua.	Of cautery treatment for non-acute migraine.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When sudden pain occurs in the part of the head or when there is continuous pain inside the brain, let it be evacuated with medicines that cleanse the head and let the other treatment which I have described in previous sections be administered. And if none of this helps, then cautery treatment may be done in two ways: either cautery with an acutely burning medicine, or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	The cautery with a burning medicine is as follows: take a dish of salt and dissolve it in vinegar and then separate the extremities from both ends.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	And then make an incision with a sharp lancet in the location of the pain on the temple within the area where the chain lies beneath the skin without exposing it.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	"Then press upon them with a firm grasp for a descending constriction, and leave them thus for the space of three hours; then untie them and draw them out, and leave the plaster on for two or three days, then pause over the submerged area with a wet cloth until the place becomes warm."
E aprop cura aquel am enguent entro que sia sanat.	"And then treat that wound until it is healed."
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	"If you wish, perform some warming medicines which I have written about in the second book of warming remedies."
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	"However, the cautery with iron is done in this manner; heat the cauterizing iron until it glows red-hot:"
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	"and is called nail clamps because its head resembles the shape of a nail with some curvature, and in its middle there is a small prominence."
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	"And then press the cauterizing iron onto the area of pain, keeping your hand steady so that the heat is not scattered, and slowly move the iron back and forth with speed."
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	"And if the quantity of the cauterization is as great as the size of the wound itself, lift your hand away quickly so that the artery that remains open does not become cauterized, for fear that blood flow ceases."
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	"And then soak a piece of cotton in saltwater and apply it to the area, leaving it there for three days. Then rinse off with warm water, and then treat the wound until it is healed."
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	"If you wish, cauterize with the tip of a knife according to cautery, and be careful not to cut an artery in this migraine specifically."
Capitol quart.	"Chapter Four."
De cauterizacio d’emigranea antiqua.	"Regarding the cautery of an ancient headache."
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	"When you treat a headache with the methods we have mentioned previously and in the divisions of illnesses, but find that it is not effective, then it is necessary to heat the cauterizing knife until it glows red-hot. Then apply your hand to the location of the pain for a moment and press down firmly until you cut through the skin and reach the bone."
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	"But it is necessary for you to guard against the continuation of the jawbone, which is moved by chewing, and ensure that the nerve is not cauterized or burned, and that there is no spasm."
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	"And concerning the care and caution regarding blood flow from the artery that is opened, for there is fear in such an opening, especially for one who does not know what they are doing and is untrained or inexperienced. Leave the operation to someone experienced at the beginning."
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	"And here we come back with a reminder of the method for controlling accidental bleeding from an artery according to its manner in the place where this book is located."
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	"And if you see this illness not helped by the cautery and that the patient can tolerate it, then cauterize in the middle of the head as we have described, and treat the wound until it is healed."
