Ayssi comensan las paraulas de Albucasim .	"Thus begins the words of Albucasis."
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	"But nevertheless corruption had already become confirmed in the limb, so that I could not hold it back, and corruption did not cease to wander through the limb until the patient was endangered."
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	"And I saw another doctor who punctured a cancerous abscess and it became ulcerated after some days, causing the evil to spread throughout its owner."
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	"The reason for this is that the cancerous ulcer is caused by black bile, which should not be approached with any iron at all, but rather to the limb that suffers from it must be applied what can expel it."
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	"And therefore, my children, it is necessary for you that the operation with the hand be divided into two parts: some are operations associated with health, and others are works in which there is danger in most situations."
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	"And I have already explained this throughout all parts of this book where operation is mentioned in which there is error and fear; for it is necessary for you to observe this and leave that alone, so that the foolish do not find a way to speak and dishonor you."
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	"And therefore take up your arms with solicitude and protection of God, and your illnesses with patience and steadfastness."
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	"And use the best way by the grace of God to pursue health and successful outcome, leaving behind terrible illnesses with difficult cure; show your arms against what you fear, so that steadfastness in your faith and name may not desert you: for it remains more to your glory, both on earth and in the end, to your sanctity."
Gualia ja diyssec en alcunas sieuas monicios:	"Since I have already said in some of my books:"
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	"No cure an illness unless you know how to do it well, so that you may not be called a bad doctor."
E yeu ja he devesit aquest libre segontz tres capitols.	"And I have already divided this book into three chapters."
Comensa la divisio del libre, e primier de la primieyra partida.	"Here begins the division of the book, first of the first part."
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	"The first chapter ordered is about the head, regarding the forms of instruments and the irons for cautery, and what is necessary in operation."
La divisio de la segonda partida.	"Here begins the second part."
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	"The second chapter, about stitching and perforation, about cupping glasses, splints, and extraction of arrows and similar things, all ordered according to the forms of instruments."
Divisio de la tersa partida.	"Here begins the third part."
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	"The third chapter, about reduction and dislocation, and about the cure of torsion and similar things; chapter ordered regarding the head and the forms of instruments."
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	"About cautery with fire and with sharp medicine and remembrance of operation."
Am aquel comensa le tractat de tot le libre.	"And with that begins the treatise of the entire book."
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	"It is necessary for me to say what are the effects of that cautery and its harms, and in what condition cautery is prohibited."
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	"Therefore I say that the discourse about the quality of cautery's benefit and harm is long and verbose, subtle in science, and secretly hidden; many wise men have already spoken about it, and they disagree with each other on this matter, but I will suffice with a little bit of their discourses, fearing lengthiness."
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	"And therefore I say that cautery is beneficial universally to every condition, both with matter and without matter, except for two conditions which are conditions of the body without matter."
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	"The complexion being dry and hot, with matter out of harmony; some said that cautery is beneficial for this, while others said the contrary, that cautery is not suitable in illness caused by heat and dryness."
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	"That person who says the contrary believes that cautery is beneficial in all dry and hot illnesses that occur in humans' bodies."
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	"And I say, according to what that person said, I have already experienced this many times."
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	"But it is not necessary to come back to this topic again since it has already been thoroughly explored in the chapter on cautery by recent authors, and considering the diversity of human complexions, the disposition of illnesses in their various places, their causes, accidents, and duration."
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	"But in other complexions, there is not much doubt, especially regarding hot and humid illnesses, since all physicians agree on these matters and are unanimous in their judgment using cautery for such conditions."
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	"And know, my son, that the secret of cure by cautery with fire and its benefits are discussed in medical writings on cautery, because fire acts simply, affecting only the member cauterized and not harming other adjacent members unless there is some injury."
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	"But the action of cautery reaches only those members from which it is drawn away, and if done forcefully, it can bring difficult-to-cure illnesses into those members."
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	"But fire, due to its purity and goodness of substance, does not do anything but superfluate. And it is already known to us through experiment and the length of service in studying this art that this is true; therefore, I am excused from discussing it at length here. However, if it were not for the fact that my book on this subject has not yet been published, I would reveal to you in this passage, with philosophical demonstration, the secret of how fire operates on bodies and its expulsion of illnesses."
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	"And know, my son, that they disagree about the time when it is appropriate to perform cautery, and they consider the best time to be in spring."
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	"And I say that cautery is appropriate at any time because the accidental harm caused by time is outweighed by the benefit gained from cautery. Especially when cautery is performed for pains or necessary pains, sharp and chronic ones, which do not tolerate delay, since greater harm comes from delaying than from a small injury occurring in the meantime."
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	"And bear this in mind, my son: only the common people and foolish physicians esteem that those illnesses which are cured by cautery have a delayed recovery, considering that consequence."
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	"And the reason is not as they imagine because cautery is like medicine that alters complexion and dries out humors which are the cause of pain."
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	"But cautery surpasses medicine in its efficacy and virtue of operation, being great because of its power."
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	"But it is possible that the illness might return at some point in time, depending on the complexion of the illness, its location, and the virtue of cautery used. It also depends on how much superfluity has accumulated in the body and what nourishment and influences have been received by the person. However, if cautery is applied to an illness that is subtle and affects a member with few superfluities and humors, such as toothache, it is less likely to return."
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	"And it is commonly said that cautery is the last resort of medicine, and this saying is true; however, people do not understand what they mean by it, as they believe that nothing can be cured profitably with medicine or any other cause besides cautery."
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	"And the cause is actually the opposite; the intention behind saying that cautery is the last resort of medicine is not because other treatments fail to help but rather because cautery is used at the end when all other remedies have been exhausted, and it is then that cautery proves effective."
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	"And from now on, understand that when I say cautery is the last resort of medicine, it is not in accordance with the intention understood by the common people and many foolish physicians."
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	"And the ancients said that cautery with gold is better than cautery with iron, and they said this not because of any virtue of gold itself, but only for its equality and subtlety of substance."
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	"And they said that the place of cautery does not matter, which is not entirely true because I have proved and experienced that this is only true in certain bodies without others, and cautery with gold is good and better than with iron, as they said. However, when you perform cautery with fire using gold, it is not declared to you how much of it is consumed due to the heat of the gold, nor does it prepare itself to receive friction. And if you adjust the ignition on top of it, the gold melts due to the fire, and sometimes pieces of it fall into the fire, causing the artisan inconvenience."
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	"And for this reason, cautery with iron should be performed more lightly and more precisely to achieve the desired effect."
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	"And I have already arranged this chapter on cautery according to its chapters and those of the head within its powers, so that you may easily find what you desire from it."
De cauteri de dolor de cap per frigiditat e humiditat.	"On cautery for headache due to coldness and humidity."
Le capitol primier.	The first chapter
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cauterization confers upon the humidity and frigidity of the servant who suffers from this accident whose two causes are coldness and an abundance of fluent flux, calledorrhea, from the head to the parts of the eyes and ears. It also causes much sleepiness, toothache and stomach pain, and generally all illnesses that come from frigidity, such as paralysis, apoplexy, and similar diseases.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	"You should first instruct the patient to undergo a cleansing purge of the head with medicinal laxatives for three or four nights, as required by their condition and age."
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	"And then tell them to shave their head with a razor. Then have that servant bring the seat between your hands over a cushioned bench and have them place their hands on its surface."
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	"And then place the razor's edge against the palm of your hand, bringing it up to rest at the base of the patient's nose between their nostrils."
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	"But first, when your middle finger has reached that spot, mark it with a thread and then ignite the olive oil cautery, which is prepared in this way:"
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	"And then place that over the marked spot with such force that your hand is slowly pushed down, and you turn it."
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	"And then raise your hand lightly and look at the spot. If you see any bone exposed there, like a grain of barley, then immediately raise your hand. But if not, return your hand with that iron until you see what I have described to you."
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	"And then take some salt and dissolve it on the spot and leave it for three days."
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	"And then place a cotton wick dipped in border oil on the wound, leaving it there until the fire's scar is destroyed."
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	"And then dress the wound with tetraformacon ointment until it is healed."
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	"When the wound remains open, it is better to raise the arm, as this provides better healing."
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	"They said that the nerve should be cauterized inside the bone, and that the cautery should be held until some part of the bone's marrow is heated."
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	"And then it should be scraped until the heat reaches the bone, and then it should be treated."
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	"And others said that when the cautery reaches the bone marrow, it should press hard on the bone until it cracks, and this is the manner of treating small abscesses:"
E estiman de aquel loc expiran la vapors del cap.	"They believe that from that place, the vapors of the head escape."
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	"And if the wound remains open for a long time, it should be treated until it is consolidated."
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	"But I have not seen these two kinds of cauteries done on everyone, only on some people out of fear; and thus, it seems to me, it is better with health when this is done. For the head is opened by the solution of continuity from this manner, just as we have testified in other members, and more so when the head of the sick person is full naturally."
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	"And the first kind of cautery is safer and better in my opinion, and that is where that work should be done with health."
Capitol segon.	"Chapter Two"
Del cauteri del cap.	"On the cautery of the head."
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	"If chronic and prolonged pain occurs in the whole head of a patient who has long suffered from illness, and despite using various remedies such as plasters, ointments, bandages, and other treatments, there is no improvement, consider if the patient's head was of strong constitution by nature. If this is not the case, cauterize it again with another cautery."
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	"And cauterize that on the horn of their forehead with an ember cautery where the chain breaks off."
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	"Cut the chain and expose the quantity of bone mentioned earlier. Then cauterize it with a cautery at the back of the head where it is called the 'vessel', which is also the location used for applying a cupping glass."
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	"And alleviate your hand in this, do not expose the bone, because the pain caused by this cautery is different from all other cauteries on the head and causes much greater pain."
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	"And I tell you this cautery in its place, because it is necessary to cauterize the horns of the head and the occupit with a more subtle cautery than that used for cauterizing the middle of the head. This is the form of it."
Capitol ters.	"Chapter on cauteries."
De cauterisacio de emigranea no-antiqua.	"On cauterization for non-classical migraine."
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	"When severe pain occurs in the part of the head or a throbbing pain is felt within it, let it be evacuated with medicines that clear the head. If this does not help, and other treatments are administered without success, then cauterization should be performed in one of two ways: either by cauterizing with an acutely burning medicine or with iron."
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	"The cautery with burning medicine is performed by taking a dish of salt and grinding it until its ends are ground off from both sides."
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	"And then carefully cut the location of the pain in the temple with a sharp lancet that is just enough to expose the chain without cutting it completely."
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	"And then press it with a linen cloth moistened with hot water for about three hours. Then remove the salt and bandage the wound with soft cloth for two or three days. Then compress the area again under wet compresses until the wound heals."
E aprop cura aquel am enguent entro que sia sanat.	"And then cure it with an ointment so that it is healed."
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	"And if you wish to do this with some burning medicines which I have written about in the second treatise on burning medicines."
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	"The cautery with iron is performed in this way, and this is its form:"
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	"And it is called closed nails because the head of it is like the shape of a nail with some curvature, and there is a small prominence in its middle."
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	"And then place the hot iron on the location of the pain and hold your hand steady so that the heat does not adhere to the arrow. Then slowly move the iron back and forth at moderate speed."
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	"And if the quantity of iron that adheres to the chain is such that most of it is burned, raise your hand up so that the artery is not burned and does not cause bleeding."
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	"And then immerse the area in salt water and apply it to the location, leaving it there for three days. Then compress the area with a warm cloth and cure it with an ointment until it is healed."
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	"If you wish to cauterize the extreme point of the temple according to cautery, be careful not to incise the artery in this type of non-classical migraine."
Capitol quart.	"Chapter Four."
De cauterizacio d’emigranea antiqua.	"On the cauterization of ancient migraines."
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	"When you treat migraine as we have said in the previous treatment and in the sections on illnesses, and the treatment does not help, sometimes due to the severity of the illness, the first cautery with medicine or fire is not enough. Therefore, you should heat the temple cautery until it is red hot. Then place your hand on the location of the pain for a moment and press it until you incise the artery and cause blood to flow into the mouth."
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	"However, it is necessary for you to protect the continuation of the jawbone, which is moved during mastication, and that the muscle is not adhered to and that no spasms occur."
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	"And if it is about the care and caution regarding the flow of blood from the artery that is opened, for there is fear in its opening, especially for those who do not know what they are doing and are not studious and experienced. Leave the operation to someone at the beginning."
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	"And I bring back to memory the method of stopping accidental bleeding from the artery according to its way, in its proper place in this book."
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	"If you see this illness that does not improve with this cautery and the patient's constitution is tolerable, cauterize in the middle of the head as we have described, and cure the wound until it is healed."
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	"If you wish, administer the cautery which we have mentioned in the chapter on the stopping of bleeding with cautery using two tweezers, for this is better cauterization and more effective."
Capitol .v.	"Chapter Five."
