Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albuçasis.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And be glad that you don't expose the bone, because the patient will feel an intense pain different from the pain caused by all the other cauterizations on the head.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And you must apply this cautery to its place, because the cautery with which you cauterize the horns of the head and the occiput is more subtle than that with which the middle part of the head is cauterized; and this is its form.
Capitol ters.	Third chapter.
De cauterisacio de emigranea no-antiqua.	On the Cauterization of an Unripe Womb.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When the pain starts in the head and is solid, or it spreads into the temple, the head should be cleared with medicine and then another treatment should be administered, which I have mentioned in the chapters on diseases. And if this does not help, a cautery on the abdomen can be done in two ways: either with a hot caustic or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	A more severe cautery with a hot caustic is that you take a lump of alum, scrape it and apply the edges to both temples.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	And then you make an incision in the place of pain on the temple with a sharp lancet so that it makes a small hole below the skull, until it is hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	And then you strengthen the constriction with a stopper, and leave it for three hours. Then you remove the stopper and take out the alum, and let the wound heal for two or three days. And then you apply poultice to the cut, soaking it in water until the place becomes warm.
E aprop cura aquel am enguent entro que sia sanat.	And then cure him with an ointment so that he may be healed.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you wish, make him take these medicines which I have written in the book of compounded medicines.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	But the cautery with iron, according to this method: embers for cautering, of which this is the form:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	and it is called "claws" because the tip of it is as like a shape of a claw with some curvature, and in the middle part of it there is small prominence.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	And then stop over the place of pain and hold your hand back so that the iron's handle doesn't get hot - and turn the small iron piece little by little with speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the part of it that is heated by the specificity of the cauterizer blade is as much as the majority of it, then raise your hand up so that the artery behind doesn't get burned, so that blood flow may not come.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	And then dip the cauterized part into salted water and place that over the location, and leave it for three days. And also apply a poultice with an ointment until it is healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you see this, cauterize with the extremity of the cautery tool according to its nature, and be careful not to cut into an artery in this area properly known as the femoral vein.
Capitol quart.	Fourth chapter.
De cauterizacio d’emigranea antiqua.	On the Cauterization of the Ancient Vein (presumably referring to the femoral artery or vein, based on the previous sentence).
