Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albuçasis.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	Which is because the cancerous sore is pure of melancholic humour, and therefore it does not need to be treated with iron tools, but rather is a member which suffers and should be healed. (Note: This text appears to be written in an old language, possibly Catalan or Occitan, and reflects medieval medical theories about the four humours. "Melancholic humour" refers to a type of humour thought to cause sadness and depression.)
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And therefore, sons, it is necessary for you that the operation with me should be divided into two parts: one is in an operation which is associated with health, and the other is a work where there is danger in the greatest precautions. (Note: This text appears to be written in a formal, medieval style, and suggests that the surgeon is warning his students about the risks involved in surgery.)
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And I have already seen this exist in all the places of this book where there is operation with error and fear; therefore it is necessary for you to keep this safe and let go of that, so that the pages are not troubled to speak and to make you dishonest.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	And so take up your instruments in solitude and in protection of God, and your patients with felicity and with firmness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best way for God's grace to bring about salvation and glorious success, and overcome terrible diseases that are difficult to heal, and take up your arms from them that make you fear, so that stagnation in your faith and your name does not escape you: because more is remaining for your glory, and much more in the world and at last in your sanctity.
Gualia ja diyssec en alcunas sieuas monicios:	Walia was dissected in some of his monastery's churches:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	"Do not treat a bad disease, for you are not anointed as good physicians".
E yeu ja he devesit aquest libre segontz tres capitols.	"And I have already divided this book into three chapters."
Comensa la divisio del libre, e primier de la primieyra partida.	"Begin the division of the book, and first of the first part."
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter ordered regarding the head of the body within the feet, in the shapes of instruments and in the ironwork of cauteries, and from what is necessary in the operation.
La divisio de la segonda partida.	The division of the second part.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter, of cauterizing and piercing, and of blisters, and of extracting arrows and similar things to those, all chaptered and ordered in the shapes of instruments.
Divisio de la tersa partida.	Division of the third part.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The fourth chapter, of setting and re-locating, and of curing torsions and similar things to those; chapter ordered regarding the head of the body within its feet, and in the shapes of instruments.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	Of cauteries by fire and by sharp medicine and recollection of the operation.
Am aquel comensa le tractat de tot le libre.	In that begins the treatise of all this book.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	You shall know the quality of the juice of that cautery and the harm it causes to him, and in what condition it is forbidden to cauterize.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	So I say that the sermon on the quality of the juice of cautery and the harm it causes to him is a long and prolix sermon, subtle in science, and obscurely hidden; and already many wise men have spoken about it, and they disagree among themselves, and for my part, I am afraid of prolonging.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	And therefore I say that cautery comforts universally in all conditions the quality which is in matter or its matter, except for two conditions, which are hot humors.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the hot and dry condition, matter dries out; because some say that cautery is beneficial for it, while others say the opposite, that cautery is not suitable in a disease which is due to quality and dryness, because the nature of fire is quality and dryness, and it would be inconvenient if the hot and dry disease were cured by something that is caustic and dry.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	And I disagree with him who says the opposite, that through cautery is made healing in all hot and dry diseases that appear in the bodies of men, because when you compare the body of man and his humidities to the condition of fire, you find the body of man cold.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	And I say through the sermon of that one, that experience has already shown me several times to be discovered.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	However, before I attempt a translation, I'd like to point out that the text appears to be written in an archaic form of Catalan, not Latin, Italian, Spanish, or French.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	When it comes to other complications, there is no need for concern, and above all in those cold and wet illnesses, since all doctors have agreed on these, and there is no disagreement about applying a cautery in them.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And you know, sons, that the secret of healing through cautery with fire and its goodness lies in medicine that is contrived to burn, because fire is simple, the action of which does not reach beyond the member being cauterized, nor touches the other part joined with it except for a small harm.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	But the action of contrived medicine reaches as far as those parts which are distant from the member being cauterized, and it quickly brings difficult-to-heal disease into the ailing member, and very soon assists.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	But fire, because of its sublimity and the goodness of its substance, does nothing but superfluously act; and it is already known to us by experience and through the long duration of serving in the study of this art about the truth of causes. And for that reason, I am excused from the length of the sermon. If not because it was not allowed to me freely to write to you a secret hidden by fire, and the quality of its operation in the bodies, and its expulsion through which you expel diseases, in a philosophical demonstrative sermon, which would have been sweet in your souls.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	And you know, sons, that those things are discordant from the time in which it is convenient to do cautery and pause the better time of spring.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	And I say that cautery is convenient at any time, because the harm caused by the accidental passage of time is submerged in the effect of fire which is attracted to the cautery, and especially if the cautery is for necessary, severe, and painful pains, which do not suffer delay because it is feared of those that will bring evil, which is greater than small harm coming with the passage of time.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	And thus you will not consider this in your hearts, or sons, that this is only esteemed by the common people and foolish doctors. For it is known to them that with any disease which is cured by cautery, there is no reduction of time, and a pause in its consequence.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the cause is not so easily known as they say, for cautery is nothing but a place in medicine that alters the complexion and dries up the humors which are the cause of the pains.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	However, unnecessary cauteries over medicine are sought by the desire for its validity and virtue in its operation and greatness of its lord.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	And it is possible that his illness may return at some time, according to the complexion of the patient and the location of their illness, and the virtue of them, and what is prepared in their body from the aggregation of superfluities in them, and what reaches them in their acquisition of viands and semblances of those causes; but since the illness in which cautery is administered is a subtle illness in few members and superfluities and humors, as with cauterization of the tooth for pain and similar to that, it is possible that in him that illness will not return, but rather what happens is small.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	And the common saying is that cautery is the last remedy in medicine, and it's a detestable thing, not for what I understand about it, because I believe it's no cure that benefits either with medicine or with another cause that approaches cautery. (Note: This text is written in Old Catalan, an ancestor of the modern Catalan language.)
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	And the cause is contrary to this; and I believe that cauterization is the ultimate remedy of medicine only when we administer the procedures of cure in some illnesses, and those medicines do not work, and then at the end of the cause one administers cauterization, and it is beneficial for that.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	And I think from here on out that cauterization is the ultimate remedy of medicine, not according to my opinion which I understand as common and foolish among the uneducated doctors.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	And they said that golden cauterization is better than iron cauterization, and they didn't say this only because of the equality of gold and its sublime substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they said that the place of cauterization does not hurt, as this is not entirely true, because I have already proved it and proven that it only doesn't hurt in some bodies and not others, and golden cauterization is good and better than iron one, just as they said; but however when you do cauterization with fire made of gold, it's not for you to declare, because it depends on the quantity you want according to the roughness of the gold, and because it prepares to receive sparks; and if you adjust something over it ignition will melt the gold by the fire, and it can make some plates so that the craftsman can use them.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And because of this, you should make iron cauterization slightly and more precisely according to the right procedure.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	And I have already arranged this chapter in the book on cauterization according to chapters, and I have placed them within the limits of balance, so that I can facilitate the requestor what he wants from me.
De cauteri de dolor de cap per frigiditat e humiditat.	For pain of headaches caused by coldness and humidity.
Le capitol primier.	The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cauterization drives out humidity and coldness from the afflicted part of which there are two causes: abundance of bloody flux, called hemorrhage, in the head and parts around the eyes and ears flowing; abundance of sleepiness; and toothache and headache; and universally all illness that comes from coldness, such as paralysis, madness, apoplexy, and similar illnesses.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The form of this cauterization is this: first, you command the patient to be evacuated with laxative medicine, for three or four nights, according to the worth of the patient and their age and customs.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then you command him to shave his head with a razor, and then have him sit down on a prepared bench, and place his hands above the fire.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	And then you take the hot razor and place it under his nose, between his eyes, so that it touches the skin.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	But when you reach the middle point, as you said, mark that spot with a tenta (I assume you mean a marking instrument), and then take the olive oil cautery, which has this form:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And now place that cloth over the area where you have made an incision, in such a way that it descends, so that the patient's hand is forced to move little by little, and you turn that.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	And now lift your hand and look at the area, and if you see that some quantity of bone is already uncovered, as much as a grain of barley, then raise your hand again, and if not return your hand to that iron, in another position, if it has cooled down, until you see that part of the bone which I told you about.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And now take a small amount of salt and dissolve it over the area and let it be for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	And now place over it a poultice of boiled border (or possibly "bordure", an herb?) and let it be until the scar of the burn is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	And now cure that area with a unguent of tetrachordon (or possibly "tetrafarmacum", an ancient herbal remedy?) until it is healthy.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And they said that when the Roman plague broke out (or possibly "Roman fever", a reference to the Antonine Plague), the more it spread, the better the grape harvest was, because it was considered more excellent and beneficial.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	And they said that some of them would cauterize the tongue up to the bone, and hold the cautery until some part of the flesh of the tongue was burnt. (This sounds like a rather gruesome medical practice...)
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	And now it should be scraped away from where it is adhered to the bone, and then it should be cured. (This suggests that some sort of scarring or tissue buildup has occurred as a result of the burn or infection.)
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	And they said that others would apply the cautery to the very end, until it penetrated to the strong bone beneath, and when the bone cracked, this was the form of alfechiat (or possibly "alpechat", a type of surgery?) small.
E estiman de aquel loc expiran la vapors del cap.	The vapors from the head expire in that location.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And if the wound has been open for a long time, it should be cured before it is consolidated.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	But I have never seen these two kinds of cauterization in my time, but rather in some men who follow the old way out of fear; and let that one go, because it's better for me if he heals when he can; because the head is exposed by a break in continuity just like we have shown in other members, and especially since the patient has a fragile constitution.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	And the first kind of cauterization is better and more saving for me, and with that instrument I have a good job to heal.
Capitol segon.	Chapter two.
Del cauteri del cap.	Of cauterizing the head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When there is chronic and long-lasting pain in the entire head and this condition persists in the patient, and he uses a variety of remedies such as herbs, cochias (a type of medicinal paste), capipurgs (a type of herbal medicine), emplastrums (a type of plaster or ointment), guats (a type of powder or dust), cadels (a type of resinous substance), gualinas (a type of fragrant plant), and others, and especially if he has already been cauterized with a cautery that did not help him and was ineffective for any of these causes, the physician should consider whether the patient's head is strong in creation in his nature; and since it is not fragile and only finds great difficulty, the physician should cauterize him again with another cautery just below the first one.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And it is appropriate to cauterize that [person] above the crown of his head with a cautery in place, so that the vertebrae are severed.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Cut through the vertebrae and expose it from the bone to the quantity that we have previously mentioned. Then cauterize him with a cautery at the back of the head in the place called the foramen magnum, which is the location where the windpipe is located.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And praise God for this, and do not expose the bone, because the patient will find a very great pain different from all the other head cauterizations.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And I call this cautery the "cauterium occipitale", because it is more subtle and refined than the one used to cauterize the crown of the head and the occiput, which is located in the middle of the head. This is its form.
Capitol ters.	Capitulo tertio.
De cauterisacio de emigranea no-antiqua.	Treatment of an old or chronic hernia using cauterization.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When the pain starts at the top of the abdomen or spreads to the navel, first evacuate with medications whatever is obstructing it, and administer the other treatment that I have mentioned in the writings on diseases. If this does not help, apply cauterization to him in two ways: either by using a burning medicine or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	Take a ball of alum, soak it in water and then bind its extremities to both ends of the patient.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	And when you are about to cut into the place of pain with a sharp lancet, go in deep enough that it makes an opening beneath the skin.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	And then bind him tightly with something that will constrict the area, and leave it like this for three hours. Then remove the alum and let the wound be open for two or three days, and then apply a poultice to the cut, submerged in broth, until the place becomes healthy.
E aprop cura aquel am enguent entro que sia sanat.	And then treat him with an ointment until he is healed.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you wish, do this with certain medicinal confections that I have written about in the treatise on compounded medicines.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	Now the cauterization with iron, as shown in this manner: glowing irons of which this is the form:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	and is called a "clau-clavilh", because the head of it is as well-shaped as a key in which there is some curvature, and in the middle part of it is a small projection.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	And bring the iron to rest on the spot of pain, and hold your hand (there) so that the archer's bowstring which is behind it may not get burned - and turn the small iron slowly and speedily.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the quantity of it that is burned by the sharpness of the iron is as much as half of it, and lift your hand so that the artery which is behind may not get burned, lest there come out a flow of blood.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	And take a cloth and soak it in salted water and place that over the spot, and leave that there for three days. And take a poultice of mud by the border, and apply that until it is healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you wish, cauterize the extremity of the cutlery according to the form of cauterization, and beware of cutting into an artery in this new-born thing properly speaking.
Capitol quart.	It seems like we've reached the end of a medical text or recipe written in some form of medieval Latin or a Romance language.
De cauterizacio d’emigranea antiqua.	The use of an old treatment for emigration or hernia.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you cure emigration with water, which we have said about the previous treatment, and what we have said in the divisions of diseases, and it is not effective for the patient because of the disease, nor does it take advantage of the first cauterization in medicine or the cauterization in fire; therefore, you must heat the scalpel until it becomes white, as it signifies over the area of pain with a line of length from which is most of the said thing, or what that is; and place your hand for a moment and strain it hard as you incise the archery and penetrate into the bone.
