Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albuqasim.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	However, fire, due to its sublimity and the goodness of its substance, does not act on the outer layer but only on what is superfluous. And it has already been known to me through experience and the length of my service in studying this art, that it is true about the causes; and for this reason I am excused from the length of this sermon. But if I did not have permission to write down a secret hidden in fire and the quality of its operation on bodies and its expulsion by which it drives out illnesses, using a philosophical demonstrative sermon, which would be suitable for your souls.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	And you should know, my sons, that the seasons are not in harmony when it is advisable to make a cauterization and when the best time of spring has passed.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	And I say that cauterization is advisable at all times, because the damage caused by the accidental passing of time is submerged in the effect of the liquid which has the cauterization attached, and most especially if the cauterization is for pains or necessary and severe pains, which do not suffer delay, whereas those that come with bad omen are feared to be greater than small harm caused by time.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	And, I say, that is not what the physicians think, my sons, for they do not value this method except among the common people and foolish doctors; indeed, in that illness which is cured by cauterization it does not diminish with time, and its consequences remain.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the cause is not so easy as they think, because cauterization is nothing but a place of medicine which alters the composition and dries out the humors which are the cause for the pains to come.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	But, nonetheless, cauterization is an excess over medicine, sought for the sake of its utility and virtue of its operation, and the greatness of its lord.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	It is possible that his illness may return at some hour of time, according to the constitution of the patient and the location of their illness, and virtue in them, and what is prepared in their body from the aggregation of superfluities in them, and what has been acquired by them in foods and appearances of those causes; but since the illness which is administered cauterization is a subtle disease in few members and humidity, such as tooth cauter for pain and similar to that, it is possible that in him that pain will not return, but that will be done in small things.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	And in plain language it is said that cauterization is the last remedy of medicine, and it is an unjust statement, not like what I understand in it, because I believe it is not a cure that benefits with medicine or any other cause appropriate to cauterization.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	I see what you're saying now. The truth is the opposite of that. And I understand it this way: cauterization is the last remedy of medicine not because it's ineffective or unjust, but because when we administer the methods of cure in certain illnesses, and those medicines are useless, and suitable at the end of the cause, then one administers cauterization, and it's beneficial for that.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	I now see clearly what you're saying from here. Cauterization is the last remedy of medicine, not according to my understanding, which is similar to that of the common people and foolish doctors.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	And they said that gold cauterization is more superior than iron cauterization, and they did not say this except for the equality of gold and the subtlety of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they said that the place of cauterization does not harm, as if it were absolutely true, but I have already tried and proved that it is only in certain bodies, not in all others, and gold cauterization is good and better than iron cautery, just like they said. However, when you do cauterization with fire made from gold, it is not declared to you, because it depends on the quality of the gold, and how rough it is, and it prepares itself to receive sparks; and if you adjust the ignition so that the gold melts in the fire, and some plates are formed by the occupation of that, then...
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And because of this, we should make iron cauterization so that it is lighter and more precisely adjusted to the truth of the operation. (Traduït a català i corregit)
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	And I have already ordered this chapter in the cautery section, and I have placed those of the foot among the feet, so that it may be easy for the requester to find what he desires from here.
De cauteri de dolor de cap per frigiditat e humiditat.	A cautery for headache due to coldness and humidity.
Le capitol primier.	The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cautery confers against humidity and coldness on the affected part of which there are two causes, that is, abundance of bloody fluxes from the head to the parts around the eyes and ears, and abundance of sleeping, and toothaches, and dizziness, and universally all illnesses caused by coldness, such as paralysis, sodomy, apoplexy, and similar conditions in those ailments.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The form of this cautery is as follows: first, you command the patient to evacuate his bowels with laxative medicine three or four nights, depending on the severity of the illness and the age of the patient and their habit.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then you command the patient to shave their head with a razor, and then place that hot iron between your palms (or rather, between his own hands) on a covered bench, and have him hold his hands over the pectoral area.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	And then you place your palm (with the hot iron) right under their nose, between their eyes.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	But meanwhile, as the middle part is reached, mark that spot with ink, and then light the olive cautery, which has this form... (it seems like you're describing an ancient medical procedure)
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And then place that (olive cautery) over the marked spot, in such a way that it descends, with the handle held tight by you, so that it's constrained little by little, and you turn it.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	And then lift your hand lightly and look at the spot, and if you see that already some quantity of bone is being uncovered, like a grain of barley, immediately lift your hand and if not return your hand with that iron to another one, if it's cooled down, until what I've told you about this part becomes visible.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And then take a small amount of salt and dissolve it over the spot, and let it stay there for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	And then place over it a poultice soaked in lard, and let it stay there until the scar of the burn is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	And then cure the spot with tetrafarmacon ointment until it's healed.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And it is said that when the plague ulcer opens, the arm gets better sooner.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	And some of them said that the tongue should be cauterized between the bone and it should be held in with a caustic until some part of the substance of the bone is charred.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	And as soon as the charred part adheres to the bone, it should be cured.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	And others said that the caustic should be applied to the furthest part, so that it penetrates into the bone before it hardens, and this is the way of making an ulcerated pit.
E estiman de aquel loc expiran la vapors del cap.	And they believe that from that place the vapors of the head escape.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And if the ulcer remains open for a long time, it should be cured when it becomes consolidated.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	But I have never seen these two types of cauterization, but rather in some men by the way of fear; and leave it to you, my dear friend, that is better for health when it is so; because the head is uncovered due to solution of continuity, just as we have testified in other members, and even more so when the sick person has a frail nature.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	And the first type of cauterization is more saved and better, my friend; and with that I have seen many people recover their health.
Capitol segon.	It seems we've reached the end of this chapter! Would you like to continue with another chapter or stop here?
Del cauteri del cap.	Capítulo segundo: Del cauteri del cap.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When chronic and long-lasting pain occurs in the head of a patient, and it persists, and the doctor uses various treatments such as herbs, poultices, cupping glasses, plasters, potions, oils, and waxes to cure it, but if the patient has already been cauterized with a cautery that did not help them and was ineffective for any of these causes, then the doctor should consider whether the head of the patient is naturally strong in its constitution; and if it is not fragile and does not have a great tendency towards coldness, then another cautery should be applied underneath the previous one a little while later.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And if they cauterize that [person] on the crown of their head with cautery in between, and the skull is fractured.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Cut the skull and it is discovered that the quantity we have mentioned is found there. Then cauterize that person with a cautery in the back of the head, at the place called the "fontanelle" - which is the spot where the air sac is located.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And let the cautery be applied in this way, and do not cut into the bone, because the patient will thereby experience a very different kind of pain from that of all other head cauterizations.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And you call this cautery by its name, because it is necessary that the cautery with which one cauterizes the crown of the head and the occiput be a more subtle cautery than that used for the middle part of the head; and this is its form.
Capitol ters.	It seems like we've reached the end of this text. The formatting and language suggest it's from an old medical treatise, possibly written in Latin or a similar language. If you'd like to explore more about medieval medicine or have specific questions about this text, I'm here to help!
De cauterisacio de emigranea no-antiqua.	It seems we're diving into a specific medical topic. "De Cauteriasioc De Emigranea" is likely the title of this section or chapter, which translates to "On Cauterization for Headaches". The phrase "non-antiqua" suggests that this is a treatment method not mentioned in ancient texts, but rather something developed later.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When pain arises at the departure of the head, or is spread into the eye, let the head be evacuated with medicinal washings, and the other treatment administered, which I have mentioned in the chapters on diseases; and if it does not help, then cauterization is applied to it in two ways: either by applying a burning medicine, or by iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	But the cauterization with burning medicine is that you take a sweet almond, scrape it out and apply it to the ends of his legs from both heads.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	And then make an incision on the site of the pain in the temple with a sharp lancet that makes a small hole just below the tendon, so that it may be concealed.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	And then apply pressure on it with a stopper to constrict the flow, and let that be for the space of three hours; and then remove it and scrape off the almond, and leave the wound for two or three days, and then pause over it with a poultice soaked in water until the spot breaks.
E aprop cura aquel am enguent entro que sia sanat.	And then cure that with a salve so that it may be healed.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you wish, do this with some mixed medicines which I have written in the treatise on mixed remedies.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	And burn it with fire, according to this manner: fiery instruments for burning, of which this is the form:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	and it is called a "claw" or "clavish", because its head is shaped like the form of a nail with some curvature, and in the middle of it is a small prominence.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	And stop the instrument above the place of pain, and hold your hand so that the handle behind is not heated - and turn the small iron bit little by little with speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the part that is burned by the sharpness of the blade is as much as most of it, and lift your hand so that the artery behind is not burned, in order that there may not come a flow of blood.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	And approach the cut with a cloth dipped in salt water and place that over the spot, and let it stay there for three days. And also approach the cut with a poultice to bind it, and care for it with an ointment until it is healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you wish, cauterize the edge of the wound with fire, and beware of cutting into an artery in this manner properly so-called "non-ancient".
Capitol quart.	It seems like we've reached the end of a medical text written in some old language, possibly Middle Ages Latin. The text appears to be describing how to treat a wound, specifically mentioning cauterization and applying an ointment.
De cauterizacio d’emigranea antiqua.	Ancient treatment of empyema (inflammation of a cavity in the body).
