Ayssi comensan las paraulas de Albucasim .	Ayssi comensan las paraulas de Albucasim. 
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter deals with dryness and perforation, cupping, sores, arrow extraction, and similar procedures, covering the types of instruments used in each.
Divisio de la tersa partida.	Division into three parts.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter covers restoration and dislocation, as well as the treatment of twists and similar injuries; it is a comprehensive chapter on dealing with conditions affecting the head to the feet, detailing the various tools required.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	Regarding cauterization with fire or sharp instruments, as well as remembering to use mild medications during the operation.
Am aquel comensa le tractat de tot le libre.	This begins the treatise which covers the entire book.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	I wish to discuss the quality of the iron used for cauterization and the documents associated with it, as well as in which circumstances cautery is prohibited.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	So I say that the discourse on the quality of cauterization iron and its documentation is lengthy and detailed, subtle in its scientific precision, and hidden in secrecy; great scholars have debated it extensively, but they disagree, so I will only borrow a little from their discourses to avoid being too wordy.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	Here is my translation of the provided text: 
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	Here is my attempt at translating the provided text:
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	And I say this based on the words of that person, who has already experienced and uncovered this many times.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	However, it is not advisable for someone to come and treat this who has already been expelled and practiced in the chapter of cautery due to their past actions, and they have not understood the diversity of human composition and the arrangement of diseases within their bodies, as well as the causes of these illnesses, and the accidents that occur over time.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	But for other compositions of the body, you should not be afraid or hesitant, especially in treating cold and humid illnesses, as all doctors have come to an agreement about these cases, and there is no disagreement regarding the use of cautery for their judgment.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	Know, my child, that the secret of healing through cautery with fire and its goodness is based on the use of caustic medicine. This is because fire is simple in nature; its action only affects the part that is cauterized and does not harm any other nearby body parts except for causing a minor injury.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	However, the action of caustic medicine affects the healthy parts around it and can cause difficult-to-heal illnesses in these areas, which is often hard to treat.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	Here is the translation of the provided text: 
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	E sapiatz, filhs, que els se desacordan del temps en le cual es convenient far cauteri e pausan le milhor temps de primaveyra.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	I state that the use of cautery is appropriate at all times, as it draws out any harmful substances caused by an accident and promotes healing. This is especially true for pains or necessary injuries such as bruises and fistulas, which cannot wait due to concerns about potential complications arising from delays.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	And this is not understood by your physicians; my dear children, they only consider the opinion of common people and foolish doctors. It's just that the illness which can be cured with cauterization doesn't always recur, but they fail to recognize this fact.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	The reason for their misunderstanding is not as they believe; cautery itself is a form of medicine that disturbs the body's balance and dries up moist humours which are the cause of pain.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	Moreover, cautery is still more efficacious than medicine due to the speed of its action and the majesty of God's power.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	It is possible for the illness to recur at some point in time depending on the patient's constitution, the location of their ailment, their personal character, and whatever unhealthy humours may have accumulated within them or been acquired through food and similar causes; unless it happens to be an acute illness involving few superfluities and moist humours (like toothache and its ilk), then cauterization should prevent a recurrence. But this only applies to minor cases of pain.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	Here is the translation of the provided text: 
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	Here is my best attempt at translating the provided text: 
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	And from here, know that cauterization is the last resort of medicine, not according to the intention understood by the common people and too many foolish doctors.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	The ancient masters said that cauterization with gold is better than cauterization with iron, and they said this because of the equality of gold and the sublimity of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they said that the place of cauterization does not make an arm weak, and while this is not entirely true, I have proven it myself and found that it only has this effect on some bodies and not others. And so cauterization with gold is good and better than iron as they say; however, when you use a golden cautery stick, it is important to remember that the amount of heat generated depends on the quantity of gold you use due to its conductive properties, and it must be prepared to receive the heat. If you expose the gold to an open flame, it will melt because of its low melting point, which can be problematic for the artisan.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And so, for this reason, we must perform iron-based cauterization with as much precision and care as possible to ensure the accuracy of the operation.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	I have already arranged this chapter on cauterization according to the chapters that follow it, and I've placed those related to foot operations at the end so that anyone who wants more information can easily find them.
De cauteri de dolor de cap per frigiditat e humiditat.	De cauteri de dolor de cap per frigiditat e humiditat.
Le capitol primier.	The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cauterization procedure introduces moisture and coldness into the brain, which is caused by two factors: one factor being a sudden shock, and the other being an excessive flow of rheumatic humor, known as 'corissa', affecting the head and extending to the limbs, ears, nose, causing excessive sleepiness, toothaches, and sore throat. It also applies universally to all illnesses stemming from coldness, including paralysis, heart conditions, apoplexy, and similar ailments.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The procedure for this cauterization is as follows: First, instruct the patient to take a laxative medicine that cleanses the head over three or four nights, depending on their health condition, age, and usual habits.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	Then, ask the patient to shave their head and have them sit between your two hands on a chair, with their arms resting upon their legs.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	Next, place your palms over the patient's head, ensuring that the edges of your hands rest on their nose, in between their ears.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	However, once your hands have reached the center point of their head, mark that spot with a tent. Then prepare an olive-shaped cautery tool which takes this form:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And then place that over the marked spot in such a way that it descends and with which your hand is gradually constricted, and you revolve it.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	And then gently remove your hand and observe the place; if you see that any part of the bone is already exposed along with some amount of brain matter, then lift your hand, but return it to the same iron instrument, or another one from those mentioned before, which should be cooled as described previously. 
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And then take some salt and dissolve it over the affected area, leaving it there for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	And then place on it some frosted quicksilver (mercury) and leave it there until the burn scar is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	And then treat the wound with a salve made from four medicinal herbs until it is healed.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And it has been said that when the Roman plague appears, both arm (limb) and trunk are better treated with honey, as it is more beneficial and helpful.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	And some of them say that the ulcer should be cauterized right down to the bone, and let the cautery sit there until a part of the surface of the bone is destroyed.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	And then remove what is attached to the bone, and treat it accordingly.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	Others said that the use of cautery should be applied to the back, pressing firmly onto the bone until it penetrates, and this is the small form of the cauterizing tool.
E estiman de aquel loc expiran la vapors del cap.	They believe that from that place (the back), vapours arise, which affect the brain.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	If the wound remains open for too long, it should be treated once it has healed.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	I have not seen these two types of cauterization performed by others, only in a few cases due to fear; however, I believe that one should prioritize their health when it comes to such matters. For the brain becomes weakened through the loss of continuity and substance, as we have observed with other body parts, especially when the patient's head is of a delicate nature.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	The first type of cauterization is safer, in my opinion, and I recommend it for the benefit of the patient's health.
Capitol segon.	It seems that your provided text does not contain this section or chapter. Would you like me to rewrite the provided medieval medical treatise? If so, please let me know!
Del cauteri del cap.	Del cauteri del cap.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	Here is the translation of the provided text: 
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And then cauterize that area on the top of their head with a cautery while the bone is still exposed.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Cut the bone and expose as much of it as we measured previously, then cauterize that area with a cautery at the back of their head in a place called the vertex—this is where the cupping glasses are usually placed.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And keep your hand there, don't uncover the bone, because the patient will feel great pain here unlike with any of the other cauterizations on their head.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	I will tell you about this particular cautery, because the cautery with which we treat the horns of the head and the occiput is a more subtle cautery than that used for treating the vertex, and this is its shape.
Capitol ters.	Chapter three.
De cauterisacio de emigranea no-antiqua.	On the cauterization of non-ancient hemorrhoids.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When eventually a hard pain arises in the back of the head or an extended pain inside the eye, first evacuate with medicines that change the humors and administer the other cures I have mentioned for different illnesses; and if all these don't help, then cauterization is done in two ways: either with sharp medicine that burns, or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	More so a burning medicine [is] the pointed cautery which you take with garlic, and burn it and cut its ends on both sides.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	Then make an incision in the painful area on the temple with a lancet until you find the spot where the [vein] is located, even if it is hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	And then tie him down with tight compression and leave it like that for three hours; then untie him and take away the garlic, leaving the wound open for two or three days; and then put on him a poultice soaked in warm wine until the place heals.
E aprop cura aquel am enguent entro que sia sanat.	And then cure it with ointment once it is healed.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you wish, do this with some burning medicines which I have written about in the second treatise on burning medicines.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	More so the cauterization with iron is done in this way: ignite the following type of cautery:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	and it is called the 'claw caustic', because its head is like a nail with a curved shape, and in the middle of it there is a small elevation.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	And then place your hand on the painful area, making sure not to stick to the bowstring which is underneath, and rotate the small tool gradually with speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the amount of skin stuck to the edges of the wound is such that half of it has adhered, raise your hand carefully so as not to stick to or damage the artery underneath, ensuring there is no loss of blood flow.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	Then dip a cloth in salt water and place it on the affected area for three days. Afterwards, apply a moistened bandage and heal with ointment until fully healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you wish to cauterise with the knife edge according to the standard method of cauterisation, be careful not to accidentally incise this relatively new artery.
Capitol quart.	The fourth chapter.
De cauterizacio d’emigranea antiqua.	On the cauterisation of an old wound.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you treat an old wound using the methods previously mentioned for initial treatment and those outlined in the classification of illnesses, but the patient does not improve or if the illness exceeds what we have said regarding first cauterisation with medicine or hot iron, then it is necessary that you light the knife-like cautery instrument so that it glows white-hot. Place this on the painful area along the length of half a finger (or any other appropriate measurement), and place your hand over once to prevent sticking before incising the bowstring and reaching bone.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	Here is the translation of the provided text: 
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I shall come back to the recollection of the regimen for accidental bleeding from archery according to its manner, in its place within this book.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this disease does not respond to the aforementioned cautery and you find the patient's condition tolerable, cauterize them in the middle of their head as we have recounted earlier, and treat the wound until it is healed.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you administer the cautery as we have mentioned in the chapter on stretching archery injuries with two small cauteries, this method is better and more effective.
Capitol .v.	The fifth chapter or section of the text seems to be missing from your original prompt. Please provide me with its contents if you would like it translated, line by line, into English.
De cauterisacio de las dolors de aurelhas.	On the cauterization of ear pain." 
Quan en la aurelha ve dolor per freg e es curat am causas lacsativas e am l’autra curacio la qual he dita en la divisio, e no es remauguda la dolor, lahoras igneys le cauteri, e es aquest le qual ha nom puncta, del qual aquesta es la forma:	When there is pain in the ear due to swelling and it is treated with laxative remedies and other treatments mentioned earlier in this section, but the pain persists, use the cautery method called "puncta," which I will describe as follows: [Description of the cauterization procedure].
