Ayssi comensan las paraulas de Albucasim .	Ayssi comensan las paraulas de Albucasim.
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	Do not treat an illness badly, lest you be called bad doctors.
E yeu ja he devesit aquest libre segontz tres capitols.	And I have divided this book into three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	The division of the book begins, first in the first part.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter orders the section of feet, in the forms of instruments and the tools of cauterization, and what is necessary for the operation.
La divisio de la segonda partida.	The division of the second part.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter deals with dryness and punctures, as well as cupping, ulcers, arrow removal, and similar procedures, all categorized and arranged according to the forms of instruments.
Divisio de la tersa partida.	Division of the third section. 
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter deals with restoration and dislocation, as well as the treatment of twists and similar ailments. This chapter is arranged from head to toe and describes the forms of instruments used.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	Using pointed cautery, use fire and sharp medicine as a reminder of the operation.
Am aquel comensa le tractat de tot le libre.	This begins the treatise for the entire book.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	Let me tell you about the quality of the iron used for this cauterization and the documents related to it, as well as in which circumstances cautery is forbidden.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	So I say that the discourse on the quality of iron for cauterization and its documentation is lengthy and prolix, subtle in knowledge, and hidden secretly; many great sages have spoken about it before me, and they disagree with each other but a small portion of their discourses suffices for me to speak here, lest this become too long.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	And so I say that cauterization is applicable universally for all conditions with matter or without matter, except for two conditions which are caused by immaterial factors.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the case of a dry and hot condition with matter present, there is disagreement; some say that cautery is beneficial in this scenario, while others argue the opposite, stating that cautery is not suitable for an illness caused by qualities and dryness because the nature of fire is also qualitative and dry, and it would be inappropriate to treat a dry and hot ailment with something that is caustic and dry.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	And then there is the one who says the opposite of this, that cauterization provides benefit in all cold and dry diseases that affect the bodies of men, for when you compare the body of man and its humors to the composition of fire, you find the body of man to be cold.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	And I say this based on the words of that person, as I have already experimented with this myself several times and discovered its truth.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	However, it is not appropriate for someone who has already been tested and practiced in the chapter on cauterization through prior experience, and understands the variety of human compositions and the location of diseases within them, as well as their causes, symptoms, and durations.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	In other compositions, however, there should be no fear on your part, especially in cold and humid diseases, as all doctors have agreed upon these, and they do not disagree about the use of cauterization for their treatment.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And know, my sons, that of the secret of cure through cauterization with fire and its goodness, it is about cauterization with burning medicine, for fire is simple, the action of which only reaches the member being cauterized and does not harm any other nearby member but to a small degree.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	Moreover, the action of caustic medicine extends to those parts of the body which it withdraws from, and quickly causes in that member a difficult-to-heal illness and one that is prone to recurrence.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	But fire, because of its sublimity and the goodness of its substance, does nothing but overflow. And this is known to us through experiment and long service in studying the art of discovering truth; and for that reason I am excused from lengthening my discourse. And if it were not that my book is not read by these rustic pause-takers hidden from you with secret fire, and the quality of its operation on bodies and its expulsion by which it expels diseases, with philosophic demonstrative discourse, which would sharpen your minds.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	And you should know, my sons, that they disagree about the time when it is appropriate to perform cauterization and they consider springtime to be the best season for this.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	And I say that cauterization is appropriate at all times, for the harm caused by any delay is submerged in the benefit of what is drawn out through cauterization; especially if the cautery is done for necessary pains or aches - whether violent or slight- which do not tolerate delays due to fear of greater mischief arising from minor ills entering owing to a delay.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	Here is the translation of the provided text: 
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	Here is my translation of the provided text: 
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	However, more cautery points are made for the sake of medicine due to the speed and strength of its effect, considering also the importance of the patient.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	It is possible that the illness may recur at some point in time, depending on the constitution of the patient, the location and nature of their ailment, as well as the predisposition of their body to retain superfluities and humors; what has been prepared within them through diet and similar causes. Unless it is a subtle disease with few superfluous fluids and humidities present - such as toothaches or other minor pains for which cautery is administered - it may not recur, though this is rare.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	The common saying goes that cauterization is the last resort in medicine; a legal term meaning there are no other options but to proceed with this treatment. It is not for what it means, as they believe it does no good or benefit to the patient beyond any other medical practice.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	The reason for this is contrary to what one might think; the intention behind calling cauterization a last resort in medicine isn't as it's often understood. It is only meant when we apply various methods of treatment and those medicines do not work, then at the end of that process, we administer cautery, which does provide benefit.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	Here is my translation of your provided text: 
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	And they say that cauterization with gold is better than with iron, and they did not say this because of the equality of gold but rather its excellence.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they say that the place of cauterization does not feel pain, but this is not absolutely true, for I have proven and found that it only happens in some bodies without others, and cauterization with this [substance] is good and better than iron as they said; however when you use gold to cauterize with fire, it is not obvious to you because the heat of the gold melts due to the fire's intensity, and whatever comes into contact with the fire will also be burnt; if it were for the artist [physician] then he would have been affected by it.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And for this, iron is used to cauterize as lightly as possible and in the most precise way to rectify one's condition.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	And I have arranged this chapter on cauterization according to the chapters, and within it, those related to the head are placed first, followed by those concerning the feet, such that the questioner may easily find what they seek.
De cauteri de dolor de cap per frigiditat e humiditat.	On the cauterization of headaches caused by coldness and humidity.
Le capitol primier.	The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cauterization procedure brings about a change in the humidity and coldness of the brain which is caused by two factors: one being the cause of many wounds and fluxes known as 'corissa', from the head to the areas around the eyes and ears, with excessive sleepiness, toothaches, and throat pain; while the other affects all ailments caused by coldness such as paralysis, dropsy, apoplexy, and similar illnesses.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The procedure for this cauterization is as follows: First, instruct the patient to use a laxative medicine to cleanse their bowels three or four nights in a row depending on their health condition, age, and usual habits.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	Then command the patient to shave their head with a razor and make them sit between your two hands on a chair. Have them place their hands on their own legs.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	Then put the edge of your palm on their nose between their eyes.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	But when your fingers have reached their place, mark that spot with a tent. Then bring the olive-shaped cautery which is of this form:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	Then place that over the marked spot with caution, in such a way that it descends little by little, and your hand should be pressing down gradually, while you rotate it.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	Then lift your hand gently and observe the spot; if you see any part of the bone being uncovered, along with some grains of gravel, then raise your hand, but if it hasn't cooled down yet, return your hand to that iron tool or another one like it, until it is visible as I have instructed.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	Now take some salt, dissolve it over the spot, and let it sit for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	Then place on it some burnt pitch, leaving it there until the fire scar is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	Treat that spot with ointment made of four healing herbs, so it may heal.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And it has been said that when the Roman plague is open, a better treatment for the arm can be achieved, as it's more effective and beneficial.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	Some believe that the bone should be cauterized until it is burnt through, and they keep applying the cautery until a part of the bone surface has adhered.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	E aprop sia ras aquo que es adhust del os, e aprop sia curat.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	And others said that I use the cautery to reach the back part, pressing strongly on the bone until it breaks. This is the small form of alphecati: 
E estiman de aquel loc expiran la vapors del cap.	They believe that vapors from the head expire from that place.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And if the wound is kept open for too long, then it should be cured by consolidation.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	I have not seen both of these cautery species used for anything other than a few men who underwent the procedure out of fear; however, I consider it more beneficial to health when the head is weakened by solution of continuity as we previously indicated in other body parts and even more so when the patient's head is naturally cold.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	The first species of cautery is safer and better, in my opinion; I use this method for healing.
Capitol segon.	Chapter 2.
Del cauteri del cap.	On the cauterization of the head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When there is chronic and long-lasting pain in the entire head of a patient that persists despite using herbs, plants, leaves, poultices, ointments, candles, hens, pigeons, and other similar remedies; especially if they have already been cauterized with a cautery we mentioned earlier without any improvement or benefit from these treatments. In this case, consider whether the patient's head is of strong constitution by nature, not cold, but feels great pressure, then treat it with another kind of cautery slightly less intense than the first one.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And then cauterize that area on the horn of their head with a cautery while the skin is split.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Incise the skin and expose the bone, as much as we have counted, and cauterize that area with a cautery on the divided part at the back of the head in the place called the fossa - this is the place where the cupping glass is applied.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And always keep your hand there, without exposing the bone, because the patient will feel much greater pain here than from any other cautery on the head.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And I will tell you about this particular cautery, because the cautery with which we cauterize the horns of the head and the occiput is a more subtle cautery than that with which one cauterizes the middle part of the head; and this is its shape.
Capitol ters.	Chapter Three.
De cauterisacio de emigranea no-antiqua.	On the cauterization of non-ancient hemorrhoids.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When eventually there is a hard pain in the divided part of the head or an extended pain within the eye, first evacuate the head with cleansing medicines and administer another cure, which I have mentioned elsewhere among the diseases; but if all this does not help, then cauterization on it has two methods: either cauterization with sharp medicine that burns, or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	More often a cautery is used as a medicine that burns; take a flaxen cloth, soak it and tear off its ends on both sides.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	Then make an incision on the painful spot on the temple with a lancet so that it is made at the place below the hairline, provided that the vein is hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	And then press firmly on it with your hand for a short time to cause congestion, and leave it like that for three hours; then untie them and remove the flax cloth, leaving the place open for two or three days, and then apply to it warm barley-meal porridge until the place becomes hot.
E aprop cura aquel am enguent entro que sia sanat.	And then cure it with ointment once it is healed.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you wish, do this with some burning medicines that I have written about in the two books on burning medicines.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	Another way of cauterizing is with iron, for which this is the form:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	and it is called closed nails, because its head has the shape of a nail with a slight curvature, and there is a small prominence in the middle of it.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	Then place your hand on the area of pain, and hold it there - making sure not to touch the bowstring which is underneath - and slowly turn the drill with speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the amount of it that is stuck to the surface of the wound is such that half of it remains, then lift your hand carefully so as not to touch the artery which lies underneath, ensuring there is no bleeding.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	Then dip cotton in salt water and place it on the affected area for three days. Afterwards, put moistened gauze on top of that, and then treat with ointment until healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you wish to use cautery on the end of the knife, be careful not to make an incision into the relatively new artery in this region.
Capitol quart.	Chapter four.
De cauterizacio d’emigranea antiqua.	On the cauterization of an old wound.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you treat a wound using the methods described in the previous section and the sections on various illnesses, but the treatment is ineffective due to a disease that does not respond well to what has been said about first-degree cautery with medicine or second-degree cautery with fire, then it is necessary for you to ignite the knife-like cauterization tool until it becomes white hot. This means placing it on the painful area along the length of half your finger, or however much that may be; and place your hand once upon it and press down hard enough such that you cut through the bowstring and into the bone underneath.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	Empero necessari es a tu que guardes de la continuacio de la mandibula, la cual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquella, e que no s’endevengua espasme.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	Here is my best attempt at translating the provided text: 
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I will come back to the recollection of the treatment for excessive bleeding from archery wounds according to its own manner, in this book's place.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this disease does not respond to the previous treatment and observe that the patient's condition is tolerable, cauterize them on the top of their head as we have described earlier, and treat the wound until it heals.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish to apply the cautery as we have mentioned in the chapter on treating archery wounds with caution and having two cauteries, this method is preferable and more effective.
Capitol .v.	Chapter 5: How to Treat Wounds of the Head and Face Caused by Accidental Falls from Horses or Other Beasts, with Cauterization
De cauterisacio de las dolors de aurelhas.	On the cauterization treatment for earaches.
