Ayssi comensan las paraulas de Albucasim .	 Here begins the words of Al-Bukhari.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	 The second chapter is about incisions and perforations, cupping glasses, blisters, the extraction of arrows and similar things, all categorized and ordered according to the shapes of the instruments.
Divisio de la tersa partida.	 Division of the third part.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	 The third chapter, on restoration and dislocation, and on the treatment of twisted limbs and similar conditions; a chapter ordered from head to toe, including descriptions of the instruments.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	 On cauterization with fire and sharp medicine, and recollection of the operation.
Am aquel comensa le tractat de tot le libre.	 With this begins the treatise for the entire book.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	 I must explain the characteristics of that cauterization and its adverse effects, as well as in which conditions it should be avoided.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	 Thus, I say that the discourse on the quality of the benefits of cauterization and its adverse effects is long and intricate, subtle in knowledge, and hidden in secret; and many wise men have spoken about it, and they have disagreed about it, and I am only able to touch upon a small part of their discussions, fearing prolixity.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	 And so I say that you should apply cauterization in all conditions universally, whether they have matter or not, with the exception of two conditions which are cold conditions without matter.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	 In the cold and dry condition with matter, I will disagree; for some say that cauterization is beneficial for it, and others say the opposite, that cauterization is not suitable in an illness which is due to quality and dryness, because the nature of fire is heat and dryness, and it is not suitable that a cold and dry illness with water, which is hot and dry, be healed.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	 And say to the one who says the opposite of this: that by cautery it is done as a remedy in every dry and warm disease that appears in men's bodies; for when you compare the human body and its humidity to the nature of fire, you find the human body cold.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	 And I say by the words of that person, that I have already experienced this many times myself.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	 But nevertheless, it is not suitable for that person who has already been tested and practiced in the chapter of cautery by recent practice, and who knows the diversity of human constitutions and the nature of diseases within them, and the causes of those diseases, their symptoms, and their duration.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	 But in other constitutions, there is no need to fear this, and especially in cold and moist diseases, for all physicians have agreed on these matters, and they are not disagreed upon the remedy with cautery in those cases.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	 And know, children, that the secret of healing with cautery and fire, and its usefulness, has been discussed in comparison to medication that burns. This is because fire is simple, and its effect only reaches the member that is being cauterized, and it does not harm the other members connected to it except with a small injury.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	 Here's a line-by-line translation of the given sentence:
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	 Here's a line-by-line translation of the provided text:
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	 And know, children, that they disagree about the time in which it is suitable to perform cautery and consider the best time to be spring.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	 And I say that cautery is suitable at any time, because the damage caused by accidental circumstances is mitigated by the benefit derived from the cautery, and especially if the cautery is for necessary pains or diseases, such as strong and fistulous ones, which do not tolerate delay because it is feared that evil may come, which is greater than a small harm entering due to time.  (Translation: Cautery is appropriate at any time because the benefit of cautery outweighs the potential harm caused by performing it at the wrong time, especially for urgent or severe conditions where delay could lead to worse outcomes.)
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	 And this does not enter into your thoughts, or, children, only the common people and foolish doctors think that way, for they believe that such an illness, which is cured by cautery, will always recur, and they consider that consequence. (Translation: Don't be swayed by such ideas, my children, for only ignorant laypeople and unwise physicians hold this belief. They mistakenly believe that an illness treated with cautery will inevitably return, leading them to this conclusion.)
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	 And the reason is not as they think, because cautery is only used in cases where medicine cannot change the complexion and dry out the humors that cause the pain. (Translation: The true reason is different from what they believe. Cautery is employed when medicines are unable to alter the body's constitution or eliminate the moist humors responsible for causing pain.)
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	 It seems like you're looking for a translation of a medieval medical text. Here's my attempt to translate the sentence:
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	 And it is possible that the patient's illness may return at some point in time, according to the patient's constitution, the location of their illness, and their strength. This also depends on what has been prepared in their body regarding the accumulation of excesses within them, as well as what they have consumed in their diet and similar causes. However, if the illness for which cautery is administered is a subtle illness with few excesses and moisture, such as cautery for tooth pain and similar cases, it is possible that the pain will not return to them, but rather diminish over time.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	 And it is commonly said that cautery is the last resort in medicine, and this is a true statement, not because I understand it, but rather because I believe that there is no cure that benefits from medicine or any other means before cautery.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	 However, the opposite is true; and the belief that cautery is the last resort in medicine is only because one has tried all other methods of cure for some illnesses, and those medicines do not work, and so in the end, one administers cautery, which proves beneficial for that purpose.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	 And then it is said that cautery is the last resort in medicine, not according to my opinion but according to the common belief of foolish doctors.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	 And the ancients said that cautery with gold is better than cautery with iron, and they did not say this except for the equivalence of gold and the sublimity of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	 And they said that the place of cautery does not burn, which is not entirely true, for I have already proved and found that it does so in some bodies but not in others; and cauterization with gold is good and better than with iron as they said; however, when you perform cauterization with fire using gold, it is not declared to you, because it ignites according to the amount of gold you want due to the roughness of the gold, and it prepares to receive cold; and if you place a flame on it, the gold will melt in the fire, and some sheets fall into the fire for the craftsman to catch.  (The translation may not be perfect, as there are some ambiguities in the text.)
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	 And therefore, when performing cautery with iron, you must do so more lightly and precisely to ensure the success of the operation.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	 And I have already organized this chapter on cauterization according to chapters, and I have ordered those from the head down to the feet, so that the inquirer can find what he wants of it.
De cauteri de dolor de cap per frigiditat e humiditat.	 "On treating headache caused by cold and moisture.
Le capitol primier.	 "The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	 "This cauterization addresses the moisture and cold that cause this accident, which has two causes: it is caused by sodium and an abundance of rheumatic flux, called corissa, flowing from the head to the areas around the eyes and ears, and an abundance of sleep, and toothache and throat ache, and universally all sickness that comes from cold, such as paralysis, dropsy, apoplexy, and similar conditions in those illnesses.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	 "The method of this cauterization is as follows: first, instruct the patient to take a laxative medicine to cleanse the head for three or four nights, depending on the strength of the patient, their age, and their habits.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	 "And then instruct them to shave their head with a razor, and then make that person sit between your hands on an inclined bench and place their feet on the ground.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	 "And then place the edge of your palm close to the bridge of their nose, between their eyes.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	 "However, when your finger reaches the middle of their forehead, mark that spot with a probe, and then ignite the cautery, which is shaped like an olive.
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	 Certainly! Let's translate the text step-by-step:
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	 And then gently lift your hand and look at the area, and if you see any part of the bone exposed, even as small as a grain of sand, then raise your hand. If not, return your hand with that iron, or another similar one if it is cold, until you see what I have told you.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	 And then take a little salt and dissolve it in water, and let it sit on the area for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	 And then place upon him a cloth soaked in vinegar and let it rest on him until the scab of the fire is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	 And then treat the area with tetragrammaton ointment until it heals.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	 And they say that as long as the wound remains open, it is better for the arm, because it is more beneficial and healing.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	 And some of them say that the tendon should be cauterized up to the bone, and the cautery should be held in place until a portion of the appearance of the bone is blackened.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	 And then scrape away what is adjacent to the bone, and then it should be treated.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	 And others say that with the cautery it should reach to the end, until it presses strongly into the bone until the bone cracks, and this is the manner of small incision:
E estiman de aquel loc expiran la vapors del cap.	 And they believe that from that place, the vapors of the head escape.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	 And let the wound be kept open for a long time, and then it should be cured until it is healed.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	 But I have not seen these two kinds of cautery in all cases, only in some men according to the way of fear; and leave that one, in my opinion, it is better with health than without, because the head is weakened by a break in its continuity, just as we have shown in other members, and especially when the patient's head is of a frail nature.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	 And the first kind of cautery is safer and better in my opinion, and with that you should work for health.
Capitol segon.	 Chapter two.
Del cauteri del cap.	 On the Cautery of the Head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	 When chronic and prolonged pain occurs throughout the entire head, and various remedies such as cupping, bloodletting, purgatives, plasters, poultices, baths, warm compresses, and similar treatments have been used on the patient without success, especially if the head has already been cauterized with a cautery that did not benefit him in any way, then consider whether the patient's head is of strong constitution by nature; and it is not frail, but finds great relief, then cauterize that one with another cautery after that one for a little while.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	 And then cauterize that area on the crown of the head with a pointed cautery until the skin is broken.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	 You cut through the skin and expose the bone to the extent we have measured, and then cauterize that area with a pointed cautery in the back part of the head in the place called "vas," which is where a cupping glass is placed.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	 And be careful with your hand in this matter, and do not expose the bone, because the patient finds very great pain from this, different from the pain of all other cauteries on the head.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	 And I say this about the location of this cautery, because the cautery used for the horns of the head and the occiput should be finer than that used for the middle part of the head; and that is how it is done.
Capitol ters.	 Chapter ten.
De cauterisacio de emigranea no-antiqua.	 On the cautery for non-chronic migraine.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	 When there is severe pain in the part of the head, or when the pain spreads to the eye, it should be treated with purgative medicines, and other treatments should be administered as I have described in the sections on illnesses; if this does not help, then cautery can be performed in two ways: either by burning with a sharp instrument, or with an iron. >".
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	 The text appears to be a medieval medical treatise, likely written in Old Occitan or another Romance language with similarities to Latin, Italian, Spanish, and French. Let's translate the given line:
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	 And then cut the painful area in the temple with a sharp lance until it reaches the bone, so that it is hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	 And then strengthen the patient with a poultice to reduce swelling, and leave it on for three hours; then remove it and apply aloe, and leave the wound open for two or three days, and then place a wet cloth over it until the area becomes soft.
E aprop cura aquel am enguent entro que sia sanat.	 And then cure that with an ointment until it is healed.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	 And if you wish, do so with some warming medications that I have written about in the twelve treatises on warming medications.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	 But cautery with iron is done in this manner: heat the iron for cautery, which has this shape:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	 and it is called a "nail," because its head is like the shape of a nail, which has some curvature, and in the middle of it there is a small protuberance.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	 And then place it on the painful area, and hold your hand — so that the handle is not burned — and turn the iron little by little with speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	 And if the quantity burned by the bone's tip is half of it, lift your hand so that the artery beneath is not burned, to prevent blood flow.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	 Sure, I can help translate this line:
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	 And if you proceed with cautery using the tip of a lancet as a cautery tool, be careful not to cut an artery in this ancient practice.
Capitol quart.	 Chapter four.
De cauterizacio d’emigranea antiqua.	 On the ancient practice of cauterizing migraines.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	 When you treat a migraine with the previously mentioned methods of treatment and it does not benefit from the treatment, sometimes due to the intensity of the illness, what has been said about the first cautery with medicine or the cautery with fire is not enough. Then you must heat the lancet until it is white-hot. This means applying the heated tip along the length of the pain, which is the majority of the finger or toe; and place your hand once and hold it there until you have cut through the artery and reached the bone.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	 However, it is necessary for you to be careful not to affect the continuation of the jawbone, which is used in chewing, so that the ligaments and nerves connected to it are not damaged, lest a spasm occurs.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	 And concerning the prevention and caution of bleeding from an opened artery, as there is fear in its opening, especially for those who do not know what they are doing and are not well-studied or experienced; leave the operation to one who knows at first.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	 "And I will come with a reminder of the regimen for blood flow issues caused by archery, according to its manner, in its place within this book.
