Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasis.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	The cause is that the cancerous growth is pure of melancholy humor, so it is not necessary for it to be treated with iron altogether, but rather the limb which suffers should be amputated entirely.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And for this reason, sons, it is necessary for you to plan the operation in two divisions: one is an operation associated with health, and the other is work where there is peril in the most critical conditions.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And I have already pointed this out in every part of this book where there is an operation involving error and fear; therefore, it is necessary for you to pay attention to this and leave that, so that the pages do not lead you to speak improperly and dishonor you.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	And therefore take up your weapons with diligence and protection of God, and treat your patients with happiness and firmness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best way through the grace of God to lead to health and successful recovery, and leave behind terrible diseases that are hard to cure, and keep your defenses against what makes you fear, so that doubt in your faith and in your name does not escape from you: for it is more fitting for your glory, and more so in this world and afterwards in your holiness.
Gualia ja diyssec en alcunas sieuas monicios:	When translating this line by line from the given medieval medical treatise-like text into English, we can interpret:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	Do not treat a bad illness, so that you are not called a bad doctor.
E yeu ja he devesit aquest libre segontz tres capitols.	And I have already divided this book into three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	Begin the division of the book, and first of the first part.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter is ordered from head to foot, in the forms of the instruments and in the tools of the cauteries, and of what is necessary in the operation.
La divisio de la segonda partida.	The division of the second part.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter, on drying and piercing, and on cupping, and on plasters, and on the extraction of arrows and similar objects, all chaptered and ordered according to the forms of the instruments.
Divisio de la tersa partida.	The division of the third part.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter, on restoration and dislocation, and on the treatment of fractures and similar conditions; a chapter ordered from head to foot, and on the forms of the instruments.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	On cauteries with fire and with sharp medicine and a reminder of the operation.
Am aquel comensa le tractat de tot le libre.	With this, the treatise on the entire book begins.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	It is necessary for me to say the quality of the benefits of that cautery and its harms, and in which conditions cautery is prohibited.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	Therefore, I say that the discussion about the quality of the benefit and harm of cauterization is long and tedious, subtle due to knowledge, and hidden secret; many wise people have already spoken about it, and they disagree on it, and for me, a small part of their discussions is enough, fearing lengthiness.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	And therefore it is said that cautery helps all kinds of swellings universally, which can be with or without matter, except for two types of swellings, which are swellings that do not contain any matter.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the dry swelling without matter, opinions differ; for some say that cautery is beneficial for this condition, while others say the opposite, that cautery is not suitable for a disease which is characterized by heat and dryness, because the nature of fire is heat and dryness, and it would be inappropriate to treat a hot and dry disease with something that is burnt and dry.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	And let those who say the opposite explain that cautery is beneficial in all hot and dry diseases that occur in human bodies, for when you compare the body of a person and its humidity to the composition of fire, you find that the human body is cold. 
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	And I say by the words of that person, who has experienced this to me several times openly. 
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	But nevertheless, it is not necessary for one who has already been exposed and exercised in the chapter of cautery from previous practice, and who has known the diversity of human composition and the disposition of diseases within them, and their causes, and the accidents thereof, and the time span of those.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	And in other complications, there is no need for fear, especially in cold and humid diseases, because all doctors agree on these, and they do not disagree about treating them with cautery.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And know, sons, that of the secret of healing by cautery with fire and its goodness, especially concerning cautery combined with burning medicine, it is clear that fire is simple, the action of which only reaches the member that is cauterized and does not affect another adjacent member except with minor harm.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	More the action of burning medicine reaches that which disperses in the limbs, and strongly brings illness to the afflicted member, making it difficult to heal and causing great harm.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	More the fire, by its sublimity and the goodness of its substance, does not do this without overflowing; And it is already known to us through experience and through the length of service in studying the art about the truth of causes; and for that reason I am excused from the length of speech. And if it were not for the fact that my book has not been read in this pause, hidden with fire, and the quality of its operation on bodies and of its expulsion by which you expel diseases, demonstrated philosophically, would be keenly useful to your pains.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	And know, sons, that they forget the time in which it is appropriate to perform cautery and consider the best time of spring.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	And I say that cautery is appropriate at all times, so that the harm caused by accidental delay is outweighed by the benefit of what is drawn out by the cautery, and especially if the cautery is for necessary pains or severe pains, strong and urgent, which do not tolerate delay because it is feared that malice will come from them, which is worse than a small harm entering over time.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	And this does not concern your feet, or, sons, this is only esteemed by the common people and foolish doctors, which means that for that disease which is cured with cautery it is not always advisable, and they pause at that consequence.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the cause is not as they think it to be because of this, for cautery is only a substitute for medicine that alters the composition and dries out the humidities which are the cause of the pains.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	However, excessive cauteries are harmful to medicine due to the desire for its usefulness and the virtue of its operation and the greatness of its master.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	And it is possible that his illness may return at some time in the future, according to the complexity of the patient and the location of his illness, and his strength, and what has been prepared within his body by the accumulation of excesses within him, and what he has acquired through food and similar causes; but the illness in which a cautery is administered should be an illness subtle in members with few excesses and humidity, like a dental cautery for pain and similar to that, it is possible that such pain may not return to him, although this happens rarely.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	And the common saying is that cautery is the last resort of medicine, and this saying is true, not in the sense that those who understand it mean, for I believe that there is no cure that truly benefits from medicine or any other cause near cautery. 
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	And the cause is contrary to that; and the intention that cautery is the last remedy of medicine is not simply when we administer the methods of cure in some diseases, and those medicines do not help, and then at the end of the treatment, one administers cautery, and it proves beneficial for that.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	And now from here on, that cautery is the last remedy of medicine does not follow the understanding which the common people and many foolish doctors comprehend.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	And the ancients said that cautery with gold is better than cautery with iron, and they said this only because of the purity of gold and the nobility of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they said that the location of the cautery does not matter, but this is not absolutely true, for I have tested this and found that it only applies to some bodies and not others, and cautery with gold is good and better than with iron as they said; however, when you perform cautery with fire using gold, it is not straightforward, for gold melts according to the quantity you want due to its softness, and it prepares to receive heat; and if you place fire on it, the gold melts from the heat, and small flakes may fall into the fire, which the craftsman must remove because of this hindrance.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And by this, cautery is performed with an iron that we use lightly and precisely for the correctness of the operation.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	And I have already arranged this chapter on cautery according to chapters, and I have organized those of the head among the feet, so that I can quickly provide the inquirer with what they want from it.
De cauteri de dolor de cap per frigiditat e humiditat.	From cautery for headache due to coldness and humidity.
Le capitol primier.	The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cautery is applied to humidity and coldness on the affected area, which are the causes of excessive and various rheumatic flows, called "corissa," from the head to parts of the eyes and ears flowing, along with excessive sleep, toothache, and jaw pain, and generally all diseases that come from coldness, such as paralysis, dropsy, apoplexy, and similar ailments in those diseases.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The form of this cautery is as follows: first, command the patient to be purged with a laxative medicine for three or four nights, according to the strength of the patient, their age, and their habits.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then command him to shave his head with a razor. Then have the patient sit between your hands on a lowered bench and place his hands on his feet.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	And then place the tip of your palm near the forehead on the ridge of the nose between his eyes.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	However, when the middle part of the area has been reached, mark that spot with a finger, and then ignite the olive-shaped cautery which is in this form:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And then place that on the marked area with caution, in such a way that it descends gradually, with which your hand is gently pressed little by little, and you rotate it.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	And then lift your hand gently and look at the area, and if you see any part of the bone exposed, about the size of a grain of barley, then raise your hand, and if it does not return with that tool, use another one, if it has cooled down, until the bone is seen as I have told you.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And then take a little salt and dissolve it over the area and leave it for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	And then place over it a cloth soaked in oil and leave it there until the heat of the burn is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	And then treat the area with a four-part medicine until it is healed.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And it has also been said that when the wound remains open, it is better to wash it with honey, because it is better and more beneficial.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	And some of them said that the area around the bone should be cauterized, and the cautery should be held until some part of the substance of the bone adheres to it.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	And then remove what is adhered to the bone, and then clean it.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	And others said that with the cautery, reach the inner part until you press strongly into the bone until it smokes, and this is the method of performing a small alphectomy. 
E estiman de aquel loc expiran la vapors del cap.	And they believe that from that place escape the vapors from the head.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And if the wound is kept open for a long time, then it should be treated before it becomes consolidated.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	But I have not seen these two types of cautery used altogether, except in some people as a method of precaution; and leave that aside, you must tell me, it is better for health when it happens; for the head is damaged by the disruption of its continuity just as we have testified in other members, and especially when the patient's head is of fragile nature.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	And the first type of cautery is safer and better, you must tell me; and with that method and by working in this way, it is more healthful.
Capitol segon.	Second chapter.
Del cauteri del cap.	About the cautery of the head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When chronic and long-lasting pain occurs throughout the head and this condition is prolonged in the patient, and treatments with scrapes, poultices, head cleansings, plasters, washes, ointments, salves, and similar remedies have been used, especially if it has already been cauterized with a cautery that has contaminated or not benefited the patient from those causes, then consider whether the patient's head is of strong constitution by nature; and if it is not fragile and finds significant resistance, then cauterize it with another type of cautery leaving that one aside for a while.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And then cauterize that area over the horn of his head with a cautery until the swelling is divided. 
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Cut the vein and expose the bone by the amount we have recounted and cauterize that area with a cautery on the back part of the head in the spot which is called the sinus — and it is that spot where the suction cup is placed.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And move your hand in this manner, and do not expose the bone, for the patient will find much greater pain from this different from the pain of all other head cauteries.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And I describe this cautery in its place, for the cautery with which you cauterize the frontal and occipital parts of the head is a more delicate cautery than that with which the middle part of the head is cauterized; and this is its form.
Capitol ters.	Chapter three.
De cauterisacio de emigranea no-antiqua.	On the cautery of non-traditional migraine.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When severe pain occurs in the part of the head or is felt within the eye, the head should be cleansed with medicines, and other treatments, which I have described in the sections on diseases, should be administered; if all this does not help, then cautery can be applied in two ways: either by means of an acute burning medicine or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	And using a burning cautery with medicine means that you take an iron rod, heat it up and apply the ends to both sides of the area.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	And then cut into the painful area on the temple with a slanted lancet such that it is placed at the spot where the vein is hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	And then apply pressure on it using a bandage for constant compression, and leave it in place for three hours; then remove the bandage and draw out the liquid, and let the wound be open for two or three days, and finally place something over it that has been soaked in broth until the area becomes red.
E aprop cura aquel am enguent entro que sia sanat.	And then treat it with ointment until it is healed.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you wish, do this with some caustic medicines which I have written about in the two treatises on caustic medicines.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	Perform the cautery with iron according to this method: heat the cautery iron, which has the following form:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	It is called "claus clavilhs" because the end of it resembles the shape of a clove with some curvature, and in the middle part of it, there is a small prominence.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	And then place your hand over the painful area and hold it there—so that the artery underneath does not adhere—and gently rotate the small iron object with speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the quantity that is adhered by the pressure of the chain is such that it covers half of it, lift your hand so that the artery underneath does not adhere, to prevent a flow of blood.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	And then soak a cloth in salt water and place it on the area, leave it there for three days; then apply a cloth smeared with ointment, and continue treating it with ointment until it is healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you need to, cauterize using the tip of the cautery iron like a cautery, and be careful not to cut the artery in this specific modern way.
Capitol quart.	Chapter four.
De cauterizacio d’emigranea antiqua.	On the cautery of ancient migraines.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you treat migraines using the methods we have discussed previously and those mentioned in the sections on diseases, and if the treatment does not prove effective, and sometimes due to the severity of the disease, what has been said about the initial cautery with medicine or cautery with fire is insufficient, then you must heat the cautery iron until it becomes white-hot, and mark the area of pain with a line as long as half a finger or so; and then remove your hand once and press firmly before cutting into the artery and reaching the bone.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However, it is necessary for you to guard against the continuation of the jaw's movement, which is harmful due to chewing, and that the tendon not be adhered and the nerve which moves it not become spasmed.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the protection and caution of blood flow from an artery that is being cut, for in its cutting there is fear, especially for one who does not know what they are doing and is not studious or experienced; and leaves the operation at its beginning.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I come with a reminder of the regimen for blood flow accidents in arteries according to its manner, in its place in this book.
