Ayssi comensan las paraulas de Albucasim .	Ayssi comensan las paraulas de Albucasim.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And thus I have seen him depart according to his desires, and I have seen him relax, and I have seen him lie down for several days and command that we remove the bandage; and thus he died when the cavity and the foot were exposed after the abscess had burst, and he perished
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I went to see him, and I found him to be calm and quiet, and he allowed me to remove the bandage, and peace returned and he was relieved of his pains.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	But indeed corruption had already spread in the limb, for that I was unable to check it, and I was forced to continue the corruption in the limb until the patient was in danger of death
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And I have seen another doctor who pierced an abscess of cancer, and it ulcerated almost immediately, until the malice of the disease had increased so much in the master of the house that it became unbearable for him.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	The cause of this is that cancer is pure melancholy humor, for it does not suffice for it to reach its full extent, but that it should remain in the limb which is suffering so that it should be the host of all things
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And thus, children, it is necessary for you that the art of the hand be divided into two parts: that which is associated with health, and that which is dangerous in the greatest precautions
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And I have already spoken of this in all places of this book concerning the operation in which there is error and fear; for it is necessary for you to guard against this and to leave that which may cause fear among the fools, so that they do not find fault with you or despise you
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	Therefore take up the sacred arms in the request and in the protection of God, and the wicked diseases in their flattery and their gentleness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e in le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e in derier a las evermore sanctitatz.
Gualia ja diyssec en alcunas sieuas monicios:	Indeed, I have already mentioned several times:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	“No medicine can cure a bad disease, so that no doctors will be called by name”.
E yeu ja he devesit aquest libre segontz tres capitols.	And I have already read this book according to three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	Let us begin the division of the book, and first of all from the first part
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter is arranged concerning the parts of the body, the forms of instruments and cautery utensils, and what is necessary for the operation
La divisio de la segonda partida.	The second part is divided
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter deals with swelling and perforation, windblows, ulcers, and the extraction of arrows, all categorized and arranged according to the forms of the instruments
Divisio de la tersa partida.	Division of the third part
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter deals with restoration and dislocation, healing of twists and similar cases; the chapter is arranged concerning the parts of the body, and the forms of the instruments
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	From cautery to acute medicine and reminder of the operation
Am aquel comensa le tractat de tot le libre.	Here begins the treatise of the entire book
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	As for what I have said about the quality of the instruments of that cautery and the documents of them, and in what combination it is prohibited to perform cautery
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	Therefore I say that the discourse concerning the quality of the instruments of the cautery and the documents of them is a long and elaborate one, subtle for science, and a secret that is hidden; and that many great scholars have spoken about it, and they have disagreed with each other, and I believe that I have already said enough on this subject, fearing a lengthening of the discourse.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	Therefore I say that the performance of cautery is permitted in all cases, except for two cases, which are the cautery of living beings and the cautery of inanimate matter.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the cold and dry case, concerning inanimate matter, there is disagreement; for some say that cautery is useful in that case, while others say that it is harmful. For indeed, the nature of fire is quality and dryness, and it is inconvenient that in a cold and dry ailment the application of fire and dryness should be made.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	And I say that those who say the opposite are mistaken, for in all cold and dry ailments that appear in the bodies of men, since you compare the body of man with the humidity of the air to the nature of fire, you find the body of man cold.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	And I say concerning this discourse that I have already experienced several times in practice
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	I do not wish to speak of what has already been expounded and exercised in the chapter of cautery after practice, and to know the diversity of the composition of men and the arrangement of diseases in their bodies, and the causes of these, and their accidents, and the passage of time concerning these things
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	In other cases, however, it is not about you to fear, and especially in cold and wet ailments, for indeed all doctors agree on this, and they do not disagree concerning the usefulness of cautery in those cases
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And know this, my son, that the secret of curing with fire and the goodness of it lies in the fact that fire is simple, and its action does not reach beyond the member that is cauterized, and does not affect the other member adjacent to it except for a slight document.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	Indeed, the action of external medicine reaches only to that member in which it is applied, and does not cause any great harm in the healthy member next to it.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	For fire, by its very nature and its substance, does not cause anything other than what is necessary. And we already know from experience and from long experience of study that fire is useful for the truth of the causes; and for this reason I am excused for the length of this discourse, for it is not customary for me to speak of such secret things to you.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	Indeed, master, it is wise to delay the cautery and pause at the best time of the year.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	I say that cautery is convenient at all times, for thus it is submerged in the joy of that which makes the cautery unbearable, especially if the cautery is for pains or necessary pains, which do not suffer from delay for fear that something malicious should come of it, which is greater than a slight neglect of the time.</end_of_turn>
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	I do not consent in such matters, or, master, those who do not esteem except the vulgar people and mad doctors, for it is not ridiculous at all times. Indeed, concerning that disease which is cured by cautery, it is not ridiculous at all times, and to pause is not at all necessary.</end_of_turn>
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the cause is not thus that they say, for cautery is nothing other than a means of medicine which alters the composition and dries out the humors which are the cause of these pains.</end_of_turn
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	Therefore, however, excessive cautery over medicine is desired for the worth and virtue of its operation and the greatness of the Lord's mercy.</end_of_turn>
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	And it is possible that your disease will return at any hour of the time, according to the composition of the disease and the location of the disease, and the virtue of them, and what is prepared in the body of them from the accumulation of superfluities in them, and what is obtained by them in their acquisition through food and the like of those causes; but if the disease in which cautery is administered is a subtle disease in a limb of few superfluities and humors, as for example cautery for toothache and the like, it is possible that in them the said pain will not return, even though it is done little.</end_of_turn>
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	And it may be said vulgarly that cautery is the last remedy of medicine, and it is a crafty word, not to which I agree, for I believe that it is not a cure that profits from medicine or from any other cause except cautery itself.</end_of_turn
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	On the contrary, the cause is that; and the understanding that cautery is the last remedy of medicine is true only when the methods of healing are administered in certain diseases, and those medicines do not suffice, and when the cause is finally overcome, cautery is administered, and it profits from that.</end_of_turn
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	And indeed, from here it is sixteen years since I have said that cautery is the last remedy of medicine, not according to the understanding which the vulgar people and the fools of doctors have.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	I say that gold is better than silver, and I do not say this except for the equality of the gold and the inferiority of its substance.</end_of_turn
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	I say that the location of cautery does not make it bad, as it is not absolutely true, for I have already seen that it does no harm in any other way, and that cautery is good in that; but indeed when you make cautery with fire of gold, it is not your business, for it is ignited according to the quantity you wish for the brilliance of the gold, and you must prepare to receive cold; and if you do not adjust for it, the gold will be consumed by the fire, and if you do adjust for it too much, some plates will be shattered because the artist will be forced to cut too close to the edge.</end_of_turn
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	Therefore, for this reason it is better to make cautery with silver than with gold, and we must put it more lightly and more cautiously to the right of the operation.</end_of_turn>
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	I have already ordered this chapter on cautery according to chapters, and I have ordered those which are between the feet to be read, so that I may satisfy the request of those who ask for them.</end_of_turn
De cauteri de dolor de cap per frigiditat e humiditat.	Of cautery for headaches due to cold and humidity.</end_of_turn
Le capitol primier.	Chapter one.</end_of_turn>
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cauterization confers on cold and humidity the accidental cause of which is the cause of soda and multiple flux traumatic, called corissa, from the head to the limbs and the joints fluent, and multiple sleep, and toothache and gut pain, and universally of all diseases that come from cold, even such as paralysis, suffocation and apoplexy, and it is similar in these diseases.</end_of_turn
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The form of this cauterization is as follows: first of all we command the patient to be evacuated with laxatives for three or four nights, according to whether you expect the virtue of the disease and its age and its custom.</end_of_turn
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then we command him to shave his head with a razor, and then we do that which is between your thighs over a fallen bench and that you place your hands over your feet.</end_of_turn
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	And hold your thumb close to the root of your nose between your eyebrows.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	Moreover, when the physician suspects that the limb is affected, he should mark that area with a cautery, which has this shape:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And hold it above the affected area, without stretching it too much, until the hand is slightly constricted, and then release it gently.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	Then lift your hand slightly and support the limb, and if you see any quantity of bone exposed, even as much as the quantity of barley grains, elevate your hand until you see the bone again.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And take a little salt and dissolve it on the limb and leave it on for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	And hold over the wound edge in butter and leave it on until the scar of the fire is destroyed
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	And give the limb rest with the tetrafarmacon until it is healed
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And indeed when the wound remains open, one should take off the sleeve, for it is better and more beneficial.</start_of_turn>
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	I say that if the bone is cauterized near the bone, and if the cautery is kept on until every part of the substance of the bone is solidified, then the pain will be cured forever.</start_of_turn>
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	And let the area around the bone be smooth and let it be healed.</start_of_turn
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	I say that if the cautery is applied behind the bone, before it penetrates the bone, it will cause the bone to swell and become painful, and this is the way of making an incision in a small way.</start_of_turn
E estiman de aquel loc expiran la vapors del cap.	And they say that from that area vapor escapes from the head.</start_of_turn
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And let the wound remain open for a long time, and let it be healed when solidified.</start_of_turn
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	I do not know these two kinds of cautery, except in the hands of fools; and leave it to them, for I believe that it is better to be healthy than to be lame, as we have seen in other members, and especially when the patient has a cold temperament.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	The first kind of cautery is better and more beneficial, for it is safer and more healing; and from that one and from this work I wish health to you.</start_of_turn>
Capitol segon.	Chapter two.</start_of_turn
Del cauteri del cap.	Of the cautery of the head.</start_of_turn
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When in the head there occurs chronic and long-lasting pain and the disease has been prolonged, and if there are burns, blisters, carbuncles, plasters, wool, sponges, lead, mercury, or silkworms, and especially if the head is already cauterized with one cautery which does not benefit it from these causes, then consider that if the head of the disease has a strong tendency to grow, it is not frail and you find no great heat, then you should cauterize with another cautery leaving a little space between them.</start_of_turn
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And cauterize the area around the heel of the foot with the cautery until the bone is fractured.</start_of_turn
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Cut the bone and uncover from the bone the quantity that we have recounted, and cauterize that part at the back of the head in the area where the veins are compressed — that is the place where the wind is stopped.</start_of_turn
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And hold your hand over it, and do not uncover the bone, for the disease from this cause experiences great pain different from the pain of all the other cauteries of the head.</start_of_turn
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	I say that this cautery is in this place, because the cautery of the head with which the horns and the occipital bone are cauterized is more subtle than that which is cauterized in the middle of the head; and this is the way to do it.</start_of_turn
Capitol ters.	Chapter three.</start_of_turn
De cauterisacio de emigranea no-antiqua.	Of the cautery of ancient emigration.</start_of_turn
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When there is severe pain in the part of the head, or widespread pain throughout the head, evacuate with medicines the head moderately, and administer the other treatment which I have mentioned in the preceding chapters; and if this does not benefit, then cauterize in two ways: with acute medicine that burns, or with a cautery.</start_of_turn
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	Better is to cauterize with acute medicine than to take an amount of alum, to soak it, and to remove the extremities of it from both heads.</start_of_turn
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	And immediately prick the area of pain in the temple with a lancelet that goes in until it reaches the bony area, leaving the corden hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	And press over it [the painful area] with a stopcock to reduce the tension, and leave it for three hours; then remove the ligature and draw out the blood, and leave the wound covered for two or three days, and place your hand over the area until the pain subsides
E aprop cura aquel am enguent entro que sia sanat.	And care for that which is affected until it is healed.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you wish, know that many medicines combat these which I have written about in the treatise on combatting medicines.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	May the cautery be carried out according to this manner: fire for cautery of this kind:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	... and is called a closed claw, which has a head like a claw in which there is a slight curvature, and at the end of it there is a small prominence.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	And place your hand over the area of pain, and hold your hand – so that the wound which is left does not stick – and draw out the fire little by little with speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the quantity of blood that is adhered to the corden is great, as much as the majority of it, elevate your hand so that the artery which is left does not adhere, so that there is no flow of blood
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	And soak the wound in salt water and place it over the area, and leave it for three days; then remove the dressing from the wound and cover the area with a wet dressing, and care for the area until it is healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you wish, cauterize at the edge of the cuticle according to the cautery, and keep yourself away from the incision of the artery in this migration properly not-ancient.
Capitol quart.	Chapter four
De cauterizacio d’emigranea antiqua.	Of cautery of ancient migration
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you have cured the migration by the means we have mentioned in the previous treatment, and by the divisions of the diseases, and you do not take advantage of the treatment, and sometimes for the disease which does not suffice to it with the first cautery with medicine or the cautery with fire, then leave the cautery iron on the nail until it is whitened, because it signifies over the area of pain along the length of which is the majority of the finger, or whatever; and remove your hand for a moment and press that area until you have incised the artery and reached the bone
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However necessary is that you take care of the continuity of the mandible, which is unlucky for biting, and that the nerve which is bad is not adhered and that no spasm occurs.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the custody and caution of the flow of blood of the artery that is cut, which is feared, and above all that which ignores what is done and is negligent; leave the operation to the beginning
