Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasis.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	He dressed it according to his desires, and sewed it up, and let it heal for some days and commanded us to remove the bandages; and so it was until the leg became abscessed and ended in disaster.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I was called to him, and prepared to remove the bandages, and achieved tranquility and relief of his pain.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	But corruption was already confirmed in the member, so that it could not be stopped, and did not cease to spread corruption in the member until the patient died.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And I saw another doctor who opened an abscess cancerous, and it became ulcerated after some days, until the evil of it was magnified in its master.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	The cause is because the cancerous growth is pure of melancholic humor, so it does not have to come upon it with all force, but be in a member that suffers from everything.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And for this reason, sons, it is necessary for you that surgery should be divided into two divisions: one is the operation associated with health, and the other is work associated with danger in greater conditions.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And I have already examined this in every part of this book where there is operation that contains error and fear; so it is necessary for you to guard this and let go of that, so that the foolish do not find a way to speak and to deceive you.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	And therefore take your weapons with diligence and the protection of God, and your patients with goodwill and firmness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best way for the grace of God to achieve health and laudable success, and abandon the terrible diseases of difficult healing, and leave aside your weapons that make you afraid, so that testing in your faith and in your name does not deceive you: for more remains to your glory, and thus you will remain in the world and in eternity at your sanctities.
Gualia ja diyssec en alcunas sieuas monicios:	Gaul said in some of his lessons:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	"Do not treat bad sickness, for that way bad doctors do not become famous."
E yeu ja he devesit aquest libre segontz tres capitols.	And I have divided this book into three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	The text begins the division of the book, and it starts with the first part of the first division.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter arranged concerning the feet, in the forms of instruments and in the treatments of cauterizations, and of what is necessary for the operation.
La divisio de la segonda partida.	The division of the second part.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter, on abscesses and perforations, on boils, and on sores, and on the extraction of bladders and similar things for those conditions, all arranged and ordered concerning the forms of instruments.
Divisio de la tersa partida.	The division of the third part.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter, on restoring and dislocating, and treating twisting and similar conditions; the chapter arranged concerning the feet, and concerning the forms of instruments.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	On cauterization with fire and with sharp medicine, and reminder of the operation.
Am aquel comensa le tractat de tot le libre.	At the beginning of the treatise on all this.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	It is necessary for me to say the quality of the aids for that cauterization and the harm caused by it, and in what circumstances cauterization should be prohibited.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	Thus I say that the speech about the quality of the aid for cauterization and its harm is long and detailed, subtle by knowledge, hidden, and many wise men have spoken about it, and there is disagreement among them, and only a little of their speeches concerns me, fearing length.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	And thus I say that cauterization universally applies to all matter or with matter, except for two circumstances, which are circumstances without matter.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the circumstance without matter and dry with matter, there is disagreement; for some say that cauterization is beneficial in this case, and others say the opposite, that cauterization is not suitable in disease of a certain quality and dryness, because the nature of fire is heat and dryness, and it is inconvenient to treat dry and cold diseases with something that is hot and dry.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	And the one who says otherwise says that cauterization is useful in all dry and cold diseases that occur in the bodies of men, because when you compare the bodies of men and their humidity to the nature of fire, you find that the body of a man is moist.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	And I say by the speech of this person, that I have already experimented this in some cases.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	Nevertheless, it is not necessary for me to come again over what has already been proven and exercised in the chapter on cauterization by previous experience, and to know the diversity of human conditions and the disposition of diseases in their manifestations, and the causes of those diseases, and the accidents of them, and the space of time for those diseases.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	Nevertheless, in other circumstances, there is no need for you to fear, and especially in cold and moist diseases, because all doctors are agreed on those, and they are not disagreed upon the aid with cauterization in those cases.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And know, sons, that the secret of curing by cauterization with fire and the goodness of it is for cauterization with burning medicine, because fire is simple, whose action does not spread beyond the member that is cauterized but causes only minor harm to adjacent members.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	But the action of burning medicine spreads to adjacent members, and strong heat causes disease in a member that is hard to cure and quickly wastes it.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	But fire, because of its sublimity and the goodness of its substance, does not do this (i.e., spread disease to adjacent members); and this is known by experiment and by long service in the study of art concerning the truth of the causes; and therefore I am excused from the length of speech, and if it were not forbidden in my book in this place, I would reveal secret hidden about fire and the operation of it in the body and its expulsion of diseases, with a philosophical demonstrative speech, which would serve to sharpen your thoughts.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	Understand, sons, that they disagree on the time in which it is appropriate to do cautery and they pause the best time of early spring.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	However, it is said that cauterization can be done at any time, because the harm due to an accidental time is submerged in the advantage of doing cauterization, and especially if the cauterization is for pain or necessary pain, which do not tolerate delay, since it is feared that malice, which is greater than minor harm, will come about through delay.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	However, do not trust in your feet, or sons, for they do not esteem it except for the common people and foolish doctors, since the remedy for that illness which is cured by cauterization is not available at all times, and they delay that consequence.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the cause is not as they think for that, because cauterization is not simply in a location of medicine that alters the complexion and dries the humidity which are the causes for pain.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	Nevertheless, cauterization is used excessively due to the desire for the virtue and greatness of its operation and the power of its lord.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	It is possible that the illness may return at some time during the course of time, according to the complexion of the patient and the location of their illness, and the virtue of it, and what is prepared in its body due to the aggregation of superfluities within it, and what is obtained for it through its acquisition in food and similar things of those causes; however, the illness in which cauterization is administered should be a subtle illness in a part with few superfluities and humidity, such as cauterization of teeth for pain and similar to that, it is possible that the pain will not return there, but rather something small occurs.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	However, the common saying is that cauterization is the last remedy of medicine, and this is correct, not according to what I understand in it, because I believe that it is not healing that improves with medicine nor with any other reason for cautionery.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	And the cause is contrary to that; and my intention that cauterization is the last remedy of medicine is not when we administer the methods of healing in some illnesses, but rather when those medicines do not work, and at the end of the illness, a person administers cauterization, and it improves on that.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	Here is the corrected translation:
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	And the ancients said that cauterization with gold is better than cauterization with iron, and they did not say this except for the equality of gold and the sublimity of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they said that the place of cauterization does not harm, because this is not absolutely true, for I have already proven and observed that it does not do so in some bodies, and cauterization with gold is better than iron as they said; however, when you perform cauterization with fire and gold, it is not declared to you, since it depends on the quantity that you want for the rugosity of the gold, and since it prepares to receive frost; and if you adjust it over the fire, gold melts due to the heat of the fire, and in the fire, some layers form so that the craftsman can catch it with the tool.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	Therefore, when performing cauterization with iron, we must do it gently and then apply it correctly to the operation.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	I have already organized this chapter on cauterization according to chapters, and I have organized those of the head into the feet, therefore I relieve you from asking anything else about it.
De cauteri de dolor de cap per frigiditat e humiditat.	On cauterization for pain in the head due to cold and humidity.
Le capitol primier.	The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cauterization affects the humidity and coldness in relation to the accompanying accident of which there are two causes, namely scalding and much flux rhinitis, called corrisa, from the head to the partings of the eyebrows and flowing ears, and much sleep, and toothache and guliar, and generally all illness that occurs due to coldness, such as paralysis, scalds and apoplexy, and similar in those illnesses.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The form of this cauterization is as follows: first, you command the patient to be evacuated with medicinal laxatives for three or four nights, according to the power of the illness and the age and habit of the person.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And you command him to shave his head with a razor, and then put the hair that falls out between your hands on a chair and place your hands over his feet.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	And you pause your palm in the position of pressing down on the rash on the nose between his eyebrows.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	However, since the location you mentioned has been reached, mark that spot with a test, and then ignite the olive-oil cauterization, which is its form:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And you pause that over the spot marked with the test, in such a way that it descends, and your hand should be kept contracted slightly, and you turn it around.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	And you lift your hand slightly and look at the spot, and if you see that any amount of bone is exposed from the skull, such as the grain of an error, then raise your hand, and if your hand does not return to that iron, with another one, if it becomes cold, until you see the bone that I told you.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	Then take a little salt and dissolve it on the area, let it stay there for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	Then place a plaster made of clay or dough over the burned area and let it stay there until the burn scar is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	Then treat the painful area with a four-drug remedy until it is healed.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	When the wound remains open, let it be treated with honey, as it is better and more beneficial.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	They say that the hump should be cauterized to the bone, and the cautery should remain until some part of the hump's tissue is burnt away.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	Then shave that which is attached to the bone, and let it heal.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	They also say that with the cautery reaching the bone, it should cause strong pain until the bone is broken, and this is the method of amputation in small bones.
E estiman de aquel loc expiran la vapors del cap.	It is believed that from that place, steam from the head will escape.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	Keep the wound open for a long time, and let it heal until it is solidified.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	I have not seen these two types of cauterization in all cases, but rather in certain men as a matter of fear; and you should abandon that, for it is better for health, when it is; because the head is more vulnerable due to the continuity of the situation, as we have testified in other members, especially when the patient's head is of frail nature.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	The first type of cauterization is safer and better for you; and from that surgery, you should benefit in health.
Capitol segon.	Chapter Two.
Del cauteri del cap.	On the cauterization of the head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When chronic and long-lasting pain occurs in the entire head of a patient and uses drugs such as gears, cochias, capipurges, emplaustres, guatz, cadels, gualinas, and similar substances, and if it has already been cauterized with one cautery without any improvement in that condition, consider whether the patient's head is of strong creation in nature; and if it is not frail or weak, cauterize it again with another cautery a little later.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	Then cauterize it on the crown of the patient's head with a cautery until the hump is separated.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Make an incision in the hump and remove the amount that has been calculated and cauterize it with a cautery on the back of the head at the location called "was" - and this is the location where the vent hole is placed.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And loosen your hand in this, and do not expose the bone because the patient will experience a great deal of pain different from the pain caused by all other head cauterizations.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And they will say that this cauterization is in its place because the cautery used for the corners of the head and the occiput is more subtle than the one used for the middle part of the head; and this is the method.
Capitol ters.	Chapter Three.
De cauterisacio de emigranea no-antiqua.	On the Cauterization of Modern Migration (title)
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When sharp pain occurs in the head or the neck swells and pain enters the throat, it should be treated with medications to alleviate the problem, followed by other treatments that I have previously described; however, none of this helps, then cauterization is performed in two ways: either cauterization using a burning medicine or iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	Moreover, when using a burning medicine, you will take an alum block, scrape it and remove its edges from both ends of the head.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	Then, make an incision in the temple where the pain is located with a thin lance, making sure that the skin is not visible from the outside until it is hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	Then press it down with a thin cloth and hold it in place for three hours; then remove the alum, leave the wound to heal for two or three days, and place a piece of oilcloth over the submerged area until the wound is dry.
E aprop cura aquel am enguent entro que sia sanat.	Then cure it with a gargle until it heals.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you wish, do the same with some burning medicines that I have written about in the two treatises on burning medicines.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	Furthermore, iron cauterization using this method involves heating the iron over fire for cauterizing as follows:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	And it is called a cross clavicle because the shape of its head resembles that of a nail with some curvature, and in the middle part there is a slight prominence.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	Place your hand over the painful area and hold it there to prevent the archery from being compressed; then turn the small iron gently but quickly.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the quantity that is pressed by the pressure of the codena becomes as hard as stone and raises, lift your hand to prevent the artery from being pressed, so that blood does not flow out.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	Then immerse the affected area in salt water and place it there for three days, and then bandage it with linen cloth, and apply cure with ointment until it is healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you wish, cauterize the extremity of the ingrown toenail with a cautery as usual, but be careful not to cut the artery during this modern procedure.
Capitol quart.	Chapter Four.
De cauterizacio d’emigranea antiqua.	On ancient cauterization of ingrown toenails.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you cure ingrown toenails with the method described in the previous treatment, and the method mentioned in the division of diseases does not help, and when the method of the first cautery with medicine or fire cautery does not work, then it is necessary that you heat the cautery knife until it is glowing hot, since this means that it is applied to the area of pain with a line as thick as the tip of the finger, or whatever that may be; and after waiting for one day and strengthening it, press it into the artery and penetrate to the bone.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However, it is necessary for you to watch out for the continuation of the jaw, which can be harmful for chewing, and that the tendon is not pressed and the nerves that support it, and that it does not cause spasms.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the care and caution of blood flow from the artery that has been cut open, since in the cutting of it there is fear, especially to those who do not know what they are doing or lack knowledge and experience; leave the operation to them at the beginning.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I come with the reminder of the regulation for blood flow accidents from the artery according to its method, in its appropriate place in this book.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if this disease does not respond to the cautery and the patient is able to tolerate it, cauterize it in the appropriate location on the head as we have described, and cure the wound until it heals.
E si voys, aministra le cauteri le qual havem dit en le capitol de streccio de arceria am cauteri havent dos cotels, e es milhor cauterizacio aquesta e mays conferent.	And if you wish, administer the cautery that we have mentioned in the chapter on compression of the artery with two knives, as this is a better and more effective cauterization.
