Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasis.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	I say that cautery is appropriate at all times, because the harm due to accidental time is submerged in the benefit of what is drawn from cautery, and especially if the cautery is for pain or necessary pain, which do not tolerate delay, since it is feared that the harm coming from malicious intent, which is greater than small harm entering through time, could overcome it.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	Do not believe in your thoughts, or sons, that it is not considered except by the common people and foolish doctors, because reduction of that disease which is cured by cautery is not complete at all times, and they pause on this consequence.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the cause is not as they believe, because cautery is not simply in a place of medicine that alters the complexion and dries up the humidities that are the cause of pain.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	But indeed, cautery surpasses medicine due to the desire for its value and virtue in its operation and the greatness of its Lord.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	It is possible that the disease will return at some hour of time, according to the complexion of the patient and the location of the disease, as well as its power, and what is prepared in his body from accumulations in him of superfluities and humidities, and what is obtained for him in food and similar things from these causes; except that the disease in which cautery is administered is a subtle disease in a member with few superfluities and humidities, such as cautionery on teeth for pain, it is possible that the pain will not return there, but rather it is done in small amounts.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	But the common saying is that cautery is the last remedy of medicine, and this is an incorrect saying, not according to what I understand in it, because I believe that it is not a cure that improves with medicine or any other reason for cautionery.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	And the cause is opposite of that; and my intention that cautery is the last remedy of medicine is not because it is administered in some diseases when methods of healing do not confer, but rather at the end of the disease, cautionery is administered and improves upon it.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	Now you understand that cautery is the last remedy of medicine, not according to the intention that I understand from the common people and the follies of foolish doctors.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	They said the ancients that cautery with gold is better than cautery with iron, and they did not say this except for the equality of gold and the sublimity of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	They said that the location of cautery does not harm, as this is not absolutely true, because I already have it proven and observed that it does not do so in some bodies, and cauterizing with gold is better than with iron as they say; however, when you perform cauterization with fire from gold, it is not declared to you, because it depends on the quantity that you want according to the roughness of gold, and it prepares to receive cold; and if you adjust it above the fire, the gold melts due to heat, and if some layers occur in the fire for the craftsman to cut through the occupation of that.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And because of this, cautery with iron must be done lightly and more carefully in terms of operation.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	And I have arranged this chapter on cautery according to the chapters, and I have ordered those of the head within the feet, so that I alleviate your request for what you want from it.
De cauteri de dolor de cap per frigiditat e humiditat.	On cauterizing pain in the head due to cold and humidity.
Le capitol primier.	The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cauterization confers upon coldness and humidity the harmful accident of which there are two causes, namely scrofula and an abundance of rheumatic fluxes, called corrosion, from the head to the parts of the ears and eyelids flowing, and an abundance of sleeping, and tooth pain and hoarseness, and universally on all disease that comes due to coldness, such as paralysis, scurvy, apoplexy, and similar things in those diseases.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The form of this cauterization is as follows: first, you command the patient to be evacuated with a laxative medicine, cleansing his head for three or four nights, according to the power of the patient and his age and his custom.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then command him to shave his head with a razor, and position it so that you sit on top of it between your hands on a sloping bench and hold his feet.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	And then place the edge of your palm in line with the base of the nose between his eyebrows.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	But indeed, as your hand position has been reached, mark that location with a test and then ignite the olive oil cautery, which is the form of this.
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And place a cushion on the spot indicated, in such a manner that it descends, with which your hand should be gently constrained little by little, and you turn it over.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	And lift your hand slightly and look at the spot, if you see any part of the bone exposed, such as a small amount of gravel, then raise your hand, and if it does not return to that position, use another tool, if it is cold, until the bone that I told you about is seen.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And take a small amount of salt and dissolve it in water at that spot, let it remain for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	Then place a cushion over the sore wound and leave it until the scar from the fire is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	And treat the area with a strong four-ingredient medicine until it is healed.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	They say that when the wound remains open, it gets better by applying honey, because it is better and more beneficial.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	They say that some of them should have the callous burned to the bone with a cautery and keep the cautery on it until some part of the bone has been burned away.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	And shave that which is next to the bone and treat it.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	Others say that with the cautery you can reach the marrow, until it causes deep pain in the bone, and this is the method of amputation in small cases.
E estiman de aquel loc expiran la vapors del cap.	They believe that from that spot the vapors of the head escape.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	Keep the wound open for a long time and treat it until it is consolidated.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	Moreover, I have not seen these two types of cauterization in every case, only in some men out of fear; and leave that one alone, for it is better for your health when you do so, because the head is exposed due to a continuous solution of such things as we have testified in other members, and especially if the patient's head is naturally frail.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	The primary type of cauterization is safer and better for your health, and from that moment on, use it for your health.
Capitol segon.	Chapter Two.
Del cauteri del cap.	On the cauterization of the head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When a chronic and long-lasting pain occurs throughout the entire head in the patient and it is prolonged, and he uses medications such as headaches, migraines, head wraps, and capillary treatments, ointments, poultices, balms, oils, liniments, and similar remedies, especially if it has already been cauterized with one cautery that has not helped in any of those ways, then consider whether the patient's head is naturally strong; and if it is not frail and weak, perform another cauterization using a different cautery.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And cauterize that part of the head near the ear with cauterization until the callous is separated.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Cut the callous and expose the bone in the quantity that has been determined and cauterize it at the back of the head in the place called "Venus," - which is the location where a blister is placed.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And be careful not to expose the bone because the patient will experience great pain different from the pain of all other head cauterizations.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And I will tell you where this cauterization should be performed, because the cauterization in which the corn of the head and the occiput is cauterized is more subtle than the one used for cauterizing other parts of the head; and this is its form.
Capitol ters.	Chapter Three.
De cauterisacio de emigranea no-antiqua.	Treatise on modern cautery (or Cauterization in Modern Times)
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When pain in the head occurs or pain penetrates into the skull, or pain settles in the neck, it should be treated with medications that heal the head, and the other remedy, which I have mentioned in the treatments for diseases; but if this does not help, then cauterization is required in two ways: either cauterization with acute burning medicine, or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	Moreover, burning with a hot iron requires that you take a ladle of lime, scrape it and remove its edges on both sides from the handles.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	Then make an incision in the temple area with a scalpel that enters deeply until it is made hidden (covered up).
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	Then press down on the area with compressed bandages and leave it like that for three hours; then loosen the bandage and remove the lime, leaving the wound open for two or three days, and then place a dressing over the submerged area until the tissue heals.
E aprop cura aquel am enguent entro que sia sanat.	Then care for the wound until it is healed.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you want, do this with some burning medications that I have written in the second treatise on burning medications.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	However, ironing cauterization according to this method: fire for the cauterizing is required. The shape of it is:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	and is called a nail-like claw, because its head is shaped like a nail with a slight curve, and in the middle of it there is a small elevation.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	Place your hand over the area of pain, keep your hand - so as not to be harmed by the archer's equipment that is nearby - and rotate the small iron slowly.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the amount that is burned by the sharp edge of the scalpel is small compared to the size of it, raise your hand in such a way that the artery is not harmed, which is nearby, so that there will be no bleeding.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	Then immerse the area in salt water and place it over the location, leaving it for three days; then cover the area with lint, and care for the wound until it is healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you want, perform the cauterization with the extremity of the cutler's knife according to cautery and be careful not to make an incision in the artery during this modern gout treatment (cauterization).
Capitol quart.	Chapter Four.
De cauterizacio d’emigranea antiqua.	Treatise on ancient gout cauterization.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you treat gout with the remedies that I have previously mentioned, and the treatment does not work, or the disease is one that does not respond to the remedy for the first cauterization with medicine or fire cauterization, then it is necessary that you ignite the cautery knife until it glows, meaning placing it on the location of pain with a line of sufficient length, so that it covers the area; and after pressing your hand for a while, pierce the artery and reach the bone.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However, you must be careful not to damage the jawbone, which is necessary for chewing, and that the ligament is not injured and the nerves that supply it, and that there are no spasms.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it concerns the care and caution of stopping the flow of blood from an artery that is incised, for in the incision there is fear, especially for one who does not know what to do and is not skilled and experienced; leave the operation on it at the beginning.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	Here comes the next sentence to translate:
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	If this illness is not alleviated by this cautery and the body of the patient tolerates it, cauterize in the middle part of the head as we have mentioned, and heal the wound until it is healed.
