Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Avicenna.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And then, according to their desires, release the tension, relax the muscles, and rest for some days, and command that we loosen the ligament; in this way, too, if the matter is in the feet or the legs, it will heal completely and be cured.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And so, having called upon it and prepared to loosen the ligament, peace is achieved and thus, their pain disappears.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	However, if the corruption is confirmed in the member and it cannot be restrained, the corruption will continue to spread throughout the member until it reaches a dangerous state of illness.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And there is another doctor who perforates a cancerous ulcer, which festers for some days until the malignancy of it grows stronger under its lordship.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	Which causes is because the crust of the ulcer is pure melancholy humor; it does not cover that it will reach him through all means, but rather should be in the member which suffers that it should entirely be consumed.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And therefore, sons, it is necessary for you that the operation should be divided into two parts: one is in an operation associated with health, and the other in a deed which is perilous to major dispositions.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And you have already encountered this in every place in this book where operations are spoken of with error and fear; therefore, it is necessary for you to guard these things and lay down those, so that the ignorant do not take them as a path to speak and slander you.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	And therefore, take up your weapons with diligence and the protection of God, and your patients with ease and firmness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best way for the grace of God, leading to salvation and glorious success, leave behind terrible illnesses with difficult healing, and set down your weapons of what makes you afraid, so that despair in your faith and in your name does not escape you: for more remains for your glory, and also for the honor of God and after your sanctity.
Gualia ja diyssec en alcunas sieuas monicios:	Cut open some of their wounds:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	Do not treat bad ailments with bad medicines, so that bad doctors do not become famous.
E yeu ja he devesit aquest libre segontz tres capitols.	And you have already divided this book into three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	Begin the division of the book, and first, the first part.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter arranged deals with the feet, in the forms of instruments and the tools of cautery, and anything else that is necessary for the operation.
La divisio de la segonda partida.	The division of the second part.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter deals with incision and piercing, and also with cupping glasses, plaisters, and the extraction of arrows and similar objects, all described in detail regarding the forms of the instruments.
Divisio de la tersa partida.	Division of the third part.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter, on restoration and dislocation, and on the treatment of twists and similar conditions; a chapter arranged on internal foot anatomy and the forms of instruments.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	On cautery with fire and acute medicine, and the remembrance of operation.
Am aquel comensa le tractat de tot le libre.	At that point begins the treatment of the entire book.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	Understand what I have said about the quality of the youth of that cautery and the documents of it, and in what condition cautery is prohibited.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	Therefore, it says that the discourse on the quality of cautery's youth and the documents of it is long and prolix, subtle for knowledge, and secrets concealed; and already many savants have spoken of them, and there are disagreements among them, and I will content myself with a small part of their discourses, fearing prolongation.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	And therefore it is said that cautery will relieve every general connection universally, which is of matter or its matter, excepting two connections, which are connections with their own matter.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the connection that is dry and hard with matter, it becomes disordered; for some say that cautery is helpful to such, while others say the contrary, that cautery is not appropriate in illness caused by dryness and hardness, because the nature of fire is quality and dryness, and it would be inappropriate to treat an illness that is dry and hard with a moist and hot medicine.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	And those who say the contrary state that cautery is beneficial in all dry and hard illnesses that are found in human bodies, because when you compare the human body and its humidity to the connection of fire, you find the body to be harsh.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	And he says, based on the argument of those who hold this view, that he has already discovered this through experience several times.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	However, it is not appropriate that anyone who has already been trained and practiced in the art of cautery on various parts of the body, who knows the diversity of the composition of humans, the disposition of illnesses within them, the causes of those illnesses, and the circumstances of their occurrence, as well as the passage of time, should come to this.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	In other cases, there is no cause for fear, especially with dry and hot illnesses, as all doctors are in agreement about these, and they do not disagree on the use of cautery to treat them.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And know, my children, that the secret of healing by cautery with fire and the goodness of it, are superior to medical cauterization, because fire is simple, its action only affects the member being cauterized, without causing pain to other members with its proximity, except for a slight discomfort.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	The action of medicinal cauterization, however, affects distant members and can severely disrupt the healing of a member suffering from a difficult-to-cure illness, and it offers strong aid.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	Kindle the fire, for its subtlety and the goodness of its substance, does not harm, but only surpasses. It is already known to us through experience and the longevity of studying the art regarding the truth of causes; and for this reason, I excuse the length of my speech. If it were not that I do not wish to reveal the secret fire to you in this brief moment, I would speak at length about its nature in the body and the quality of its operation in expelling illnesses, demonstrated through philosophical discourse, which would be sharpened in your minds.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	And know, sons, that the times of disagreements regarding when to perform cautery and place pads are during the time of spring.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	And you say that cauterization is convenient at all times, so that the harm caused by the passage of time is overcome by the healing properties of cautery, and even more so when cautery is for pains or necessary pains, severe and acute, which do not suffer from delay, because it is feared those that come with malice, which is better than allowing further harm to enter over time.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	And thus, do not rest in your feet, oh sons, for it is only the common people and foolish doctors who cherish such a malady that is cured by cautery; it does not completely disappear, and those consequences persist.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the cause is not thus as they believe, for cautery is merely a place of medicine that alters the composition and dries up the humors which are the cause of the pain.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	Yet doctors may use cautery superfluously over medicine due to the desire for its effectiveness and the power of its operation and the greatness of their lord.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	And it is possible that their illness may return at some time in the future, according to the complexity of the illness and the location of their malady, and the effectiveness of it, and what has been prepared within them from the addition of excesses within them, and what has come upon them from their intake of food and similar causes; but the illness on which cautery is administered, if it be a subtle illness in members with few excesses and humors, just as with a tooth cautery for pain and similar conditions, it is possible that that pain may not return in them, but this is done in small doses.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	And it is commonly said in popular speech that a cautery is the last remedy of medicine, and it is right speech, not to those who do not understand it, for they believe that it is no cure that profits from medicine or any other cause except cautery.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	And the reason is to the contrary; and I understand that a cautery is the last remedy of medicine not to be when we apply the methods of healing in some illnesses, and those medicines do not help, and then at the end of the cause, we administer a cautery, and it profits from that.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	And from here it follows that a cautery is the last remedy of medicine, not according to the understanding of popular people and too many foolish doctors.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	And they said that a gold cautery is better than an iron cautery, and they did not say this except because of the equality of gold and the subtlety of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they say that the place of cautery does not burn unless it is absolutely true, for you have already seen and experienced that it only does so in certain bodies, and cauterization on that part is good and better than as they said; nevertheless, when you make a cautery with fire from gold, it is not declared to you, for the gold is consumed according to the amount you want due to the heat of the fire, and if you hold it over the flame, the gold melts into the fire, and some sheets fall into the fire so that the craftsman can catch them because of the occupation with that.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And for that, cauterization with iron must be done more lightly and more precisely to ensure the correctness of the operation.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	And you have already organized this chapter on cauterization according to chapters, and have ordered those from the head down to the feet, so that I am now asking him what he wants from it.
De cauteri de dolor de cap per frigiditat e humiditat.	With a pointed cautery for head pain caused by cold and humidity.
Le capitol primier.	**First Chapter**
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cauterization confers a benefit upon the affected area suffering from humidity and cold, which are two causes of severe and numerous rheumatic fluxes, called corissa, affecting the head, the parts of the senses (eyes and ears), and also sleep, toothache, and throat pain, as well as any illness that arises from cold, similarly to paralysis, apoplexy, and similar conditions in those illnesses.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The method of this cauterization is as follows: first, command the illness to be evacuated using a laxative on the head, for three or four nights, depending on the severity of the illness, the age of the patient, and their usual condition.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then he commands them to shave their head, and prepares the surgical instrument between your legs on a clean bench, and places his hands on the patient's feet.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	Then he places the razor on the sole of your foot, between your toes.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	However, if the affected area is in the middle of the foot, mark that place with a try, and then apply the olive-shaped pointed cautery to it.
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And then he places that on the healthy area marked with a try, in such a way that it descends, causing the patient's hand to be gradually restricted, and you turn it.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	Then he gently lifts his hand and examines the area, and if you see that the bone is already exposed, along with some amount of pus, he raises his hand again, and if the instrument is not cold, he returns it to that or another place, as I have told you.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And then take a little salt and dissolve it over the area and leave it for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	Then apply pressure over the infected area at the border, and leave it until the scorch of the fire is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	Then treat the area with a four-part remedy until it is healed.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And it is said that when the Roman plague opens, the more easily the wound heals, so it is better and more rejuvenating.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	And they say that some of them cauterize the bone within the bone, and hold the cautery until some part of the bone's nature is hardened.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	Then remove whatever is attached to the bone, and then clean it.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	And they say that the cautery should be applied to the rear, first strengthening the bone with great effort as it passes through the bone, and this is the shape of the small knife:
E estiman de aquel loc expiran la vapors del cap.	And they estimate that from that place, the vapours of the head escape.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And the wound should be kept open for a long time, and it should be treated until it is consolidated.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	I do not have a clear understanding of these two types of cautery from what I have seen, but according to some people's way of thinking; nevertheless, in my opinion, the best course for health is to follow when it is appropriate; because the head has been exposed through the solution of its continuity as we have witnessed in the other members, and even more so when the nature of the disease is feverish.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	And the specific type of cautery that comes first is most effective and best for me; and from that, to that work, for health.
Capitol segon.	Second chapter.
Del cauteri del cap.	Of the cautery of the head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When a chronic and prolonged pain occurs in the entire head and this prolongs the suffering, it is necessary to use blades, hooks, saws, ointments, poultices, salves, cats, dogs, chickens, and similar remedies, and most importantly, if cautery has already been performed with a tool that does not address any of the underlying causes, consider that the strength of the disease lies in the nature of its head; and if there is no significant heat or inflammation, another cautery should be applied to it slightly.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And then cauterize it over the edge of his head with a cautery, as long as the wound is open.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Cut the wound and expose the amount of bone we have found, and cauterize it with a cautery at the back of the head in the area known as the base, which is where the wind is stopped.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And apply your hand to it, do not expose the bone, for the disease finds great pain through it, different from the pain of all other cauterizations on the head.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And you should perform this cauterization in its proper place, because you know that the cauterization which treats the horns of the head and the occipital region is a more subtle cauterization than the one performed on the middle part of the head; and this is the form of it.
Capitol ters.	Capital terms.
De cauterisacio de emigranea no-antiqua.	On the treatment of old migraines.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When a severe pain in the head or a persistent pain within the skull occurs, it is treated with drugs that clarify the head, and other cures, which I have mentioned regarding the deviances of illnesses; and if these do not prove effective, then cauterization on it is performed in two ways: either cauterization with acute medicinal fire, or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	You may use cautery or burning medicines that you take a hot iron and scorch it, and amputate the ends of them from both heads.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	And then you incise the painful area in the temple with a scalpel until it is done, leaving the cord intact, as long as it remains hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	And then you apply a tight bandage to restrict it by gradual constriction, and leave it for three hours; afterward, you remove the bandage, and place the affected area in cold water for two or three days, and then apply a poultice over it until the pain subsides.
E aprop cura aquel am enguent entro que sia sanat.	And then you apply a cure to it with a poultice until it heals.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you find that these methods do not work, consider using some of the burning medicines that I have written about in the two previous treatises on burning medicines.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	Prepare the cautery according to this manner: take a hot iron whose shape is as follows:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	It is called a clave, because its head has the shape of a claw with some curvature, and in the middle part there is a small prominence.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	Then apply pressure on the painful area and hold your hand—to prevent the wound from becoming infected—and slowly turn the iron at a controlled speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the quantity of blood stuck due to the specific condition of the vein is such that it matches the amount of blood, raise your hand so that the artery below is not affected, preventing any flow of pus.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	Then clean the area with salt water and place a bandage over it, leaving it for three days; apply plenty of ointment around the wound until it is healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you see, sharpen the end of the scalpel according to cautery, and be careful not to make an incision into an artery in this newly acquired wound.
Capitol quart.	Capitol quarter.
De cauterizacio d’emigranea antiqua.	On the cauterization of ancient wounds.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you treat an ancient wound as we have described in the previous section on treatment and fail to take advantage of the cure, and the disease returns due to lack of light (or proper care), then ignite the cautery knife until it is white hot, indicating its readiness. Place your hand over the area of pain for a moment, making a line along the length of which the greatest part of the pain occurs, or as we say, its focus; and rest your hand for a moment while you make an incision into the arterioles and penetrate within the bone.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However, it is necessary for you to be careful about the continuation of the mandible, which is crucial for chewing, and that the wound not adhere and affect the nerves responsible for it, and that no spasms occur.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the care and caution of the flow of blood from an artery that is severed, as in the case of its sudden severing, there is fear, especially for those who do not understand what they are doing and lack patience; and let the operation on them begin at the beginning.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And you should recall the regulation of the flow of blood from an accidental artery injury according to its manner in this place within this book.
