Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And then, according to their wishes, loosen the bandages, rest, and apply a cold compress for some days, and command that the inflammation be reduced; and thus, while the matter is still fresh and the wound open, it can heal and avoid destruction.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And they will call upon him, and he will loosen the bandages, and success brings calm and thus reduces their pain.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	However, if the corruption is already confirmed in the member, so that it cannot be restrained, and does not cease to spread the corruption throughout the member until the patient comes to danger.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And see another doctor who perforates a cancerous abscess, and it becomes ulcerated after some days, until the fire of his malignancy is increased over him by his lord.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	Which causes is because the pain in the bone is purely from melancholic humor, then it does not cover that it will come to him by a ferrous weapon, but rather it should be in the member which suffers that it is completely destroyed.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And therefore, sons, it is necessary for you that the operation should be divided into two parts: one is in an operation associated with health, and another in work which poses danger to the most important dispositions.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And you have already encountered this throughout all parts of this book where operations are performed with error and fear; it is therefore necessary for you to keep this and set that aside, so that the foolish do not take advantage to speak against you and slander you.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	And therefore, take up your tools with diligence and the protection of God, and your patients with ease and firmness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best method for the grace of God to achieve salvation and glorious success, leave behind the terrible illnesses with difficult healing, and set aside your tools that make you afraid, so that cowardice in your faith and in your name does not abandon you: for more remains to your glory, both now and in eternity, for your sanctity.
Gualia ja diyssec en alcunas sieuas monicios:	They already slice open some of their wounds:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	Do not treat bad ailments badly, lest bad doctors become famous.
E yeu ja he devesit aquest libre segontz tres capitols.	And you have already divided this book into three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	Begin the division of the book, and first, the first part.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter organized within the book's sections is about foot care, in the forms of instruments and the use of cauterization tools, and anything else necessary for the operation.
La divisio de la segonda partida.	The division of the second part.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter deals with incisions and punctures, and the use of cups, plasters, and the extraction of arrows and similar objects. It is organized according to the forms of instruments.
Divisio de la tersa partida.	Division of the third part.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter, on restoration and dislocation, and on the treatment of twists and similar conditions; a chapter ordered on the internal parts of the foot, and on the shapes of the instruments.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	With fire cauterization and sharp medicine, and recollection of the operation.
Am aquel comensa le tractat de tot le libre.	At that point begins the treatment of all the book.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	Understand what I have said about the quality of the youth of that cautery and the documents of it, and in what circumstances cautery is prohibited.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	Therefore it is said that the discourse on the quality of cautery's youth and the documents of it is a long and prolix topic, subtle for knowledge, and secrets hidden; and many scholars have spoken about it, and there are disagreements among them, and I am satisfied with a small part of their discourses, fearing prolongations.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	And therefore it is said that cautery will confer relief to the entire universal connection, which is of material or its material, except for two connections, which are connections with their own material.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the connection that is dry and lacks material, opinions differ; some say that cautery is beneficial for such conditions, while others claim the opposite, stating that cautery is not suitable for ailments caused by dryness and lack of moisture, as the nature of fire is dryness and heat, and it would be counterproductive to treat a dry and barren condition with something hot and dry.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	And those who say the opposite claim that cautery is beneficial for all dry and barren ailments in the body, as when you compare the human body and its moisture to the connection of fire, you find the human body dry.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	And he says through the argument of those who claim this, that he has personally discovered this through experimentation.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	However, it is not advisable for anyone to attempt this procedure if they are untrained and unexperienced in the art of cautery from prior study, as they must be familiar with the variety of human compositions, the disposition of diseases within them, their causes, and the circumstances of their occurrence, as well as the passage of time.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	In other circumstances, there is no cause for fear, especially in cases of pain and swelling, as all doctors agree on these treatments, and they are consistent in applying cautery to relieve them.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And know, my children, that the secret of healing by cautery with fire and the goodness of it, lie in cautery as a medicinal flame, for fire is simple; its action affects only the member being cauterized, without causing pain to other members adjacent to it, but rather, with a slight discomfort.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	The action of the medicinal flame reaches those members from which it diverges, and it strongly promotes healing in a member suffering from a difficult-to-heal disease, aiding greatly.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	Kindle the fire, due to its subtlety and the excellence of its substance, does not cause harm but rather serves as a superfluous aid. It is already known to us through experience and the long service of studying the art regarding the truth of causes; for this reason, I excuse you from the length of my speech. And if it were not that this secret fire, hidden in this brief moment, cannot be freely read by you, I would have revealed its nature and the quality of its operation in the body, as well as its expulsion of ailments, demonstrated through philosophical discourse, which would benefit your understanding.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	And know this, my children, that the best time for making cautery and applying pressure is in the season of spring.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	And you say that cautery is convenient at all times, so that the harm caused by time's passage is overshadowed by the healing effect of cautery, especially when cautery is for pains or necessary pains, severe and acute, which do not suffer from tardiness, lest one fear those that bring evil, which is better than allowing further harm to enter through time.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	And thus, do not sit on your feet, my sons, for it is only the common people and foolish doctors who believe that this illness, which is healed by cautery, will never return, and they pause at its consequences.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the cause is not so much as they believe, for cautery is but a place of medicine that alters the composition and dries up the humors which are the cause of the pain.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	Yet, one may use cautery superfluously over medicine because of the desire for its strength and virtue in operation and the grandeur of its lord.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	And it is possible that their illness may return at some time in the future, according to the constitution of the illness and its location, and the virtue of it, and what is prepared in their bodies from the addition of superfluities and humors, and what has been acquired by them from food and similar causes; for the illness in which cautery is administered is a subtle illness in members with few superfluities and humors, so when dent cautery is performed for pain and similar reasons, it is possible that that pain will not return in them, but this is done in small doses.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	And it is said in popular speech that cautery is the last resort of medicine, and it is a false saying, as those who understand it believe there is no cure that surpasses medicine or any other cause except cautery.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	And the reason is to the contrary; and the understanding that cautery is the last resort of medicine is only when one applies the methods of healing in some ailments, and those medicines do not help, and then at the end of the cause, one administers cautery, and it proves beneficial for that.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	And from here onwards, it becomes clear that cautery is not the last resort of medicine, but according to the understanding of popular opinion and many foolish doctors.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	And the ancients said that hot cautery is better than cold cautery, and they did not say this except for the equality of heat and the subtlety of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they say that the place of cautery does not burn unless it is absolutely true, for you have already seen and proven that it does not do so in every body but only in certain ones; cauterization with fire from gold is good and better than what they said; however, when you make cauterization with fire, it is not declared to you, because the gold is consumed according to the amount you want due to the heat of the fire, and if you adjust it over the fire, the gold melts into the fire, and some sheets fall into the fire so that the artisan can catch them by the occupation of that task.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And for this, cauterization with iron should be made more lightly and precisely to ensure the correctness of the operation.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	You have already organized this chapter on cauterization according to chapters, and you have organized those from the beginning within the feet, so that now I am asking him what he wants from it.
De cauteri de dolor de cap per frigiditat e humiditat.	With a hot cautery for head pain caused by cold and dampness.
Le capitol primier.	**First Chapter**
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cautery confers upon the patient the benefit of heat and moisture, two remedies for accidents caused by cold, which is the root of many fluxes, known as rheumatism, from the head to the extremities, and flu-like symptoms, and also sleep disturbances, toothache and throat pain, and generally all illnesses that arise from cold, as well as paralysis, apoplexy, and similar conditions in those ailments.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The method of this cautery is as follows: first, you must evacuate the illness with a laxative medicine for three or four nights, depending on the severity of the illness, the age of the patient, and their usual condition.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then command them to shave their head with a razor, and make that incision between your legs on a clean bench, and place their hands on the afflicted foot.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	Then place the edge of your palm close to the razor's blade, between the patient's toes, and press down.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	However, if the inflamed area of the middle part of the foot has been determined, mark it with a sign and take the olive-shaped cautery whose form is as follows:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And then place that on the healthy area marked with a sign, descending in such a way that the patient's hand is slowly constrained, and you turn it.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	Then slowly lift your hand and examine the area, and if you already see any bone exposed, as well as the quantity of gravel-like matter, raise your hand again, and if it does not return to that position against the instrument, or another one from that side, cool it down until you see the bone, as I have told you.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And then take a little salt and dissolve it over the area and leave it for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	Then apply pressure to the engorged area at the border and leave it, ensuring that the scale of the burn is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	Then treat the area with an ointment containing four ingredients until it is healed.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And it is said that when the Roman plague opens up, the better the limb gets, so it is better and more rejuvenated.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	They also say that the bone should be cauterized within the flesh and hold the cautery until some part of the bone's specific nature is hardened.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	Then remove what is adjusted to the bone and clean it.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	And they say others that the pointed cautery should be used on the rear, as it first penetrates strongly into the bone, and then envelops it, and this is the form of the small cautery:
E estiman de aquel loc expiran la vapors del cap.	And they believe that from that place, the vapours of the head escape.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And the wound should be kept open for a long time, and then it should be treated until it is consolidated.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	I do not see these two types of cautery suitable for everyone, but rather for certain individuals out of necessity; and indeed, when it comes to health, better is the natural cure when possible; for the head is exposed due to the solution of continuity of its parts, as we have witnessed in other members, especially when the head of the malady is of a fiery nature.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	And the specific type of cautery that comes first is safer and better for me; from this one, and through this work, health is achieved.
Capitol segon.	Second chapter.
Del cauteri del cap.	On cautery of the head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When chronic and persistent pain occurs throughout the head, and these symptoms prolong the illness, one uses weapons, splints, tourniquets, emplasters, poultices, hot water, dogs, cats, feathers, and similar things; but especially if a cautery has already been applied that does not heal or benefit from any of those causes, then consider this: if the nature of the head illness is strong, it is not necessary to apply another cautery on top of it.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And then cauterize that area on the side of the head where the skull is cracked using an internal cautery.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Cut the skull open and expose the amount we have found, then cauterize that area with a cautery on the back left side of the head at a place called the "vas" – it is the location where the wind is stopped.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And apply your hand to it, do not expose the bones, for the disease finds great pain in this place, unlike all other cauterizations on the head.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And you should apply this cauterization in its proper place, because you know that the cauterization with which the horns of the head and the occiput are treated is a more delicate cauterization than the one applied to the middle part of the head; and this is its form.
Capitol ters.	Capital chapters.
De cauterisacio de emigranea no-antiqua.	On the treatment of old migraines.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When a severe pain in the head or a pain radiating to the eye occurs, it is necessary to use purifying medicines for the head and administer other treatments as mentioned regarding the various ailments; if these do not prove effective, then cauterization should be performed in two ways: either with acute, burning medicine or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	You might use burning medicines or cautery, take a hot cloth and cut off the ends of it from both sides.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	And then you should incise the place of pain in the temple with a scalpel until it is felt to be in the right place, as long as it remains hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	Then apply pressure to it as it is relaxed due to the release of constriction, and leave it for three hours; next, remove the compress and let the pain subside for two or three days, then apply a warm bath to the affected area until the pain disappears.
E aprop cura aquel am enguent entro que sia sanat.	And then apply a poultice to it until it is healed.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you choose to do this using some of the burning medicines that I have written about in the two treatises on burning medicines, then...
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	Apply the cautery according to this manner: take a fire from the cautery whose shape is as follows:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	It is called a clavicle, because its head has the shape of a clavus (clover) with some curvature, and in the middle part of it, there is a small eminence.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	Then place your hand over the painful area, holding it in such a way that the pain does not become more intense, and slowly turn the cautery at a controlled speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the amount of blood that is clotted by the specific nature of the wound is equal to or greater than the capacity of the vessel, raise your hand so that the artery that remains below is not clotted, in order that no more blood flows out.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	Then soak it in salt water and place that over the area for three days; and afterwards apply a poultice with hot compresses until it is healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you see, burn the end of the knife with a cautery, and be careful not to make an incision into an artery in this newly formed wound.
Capitol quart.	Capital quarter.
De cauterizacio d’emigranea antiqua.	Of the cauterization of old wounds.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When treating an old wound as we have discussed in the previous section on cure and dividing maladies, and if the treatment does not take effect and the pain persists due to a lack of appropriate medication or fire cautery, you should ignite the cuticular cautery until it turns white. Then place your hand over the area for a moment as you make an incision along the length of the painful line, identifying the source of the greatest discomfort.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However, it is necessary for you to be careful about the continuation of the mandible, which is badly affected by chewing, and that the wound is not adhered and the nerves which are damaged, and that there is no muscle spasm.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is concerning the care and prevention of the flow of blood from an artery that is cut, for in the cutting of it there is fear, especially to him who ignores what he does and is unstudious and impatient; and leaves the operation on him at the beginning.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And come to the remembrance of the regulation of the flow of accidental blood from the artery according to your manner in its place in this book.
