#To be cleaned - This text, despite the prompt to not include any comments/summaries/conversation, has several lines of such content.

Prologue	"When chronic pain comes in the whole head and lasts a long time,"
Quant en tout le chief vient dolor croniques, et dure longement, si doit user li malaides yeris et pilules qui sont apelees «cochie», et d’espurgement de chief et d’oiles et d’emplastres; et s’on li fait le cautere que nos avons devant dit, et il ne vaut. Pren warde se li chiés dou malade est de fort nature, et qu’il ne soit trop froit; adonques le cauterize desoz celui cautere un poc que nos avons dit desus. Aprés fai cautere sus chescune corne dou chief jusc’a l’os, si com devant avons dit, et fai .i. cautere ou leu qui est apelez «vasselz»; et est .i. leus en coi on met ventouses; et alige ta main si que tu ne voises mie jusc’a l’os: li malaides sent trop plus grant dolor en cest cautere que as autres, et je em parlerai aillors; et covient que li cauteres des cornes soient plus subtis que cil dont on cautere la moieneteit dou chief, et c’est li forme:	"When chronic pain comes in the whole head and lasts for a long period, if it should happen to someone, they should use ointments and pills known as 'cochie', as well as head purgatives and oils and plasters; and if the cautery that we mentioned before is applied and it does not work. Watch out that the malady of this sick person is of a very strong nature, and that it is not too cold; then apply some cautering from this cautery which we mentioned previously. After doing cautery on each corner of the head up to the bone, as we said earlier, perform two cauterizations or a little more than what is called 'vasselz'; and do so in such a way that your hand does not reach the bone: the ointments feel much more intense pain in this cautering compared to others, and I will speak of it elsewhere; and it must be that the cauterizations on the corners are subtler than that which is used for the middle part of the head, and that's the form:"
	"When chronic pain comes into the entire head and lasts a long time, if this should happen to someone, they should use ointments and pills called 'cochie', as well as head purgatives and oils and plasters; and if the cautery we previously mentioned is applied and it does not work. Take care that the malady of this sick person is very strong in nature, and that it is not too cold; then apply some cautering from this cautery which we previously discussed. After doing cautery on each corner of the head up to the bone, as we said earlier, do two cauterizations or a little more than what's known as 'vasselz'; and perform this in such a way that your hand doesn't reach the bone: the ointments feel much more intense pain in this cautering compared to others, and I will explain further on this topic later; and it must be ensured that the cauterizations on the corners are more precise than that which is used for the middle part of the head, and that's the form:"
	"When chronic pain comes into the entire head and lasts a long time,"
dou cautere dou chief	When chronic pain comes in the whole head and lasts a long time, the patient should use salves and pills called "cochie", and purgatives for the head and oils and plasters; and if the cautery we mentioned before is applied and it does not work.
Quant en une partie dou chief vient dolor sodaine, et est estendue li maladie jusc’a l’oil, et li chiés est espurgiez par medicines mondifians, et on a fait les autres cures que j’ai dit en la division des maladies, et tout ceu ne profite mie: adonques li fai cauteres selonc .ij. manieres, c’est a savoir de medicine ague et de feir. ¶ Li cauteres de medicine ague si est que tu preignes une doce d’alz, et oste l’escorce et le recope .i. poc as .ij. chiés, et puis fent la temple ou li dolor tient en teil maniere que tu puisses reponre la doce d’alz desoz le cuir; et quant elle sera reponuee si le lie et l’estraint bien et le laisse ensi .xij. houres; et puis le deslie et trait fuers la doce d’ail, et laisse la plaie ensi .ij. jors ou .iij.; puis met sus cotun plongiet en burre tant que porreture en isse. Aprés le cure d’oignement tant qu’il soit sanez; et se tu vues si fai ceu d’aucunes medicines comburans que j’ai escrites ou dozime traitier des medicines comburans. Li cautere de fer si est selonc ceste meniere. Chaufe le cautere de coi ci est li forme:	When pain strikes only part of the head, and this ailment extends over time, and if the patient is treated with purging medicines and has undergone other treatments as I mentioned in the division of diseases but none are effective: then perform cauterizations according to two methods; that is, using an ague medicine method and by means of iron. The cauterization from an ague medicine involves taking a spoonful of alcohol, and applying its bark and decoction to both sides on .i. pound of fat. After this, you apply the alcohol in such a manner as to cover the skin; when it returns inside the skull, make sure that it is bound well and left like this for 12 hours. Then remove the alcohol and let the wound heal for two days or three days after which apply a piece of linen soaked with butter until pus comes out. Afterwards treat with ointment as long as it remains clean; and if you see fit, perform the treatment using any burning medicines that I have written about or from the twelfth book on burning medicines.
Et est apelez «clos» por ceu que li chief est fait a la forme d’un clo ou il ait .i. poc de corbeure, et em mileu a une petite apparance; et le met sor le leu dolorous, et tien ta main et trestorne le feir un poc legierement, tant que li moitiez de l’espés dou keur soit arse; et lieve ta main que li artere n’arde, que est defuers, et decorre habundance de sanc. Aprés met coton en awe de seil, et met sor le leu par .iij. jors; puis i met coton moilliet em burre, et puis cure le leu d’oignement tant qu’il soit sanez; et se tu vuelz cauterize ceste emigraine avec le cautere qui est apelez «cultellare», a tout la pointe, et te garde de coper l’artere en ceste emigraine qui n’est mie anciaine.	And it's called "clos" because the head has a shape like a bell or it has .i. pound of curve, and in the middle there is a small appearance; and place it on the painful area, hold your hand and gently turn the iron a bit, until half of the thickness of the hair is burnt; then lift your hand so that the artery doesn't burn, let it out, and apply abundance of ointment. After put cotton in accordance with sail, place it over the pain for .iij. days; then I put moist cotton immersed in butter, and then treat the wound with ointment as long as it remains clean; and if you wish to cauterize this migraine with the iron tool called "cultellare", use its tip entirely, and be careful not to cover the artery in this new headache which is not old.
	And it's called "clos" because the head has a shape like a bell or it has one pound of curve, and in the middle there is a small appearance; and place it on the painful area, hold your hand and gently turn the iron a bit, until half of the thickness of the hair is burnt; then lift your hand so that the artery doesn't burn, let it out, and apply abundance of ointment. After put cotton in accordance with sail, place it over the pain for three days; then I put moist cotton immersed in butter, and then treat the wound with ointment as long as it remains clean; and if you wish to cauterize this new headache with an iron tool called "cultellare", use its tip entirely, making sure not to cover the artery with it, especially in a newly formed headache.
	"When chronic pain comes in the whole head and lasts a long time,"
de emigraine	"When chronic headache persists for a long duration,"
Quant tu cures emigraine si com nos avons devant dit en divisions des maladies, et ne profite mie, et vois que li cauteres devant dis de la medicine et dou fer ne li soffit mie, adonques covient il que tu eschaufes le cautere qui est apelez «cultellare» tant qu’il soit blans; et seigne ainsois sor le leu doillant une ligne de demi doi de lonc, et oste ta main une fois, et l’estrain que tu ne coper l’artere et que ne viegnes jusc’a l’os; et te warde de la mandibule que muet quant on menjut, et li ners n’ait regart que la muet et que spasmus ne veigne a malaide, et te warde de decorrement de sanc de l’artere quant elle sera copee, ou copement ait grant paour et meismement a celui que ne s’i conoit, et qui n’est estudians et esprovez; et laisse l’uevre em mi voie; mais je vos dirai coment on restainche sanc quant li artere est copee, et je vos mostrerai a leu ou il afiert en cest livre. ¶ Et se tu vois que cist cauteres ne soffise mie a la maladie, et li malaides est soffrans, cauterize le enmi le chief ausi com nos avons dit, et cure la plaie tant qu’elle soit sanee; et se tu vues, aministre le cautere que nos avons dit ou chapistre de l’estraction de l’artere, avec le cautere qui ait .ij. coutelz; et est cist cauteres millors de celui et plus aidans.	"Should you treat chronic headache in the manner we have described for different diseases, and if it proves ineffective, and you notice that the cautery mentioned previously does not work on the head as well, then one must heat the cautery called 'cultellare' until it is white. And thus, apply it along a line half an inch long from the point of pain, and remove your hand once, making sure not to cut the artery and not going too far into the bone; and take care that when you bite down, the jaw remains silent, and only consider the soundless throat and spasms do not affect the health, and be cautious against bleeding in the artery should it be cut, or excessive blood loss, especially for someone who is unaware of this technique, who has no study or experience; but leave me to finish this. But I will tell you how to staunch bleeding when an artery has been cut, and show you where to do this in this book. And if the application of the previously mentioned cautery does not work on your disease, and the patient is suffering from it, apply the cautery directly into the head as we have said, and treat the wound until it heals; and if you notice that the application of a different cautery (possibly referring to one used for artery extraction), in conjunction with the two-bladed cautery as described earlier, is better suited."
	"When chronic headache persists for a long duration," - "Quand la migraine dure dans le corps entier et se prolonge longtemps,"
	"When the illness affects the entire body and lasts for a long time,"
de la dolor des oreilles de part froidor	of the pain in both ears from cold
Quant en l’oreille vient dolor de froit, et on i a ovreit de medicines solutives et des autres cures que nos avons dit en la division, et li dolors ne se muet, adonques eschaufe cest cautere qui est apelez «poins», de coi ci est li forme:	When pain in the ear comes from coldness, and if one has tried various solutions with medicines, as we have mentioned in the division, and the pains do not subside, then use this application known as 'points', which is referred to as such because of its form:
Aprés pointoie tout entor l’oreille malaide, ou entor les .ij. se la dolor tient en ambedous, et t’esloigne un poc ensus de la racine de l’oreille puis que tu as signiet le leu d’enche; et ait .x. poins entor chescune oreille; aprés cure le leu tant qu’il soit sanez.	After applying the 'point' all around the affected ear, or around both if the pain is in both ears, and move away slightly from the root of the ear after marking the location of each application; and place 10 points around each ear. After this, treat until it heals completely.
	After applying the 'point' all around the affected ear, or around both if the pain is in both ears, and move away slightly from the root of the ear after marking the location of each application; and place 10 points around each ear. After this, treat until it heals completely.

de la torture de la bouche	Of the pain in the mouth
Torture qui doit estre curee par cautere nen est fuers que de celles que muevent de fleume, si com nos avons dit en divisions des maladie; et ne faire point de cautere as semblances que vienent de sechor et de spame de ners. Quant tu cures ceste semblance de torture qui muet de fleume d’ydres et d’espurgemens de chief et de gargarisme, et ceu ne vaut, adonc covient que tu cauterizes le malaide de .iij. cauteres: l’une en la racine de l’oreille, et l’autre un poc defuers la temple, et le tier en l’ajostement des .ij. levres; et met le cautere en la partie qui apert saine, et li fai cautere endroit le chief de l’oreille desus un poc desoz la corne dou chief, et un autre en la temple ausi longe com uns poce; et laisse le cautere tant sus que li moitiez dou keur soit arse; et c’est li forme dou cautere:	Torture that needs to be treated with a cauterization can only come from those that move with the flow, as we have mentioned in our divisions of diseases; and do not perform a cauterization for what appears due to dryness and rashness of nerves. When you treat this appearance of torture which is caused by the flow of water, its purgatives, and gargling, and if this does not work, then it befits that you cauterize the illness at three places: one in the root of the ear, and another a little further from the temple, and the third around where the two lips meet; and place the cauterizer above the part which opens healthily and apply the cauterization on the head near the horn of the ear, just below it, and another at the temple as long as one's finger. Leave the cauterizer in place until half the brain is burned; and this is the form of the cauterization:
Et est li semblance dou cutellaire que nos avons mise devant, mais il est un poc plus subtilz et covient que li coutelz soit un poc plus gros; aprés cure lou leu si com j’ai devant dit, tant qu’il soit sanez.	And the appearance of the surgical knife that we put before you, but it is a bit more subtle and befits that the knives be a little larger; after this let me know as I said previously, until it becomes healthy.
Quant apoplexie est ancieinne et tu la cures ensi com nos avons dit, et il ne profite mie, et li malaides n’ait fievre, adonques li fai .iiij. cauteres: .ij. sus les .ij. cornes dou chief, et .i. emmi le chief, et .i. ou leu qui est apelez «vasselz» si com nos avons devant dit, et lou derrien cautere sus la bouche de l’estomac; et soit curez si com nos avons dit devant.	When apoplexy is long-standing and you treat it as we have said, and if it doesn't improve, and the illness doesn't have fever, then do four cauterizations: two on each of the ears of the head, one on the head itself, and one at the mouth which is called 'wells' as we have said previously, and finish off with a cauterization over the mouth of the stomach; and treat it as we have said before.
	When chronic pain comes in the whole head and lasts a long time, the patient should use salves and pills called "cochie", and purgatives for the head and oils and plasters; and if the cautery we mentioned before is applied and it does not work.
1.7	When headaches are chronic and persist over a long duration throughout the head, the patient should utilize salves and pills known as "cochie", and employ purgatives for the head along with oils and plasters; and if the cautery method we previously discussed proves ineffective.
de litargie	of lead
A cest maladie covient doner au malaide yeres grans et pilules mondifians le cerveil; aprés reis lou chief dou malaide tout, et li met sus l’occipite l’emplaustre de sinapi qui est escrit ou traitier des emplastres; et c’est li maniere dou cautere: si lou fai si com j’ai dit. S’il est sanez ensi, boin est; et s’il ne l’est, se li fai .iij. cauteres des emmi le chief en dessendant jusc’a col, et ait d’espaice entre chescun cautere .i. doi de gros; et le cure si com les autres, et se tu i vues ajoster, et li malaides est soffrans, se li fai .i. cautere en mileu; et se mestiers est, .ij. autres sus les .ij. cornes, et le cure tant qu’il soit sanez; et soit li cauteres qui est apelez «olivare», si com j’ai devant dit.	A disease of the head requires giving to the sufferer large pills and modified brain-clearing medicines; afterwards you should walk around with your head towards the front of the disease, and place linseed plaster on the back of the head all over it, and apply this linseed plaster where it is written or treated in the guide for plasters. And this is how the cautery works: if you do so as I have said, that's good; and if not, perform three cauteries to the head descending to the collarbone, with a spacing of about two fingers between each cautery; and treat it as others, and if you need to adjust it, and the patient is suffering, perform one more in the middle; and if necessary, apply two others above the two horns until it's healed. And let the cauteries be called 'olive', just like I said before.
	A disease of the head requires administering to the afflicted large pills and modified brain-clearing medicines; subsequently walk around with your head facing forward as if battling the ailment, and apply linseed plaster all over the back of the head. Also, place linseed plaster in accordance with instructions detailed in guides on plasters. This is how one performs a cautery procedure: doing it like I previously explained should be beneficial; however, if not, conduct three applications of cautery to the head, descending as far as the collarbone. Maintain a spacing between each application approximately two fingers wide and treat accordingly. If needed, adjust your actions based on necessity or when you notice that the patient is suffering. Perform another one in the middle if required. Lastly, should additional measures be necessary, apply two more above the two horns of the skull; continue until recovery occurs. And let it be noted that these cautery procedures are known as 'olive' treatments, just like I described earlier.
1.8	"When chronic pain comes in the whole head and lasts a long time,"
de la froidor dou chief	"When chronic pain affects the entire head and persists for a long duration,"
Il covient que li chief soit mundifiez de yeres et de ceu que nos avons devant dit; aprés reis le chief dou malaide, puis li fai cautere emmi le chief et sus chescune corne, et .i. derrier et .iij. sus l’espinee dou col; et se tu en as plus mestier, et li cors est moiste et li malaides est soffrans, et li maladie est fors, se li fai .iiij. cauteres sus l’espinee dou dos; et li laisse tant que li plus dou keur soit ars, et lieve ta main; aprés le cure tant qu’il soit sanez, et soit li cauteres qui est apelez «olivare» que nos avons devant dit.	"It is necessary to cleanse the head of worms and what we have mentioned before. After this, heal the head from disease, then apply the cautery on the head and at each horn, and twice behind and three times on the spine of the neck; and if you need more, and the skin is moist and the diseased area is sensitive, and the illness has subsided, perform four more applications of the cautery on the spine of the back. And leave it until the worst part of the soreness is dry, then raise your hand; afterwards heal until it's clean, and apply the cautery that we call 'olive' as we mentioned before."
	"When chronic pain affects the entire head and persists for a long duration, the patient should use salves and pills known as 'cochie', along with purgatives for the head and oils and plasters; and if the cautery method which we previously discussed does not work, it should be applied again."
1.9	"When chronic pain affects the entire head and lasts a long time,"
de l’epilempsie	of the entire head
Li epilentiques ne doit useir de cautere fuers que cil qui est fleumatique, et covient premier mondifier le cerveil de yeres et d’autres cures que nos avons dites en la division quant li malaides est grans et soffrans de penre medicine. ¶ Et se c’est uns enfes qui ne lou puisse soffrir, se li fai gargarisme et mastication mondifiant le cerveil sovent avec bones viandes; aprés li reis lou chief em mileu, et i fai .i. cautere selonc ce que nos avons dit devant, et .i. cautere sus lou vassel, et sus chescune corne; et se li malaides est fors et soffrans, se li fai cauteres si com j’ai dit a celui qui ait paralisie et mollification de cors, sus l’espinee dou dos et dou col, et soit li cauteres olivier selonc la maniere que j’ai dit. Se li malaides est enfes, se li fai .i. cautere subtil selonc ceste maniere:	The epileptics should not use the cautery unless it is phlegmatic, and they must first modify their head from years of illness and other treatments that we have mentioned in the section where illnesses are large and suffer from medicine.
Quant par la cause de melancolie sunt les superfluitez ou les moistors corrumpues et fleume grosse, adonques lou cauterize de teils cauteres com nos avons dit a celui qui ait paralisie. ¶ Et se par la cause de melancolie est li superfluitez declinans a melancolie, et est li cors dou malaide moistes, adonc li done a boivre chose par coi li cervelz soit mundifiez, selonc ceu qu’il est devant en la division. Aprés reis lou chief dou malaide; aprés fai .i. torteil de lin bien fait, ausi com .i. cercle, si le met emmi le chief; et li malaides sié croisiez, et soit bien tenus de toutes pars; aprés presente le linement, et vaut mues de burre de berbis ancien; et lou chaufe a feu tempreement, si que li dois s’on li boute le puisse soffrir; aprés vuide le cercle par dedens emmi le chief, et lou laisse refroidier; et fai ce a malaide chescune semaine une fois avec autre governement boin, tant qu’il soit sanez. ¶ Ou se tu vues cauterize lou en faisant poins plusors a tot le cautere. Ceste maniere de cautere amoistit le cerveil igaument; et puis met sus coton moilliet en burre et en graisse de geline.	When due to melancholy there are excesses or fluids corrupted and large phlegm, then let the one be cauterized using the parts of cauteries as we have said for those who are paralyzed.
	When due to melancholy there are excesses or fluids corrupted and large phlegm, then let the one be cauterized using parts of the cauteries as we have said for those who are paralyzed.
1.10	"When chronic pain comes in the whole head and lasts a long time"
de l’awe des eulz	"When chronic pain affects the entire head and persists for a long duration"
