Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And understand, sons, that the secret of curing by cautery with fire and its goodness, concerning the burning cautery in medicine, is that the fire is simple, its action reaching only the member being cauterized and not affecting other members touched only minimally.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	Yet the action of the burning cautery reaches that part in the members where it touches, and strongly brings to the member illness of difficult healing and strongly expels it.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	Yet the fire, by its subtlety and the goodness of its substance, does not cause anything but to dissipate superfluous matter. We are already familiar with this through experience and long service in studying the art regarding the causes; and for this reason, I am excused for the length of my discourse. If it were not that this is not written freely in this pause, and that you do not know the secret of the fire, concerning the quality of its operation on bodies and the way it expels illnesses, I would have a philosophical demonstration, which would be beneficial to your minds.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	And know, sons, that they differ in the time when it is convenient to make a cautery and the best time is during spring.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	And I say that a cautery is convenient at all times, because the damage due to accidental weather changes is submerged in the youth of what is burned by the cautery, and especially if the cautery is for pains or necessary pains, strong sores, which do not suffer delay, for fear of those that come from evil intentions, which are greater than small damage entering through time.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	And this is not done on your feet, sons, for they do not esteem it except by the common people and the foolish doctors, since that illness which is cured by cautery does not occur at all times, and they delay that treatment.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the reason is not thus because they care for this, for a cautery is not but in place of a medicine which alters the composition and dries up the humors which are the cause of the wind and pains.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	But nevertheless, an excessive cautery over medicine for the swiftness of its virtue and the efficacy of its operation and greatness of its lord.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	It is possible that the patient's illness may return at some point in time, depending on the complexity of the ailment, its location, the virtue of the person, and what is prepared within the body due to the accumulation of superfluities, and what is acquired through food and similitudes of those causes; but if the illness where a cautery is administered is a subtle illness in a member with few superfluities and humidity, such as a tooth cautery for pain and similar to that, it is possible that that pain will not return, more so when this is done in small amounts.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	It is more commonly said that cautery is the last remedy of medicine, and it is the saying of surgeons, not what we understand by it, for I believe that it is not a cure that helps either medicine or any other cause near cautery.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	The cause is the opposite of this; and the understanding that cautery is the last remedy of medicine is so only when one administers the methods of cure in some ailments, and those medicines do not help, and near the end of the illness, one administers cautery, which then helps.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	And then from here, let the cautery be the last remedy of medicine, not according to the understanding which I understand vulgarly and too often by the foolish doctors.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	And the ancients said that a gold cautery is better than an iron one, and they did not say this only because of the equality of gold and the subtlety of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they said that the place for cautery does not blister, since it is not absolutely burned, for I have already tried this and found that it does not burn in all bodies as much as others. A gold cautery is good and better than iron, as they say; but when you make a cautery with fire of gold, it is not up to you, for it ignites according to the quantity you want due to the corrosion of the gold, and prepares to receive heat; and if you adjust over this ignition, the gold melts by the fire, and remains in the fire some sheets so that the craftsman can cut through its occupation.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And for this, when you make a cautery with iron, you should touch it more lightly and more precisely to the right position.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	And I have already ordered this chapter concerning the cautery according to other chapters, and I have ordered those of the foot within it, so as to delay the patient what he wants from him.
De cauteri de dolor de cap per frigiditat e humiditat.	Of the cautery for headaches due to cold and humidity.
Le capitol primier.	The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cautery addresses the cold and humidity over the servant condition of which there are two causes, which cause soda (likely a typo or mistranslation, possibly meant to be "soda" meaning wind or gas) and much traumatic flux, called corissa, from the head to the parts of the hollows and ears that flow, and much drowsiness, and tooth pain, and colic, and universally all illness that comes from coldness, thus as paralytically, windy, apoplexy, and resemblances in those illnesses.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The form of this cautery is as follows: Primarily, you command the patient to be evacuated with a mild medicine for three or four nights, according to the nature of the patient, their age, and their habit.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then command those who shave his head to do so with a razor, and place that razor between your hands on a sloping bench and have them rest their hands on their feet.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	And then place the razor from the palm of your hand near the toe between his heels.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	Moreover, since the proper location has been determined, mark that location with a tent, and then heat the olive cautery, the form of which is as follows:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And then place that cautery over the marked location with a tent, in such a way that it descends gradually, and you rotate it.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	And then lift your hand slightly and look at the location. If you see any part of the bone uncovered by even a grain of sand, do as if it were a drop of oil, then lift your hand. If not, return your hand to that cautery or another, if it is cooled, so that what I have said may be visible on the bone.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And then take a bit of salt and dissolve it over the area and leave it for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	And then place your hand over the wound where the pus is exuding and leave it there until the scar of the fire is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	And then cure the area with ointment containing tetrafarmakon until it is healed.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And we have already said that when the wound is opened wide, it heals better, because it is better and more beneficial.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	And some of them say that the condyle should be cauterized inside the bone, and that the cautery should remain until a part of the specified bone is adhered.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	And then scrape what is adhered to the bone, and then cure it.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	And others say that the cautery should reach the marrow, pressing strongly on the bone until the bone cracks, and this is the method of Alphectus.
E estiman de aquel loc expiran la vapors del cap.	And they assess from that place the exhaling of the vapors from the head.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And the wound should be kept open for a long time, and then cured once it is consolidated.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	But I have not seen these two types of cautery for all cases, only in some men according to fear; and leave that one, I advise you, it is better for health when it is necessary; for the head is developed by solution of continuity of the sun as we have testified in other members, and especially when the head of the patient is of cold nature.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	And the first type of cautery is safer and better, I advise you; use that one and do that for health.
Capitol segon.	Capitulate second.
Del cauteri del cap.	On the cautery for the head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When in the whole head there occurs chronic and long-lasting pain that has been prolonged in the patient, and the patient uses bandages, pillows, head purges, plasters, poultices, candles, gauzes, and similar remedies, and especially if the head has already been cauterized with a cautery which does not improve the condition due to any of those causes; then consider whether the head of the patient is of strong constitution in its nature. If it is not cold and there is no great need for fomentation, then that cautery should be replaced by another.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And then cauterize that on the top of his head between where the vein is divided.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Incise the vein and the quantity of the mouth which we have counted, and cauterize that with a cautery at the back part of the head in the place which is called vesicle, — and this is the place where suction is applied.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And lift your hand here, and do not expose the mouth, for the patient finds great pain from this different from the pain of all other head cauteries.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And I will say this cautery in its place, for I know that the cautery with which you cauterize the horns of the head and the occiput is finer than that with which the middle part of the head is cauterized; and this is the form of it.
Capitol ters.	Head, top.
De cauterisacio de emigranea no-antiqua.	On the cautery treatment for new migraines.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When there is a hard pain in the part of the head or an extended pain between the temples, the head should be evacuated with medicinal fluids that purge it, and the other treatment should be administered, which I have described in the deviations of diseases; and if this does not help, then cauterization in the head is done in two ways: either with a sharp medicated cautery that burns, or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	May a cautery of burning medicine be that you take a blade of aloes, incinerate it, and extinguish the ends of both its edges.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	Then place the point of the lancet over the location of the pain in the temple, and set aside the needle to be hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	Then apply strength to the one stopped by descent compression, and leave it for the space of three hours; then remove the aloes, and leave the wound for two or three days, and place your hand over the spot submerged between that the area swells.
E aprop cura aquel am enguent entro que sia sanat.	Then apply ointment to it while it is healing.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you choose, do so with some burning medicines which I have written in the second treatise of burning medicines.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	May the cautery be performed in this manner: heat it with fire, for which this is the form:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	and it is called a key clamp, for the head of it is thus shaped like a key, and in the middle part there is a small protrusion.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	And then place your hand over the location of the pain, in order that the artery which is left is not adhered, and turn the small iron little by little with speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the quantity that is adhered by the cut of the cord is as much as its size, and raise your hand so that the artery is not adhered which is left, in order that there be no flow of blood.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	And then soak it in salt water and place it over the area, leaving it for three days; then place something warm over it, and apply ointment until it heals.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you do, cautery it at the tip of the knife blade according to the cautery, and guard yourself from cutting the artery in this not-so-old migraine.
Capitol quart.	Capitol quarter.
De cauterizacio d’emigranea antiqua.	Of the cautery for old migraine.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you cure migraine as we have said in the previous treatment, and as we have said in the divisions of diseases, and the treatment is not effective for the illness, and sometimes because the disease does not allow what we have said about the first cautery with medicine or the cautery with fire, then you must ignite the knife cautery until it turns white. Place a line over the location of the pain that corresponds to its size, or mark that place; then remove your hand for a moment and strongly apply that area to ensure you do not incise the artery and penetrate into the bone.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	But you must guard against the continuity of the jaw, which is used for chewing, and ensure that the skin is not adhered and the nerves which supply it are not affected, and that no spasm occurs.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it concerns the care and caution of the flow of sap in the artery that is amputated, for in its amputation there is fear, especially for those who ignore what they do and are not studious and hesitative; and leaves the operation to chance.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I will recall the regimen of the flow of sap in cases of accidents to the artery according to its manner, in the place of this free text.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see this illness has not reached this cautery and you find the patient's condition tolerable, cauterize it in the middle of the foot as we have recounted, and cure the wound until it is healed.
