Ayssi comensan las paraulas de Albucasim .	Albucasim begins his words.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And he then began to heal according to his wishes, he then bandaged, and after some days of rest as I instructed you to remove the bandage; and this happens when the leg and foot are infected with pus, it leads to loss.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I had already been asked by him, and prepared to remove the bandage, resulting in peace and alleviation of his pains.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	However, the corruption was confirmed in the member, so I could not stop it, and it did not cease to spread the corruption within the body of the patient.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And I have seen another doctor who perforated an abscess and became inflamed several days later, causing great suffering to his lord.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	This is because the cancerous cauterization is pure of melancholic humor, so it doesn't spread to every part, but only affects a member that suffers from being exposed to everything.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And for this reason, children, it is necessary for you that the operation on oneself be divided into two aspects: one is the operation associated with health, and the other is work in which there are great dangers.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And I have already discussed this in all parts of this treatise where there are operations involving error and fear; so it is necessary for you to observe this and refrain from that, so that the pages do not slander or accuse you unjustly.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	And therefore take your weapons for the duty and protection of God, and your patients for their happiness and strength.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best way by God's grace for health and peaceful succession, and leave your terrible diseases with difficult treatment, and keep your weapons of what makes you afraid, so that your rest is in your faith and your name does not abandon you: as more remain in your glory, better in this world and lastly to your sanctity.
Gualia ja diyssec en alcunas sieuas monicios:	Galen has already stated in some of his writings:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	"Don't treat dangerous diseases with bad doctors, for it's better not to have a name than to have a bad doctor."
E yeu ja he devesit aquest libre segontz tres capitols.	And I have completed this treatise according to three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	The treatise begins its division and starts with the first part of the first section.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter ordered for operations within the feet, concerning the forms of instruments and tools of cautery, as well as what is necessary in the execution.
La divisio de la segonda partida.	The division of the second part.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter, concerning drying and puncturing, as well as blisters, and arrow extracts, and the resemblance to those, all detailed and organized according to the forms of instruments.
Divisio de la tersa partida.	Division of the third part.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter, concerning restoration and dislocation, as well as treatment of twist and its resemblance to them; chapter ordered for operations within the feet, and concerning the forms of instruments.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	Regarding the cautery with fire and the application of acute medicine, as well as a memory of the operation.
Am aquel comensa le tractat de tot le libre.	And thus begins the treatise on the entire body.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	Let me tell you about the quality of the parts to be treated with cautery and their nodules, and at which stage it is prohibited to use cautery.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	Therefore, it is said that the discussion about the quality of cautery's part and its nodules is long and tedious, subtle in science, and secretly concealed; much wisdom has already been spoken on this topic by many scholars, and they are in disagreement, so I'm afraid of lengthening this exposition.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	And it is said that cautery affects the whole body universally in any matter or mixture of matters, except for two conditions, which are tail joints.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the tail and head areas where there is dry matter, it will desiccate; some argue that cautery is beneficial for those conditions, while others claim the opposite, stating that cautery is not suitable in maladies which are due to quality and dryness, since fire itself embodies quality and dryness, making it inappropriate for tail and head ailments where dryness should be cured by moisture.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	And one who says the opposite argues that with cautery, joints are affected in all head and tail diseases that occur in human bodies. When you compare the body of a person to the state of moisture in its parts to the nature of fire, you find that the body is burned.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	And I say according to the argument of that person, whom I have experimented with for several times and discovered through experience.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	However, I do not delve into the topic that has already been extensively discussed and practiced in the chapter of cautery exercises, nor have I explored the variety of human bodies or the disposition of illnesses within them, as well as their causes, incidents, and duration periods.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	And when it comes to other body parts, there should be no fear for you, especially in damp and wet diseases, which are already familiar to all doctors, they are not divided on this topic. Moreover, regarding the use of cautery in joints, they agree that it is not appropriate in those conditions.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And know, children, that the secret of treatment by cautery with fire and its goodness is about medicaments that burn; because fire itself is simple, its action affects only the member being treated and does not spread to other members except for slight harm.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	The action of burning medicines reaches that part in the members to which they are applied, and it strongly encourages difficult healing in the diseased member and greatly hinders it.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	And fire, due to its simplicity and the goodness of its substance, does nothing other than spread excessively. We have come to know this through experiments and years of service studying the art in accordance with the truth about the causes; thus, I justify myself for the length of my discourse. If it were not that such knowledge is not found freely accessible to you as a secret concealed by fire, along with the quality of its operation in human bodies and how it expels diseases through this operation, demonstrating a philosophical argument which would sharpen your understanding, I would have refrained from this exposition.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	And know, children, that they disagree about the time when it is best to perform cautery and prefer to do so in early spring.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	And I say that cautery is convenient at any time, because the harm due to accidental incidents is drowned in the swelling caused by the application of cautery, especially if it's for pain or necessary pains that are severe and cause bleeding; these do not tolerate delay as feared from those causing mischief, which is greater than slight harm entering through the seasons.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	And don't let these thoughts concern you, or, children, what they underestimate is only the common people and the village doctors; it's that for the disease treated with cautery, not all times are suitable for recovery, so they take this as a consequence.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the reason is not just because they are concerned about this; for cautery is nothing but a form of medicine that alters the body and dries out moist conditions which cause pain.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	However, excessive cautery exceeds medicine due to the value and effectiveness of its operation and the grandeur of its lord.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	It is possible that the disease might return at some point in time, depending on the nature of the body and the location of the disease, its effectiveness, as well as what accumulates within the body from superfluities, and what is consumed by it along with similar causes; unless the disease to which cautery has been applied is a subtle disease involving few superfluities and moist conditions, such as dental cautery for pain and its similarities; then, it's possible that the same pain might not return in the body, but this happens when done in small quantities.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	A common medical term is that cautery is the ultimate treatment method in medicine, which is an expert's discourse, not something I comprehend in it, since they believe it isn't a cure that enhances through medicine or any other cause leading to cautery.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	The reason is opposite to that; and I understand that cautery is the ultimate treatment method in medicine only when treatments are administered for various illnesses, and those medicines don't cure, rather at the end of the cause they administer cautery, enhancing it towards that.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	And from this one should know that cautery is the ultimate treatment method in medicine, not according to my understanding which understands common knowledge and many doctors.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	And they would say that cautery with gold is better than cautery with iron, and they didn't say this simply because of the equality of gold and its inferiority to its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they would say that the place for cautery doesn't make a scar, as this isn't absolutely true, which I have already experimented and found that it doesn't do this in any body except these others; cautery with iron is good and better than with iron as they said. However, when you do cautery with fire using gold, you haven't been told about it, for its heat depends on the quantity you want according to the intensity of the gold, and what is prepared to receive friction; and if you adjust the fire over it, the gold melts in the fire, and in case in the fire a few sheets are formed so that the artisan can work with that.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And because of this, when doing cautery with iron you should do it more lightly and more precisely according to the nature of the operation.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	And I have already organized this chapter on cautery according to chapters, and I have arranged those of the section within the feet for whoever asks what they want from it.
De cauteri de dolor de cap per frigiditat e humiditat.	Regarding cautery for pain in the head due to coldness and humidity.
Le capitol primier.	The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cautery allows the humidity and coldness to cause an unfortunate event of which there are two causes, one being the source of soda and muscle ache, called running, from the head towards the limbs and ear canals, as well as restlessness and tooth pain and throat ache, and universally for all illness caused by coldness, such as paralysis, soda, apoplexy, and resembling those illnesses.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The method of this cautery is as follows, which we first command the patient to be given liberating medicine to the head for three or four nights, according to what suits the patient and their age and their custom.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then instruct the patient to shave their head with a razor, and then have them sit on a lowered chair and place their head on their own seat.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	And then place the palm of your hand near to where his nose touches between his eyebrows.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	However, when the midpoint where you pointed has been reached, apply the cautery olive to that spot, and heat it according to this form:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And then place that over the heated spot as indicated, in such a way that your hand is slightly constrained as it descends, and you rotate that.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	And then lift your hand gently and look at the spot, and if you see that some amount of the head is already exposed, like the size of a pea, then raise your hand. If not, turn your hand on that iron or another one, if it's cooled down, showing you what I've told you to do.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And then take a little salt and dissolve it on the spot and let that rest for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	And then place over your burned wrist in the bowl, letting it rest until the crust caused by fire is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	And after that, treat the spot with an ointment from tetrapharmakon until it heals.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And they would say that when the wound from a Roman has opened up, it heals better and more quickly, for which reason it is better and more rejuvenating.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	And they would say that the cavity is cauterized inside the ear, and that the cautery should be kept inside until a portion of the specificity of the ear becomes hardened.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	And then let that part of the ear that is stuck to it heal.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	And they would say that when the cautery reaches the back end, it should push into the ear strongly until the ear falls outwards, and this is the form of applying olive-based cautery:
E estiman de aquel loc expiran la vapors del cap.	And they consider that from that spot, the vapors of the head escape.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And if the wound is left open for a long time, then it should be treated until it becomes consolidated.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	I have not seen these two kinds of cautery in detail, but rather in some people according to fear; then let that be left undone, you must know that it's better for health whenever possible; when the head is exposed by solution of continuity like we've testified in other body parts and especially when the head of the patient has a cool nature.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	And the first kind of cautery is more saving and you should use it better; from that one, do that work well for health.
Capitol segon.	Second chapter.
Del cauteri del cap.	On the topic of the head cautery.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When chronic and prolonged head pain occurs in the patient, and it is extended throughout their body, using head massages, ear treatments, capillary purges, bandages, gloves, lice combing, and scalp massage are advisable. Especially if a cautery has already been used with another type of cautery that counteracts the effects of those causes, then consider whether the patient's head is strong in nature; and if it isn't excessively heated or exposed to great friction, this cautery will be different than others; he leaves one less for you.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And apply the cautery on the top of their head with an internal cautery where the scalp is divided.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Incise the scalp and expose the quantity we counted, then apply the cautery with an internal cautery behind the head in the area that is called a vein - it's the spot where suction is taken.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And lift your hand in such a way, do not expose the hole, because otherwise the patient experiences different intense pain when compared to other head cauteries.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And I instruct you about this cautery in its place, that it has been said that this type of cautery is more subtle than the one used for head and occipital areas; this is how it works.
Capitol ters.	Final chapter.
De cauterisacio de emigranea no-antiqua.	On the treatment of new migraines with cautery.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When pain occurs in the head region or is confined within it, it should be treated with medicinal preparations that lighten the head, and then administered with other treatments, which I have mentioned in the treatments of diseases; if nothing relieves the pain, then the cautery treatment consists of two methods: one using an acute burning medicine, or using iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	The method of using a burning medicine for cautery involves taking one dollop of alcohol, and then applying it while pinching the extremities from both ears.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	And apply the area of pain on the temple with a sharp knife, making sure to incise where there is already a spot exposed by the scalp, ensuring that it remains hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	And then apply strength on top of it by stopping descented compression, and let that area be free for the space of three hours; and afterwards clean off the alcohol, and let the wound heal over two or three days, and place your palm under water where the location feels warm.
E aprop cura aquel am enguent entro que sia sanat.	And then treat that with ointment once it is healed.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you see this, do as I have written about certain burning medicines in my detailed treatise on burning medicines.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	The cautery using iron proceeds in this manner: with fire for the cautery, like this form:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	It is called a lock of a key, where the head of the patient resembles a form of a rose, and in the middle part there is a small prominence.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	And place your hand over the area of pain, and hold your hand back - so as not to burn the skin which has been exposed - and rotate the small iron piece slowly but quickly.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the quantity that gets burned by the specificity of the scalp is such that it reaches most of it, lift your hand so that the artery which has been exposed does not get burned either, so as to prevent blood flow.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	And then dip your palm in salt water and place it on the area, let it rest for three days; and afterwards dip your hand in hot water, and after it is healed, treat it with ointment.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you notice this, perform the cautery at the end of the lancet as with cautery, and be careful not to incise the artery in this new type of migraine.
Capitol quart.	Final chapter.
De cauterizacio d’emigranea antiqua.	On the treatment of old migraines with cautery.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you treat migraines as we have said in previous treatments and the divisions of diseases, and if those treatments do not relieve the patient, because their disease does not respond to what we have described for the first cautery using medicine or with fire; then understand that you should ignite the lancet cautery so that it becomes white, meaning place your hand over the area of pain along a line whose length is most of what we have described, or choose this method; and rest your hand for a moment and apply strength to that while incising the skin and going into the skull.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However, it is necessary for you to guard against the continuation of the mandible, which should not allow chewing, and that the tongue does not get burned as well as the nerves that control it, and that there be no muscle spasms.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about guarding against the flow of blood from the artery which is cut, where there is fear in cutting, especially for those who do not know what they are doing and are not cautious; leave the operation to begin as usual with the patient.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I will come back to remind you of the regulation for blood flow accidents in case of burning the skin, according to your method, in this free location.
