Ayssi comensan las paraulas de Albucasim .	Albucasim begins his words.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	The reason is that the juvenile cauterization is pure of melancholic humor; therefore, it does not allow it to spread throughout, but rather it is a part that suffers from being affected by everything.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And for this reason, children, it is necessary that medical operation be divided into two aspects: one associated with health during the operation itself, and one where there is great risk in major dispositions.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And I have already established this throughout this book in discussions about operations where mistakes and fear occur. Therefore, it is necessary for you to remember this and avoid deception, so that the pages do not accuse you of speaking ill of others or misbehaving.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	And therefore, take your weapons in the service of God and protection, and your patients to happiness and strength.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best way through God's grace to seek salvation and a commendable succession, and leave your terrible patients with difficult recovery. Keep your weapons from what makes you afraid, so that stability is in your faith and your name does not disappoint: for this remains as an honor to you, more in this world and later at your sanctification.
Gualia ja diyssec en alcunas sieuas monicios:	Gualia already mentioned some wise teachings:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	"Do not treat the sick wrongly, for bad doctors are not named."
E yeu ja he devesit aquest libre segontz tres capitols.	And I have completed this book according to three main topics.
Comensa la divisio del libre, e primier de la primieyra partida.	The division of the book begins, and this is the start of the first part.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter is ordered within the foot, regarding the forms of tools and cautery equipment, as well as what is necessary in an operation.
La divisio de la segonda partida.	The division of the second part.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter, concerning dryness and piercing, as well as suction blisters, plagues, the extraction of arrows, and similarity to those, all detailed and organized with regard to the forms of the instruments.
Divisio de la tersa partida.	The division of the third part.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter, concerning restoration and dislocation, as well as the treatment of torsion and similarity to those; an ordered chapter about the head in relation to the feet, and the forms of the instruments.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	About the cautery with fire and the use of acute medicine, remembering the operation procedure.
Am aquel comensa le tractat de tot le libre.	This is how we begin the treatise on all freedom.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	I will tell you about the quality of those cautery elements and their products, and in which condition it is prohibited to use cautery.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	So I say that the discourse on the quality of the cautery's product and its aftermath is lengthy and verbose, subtle in knowledge, and concealed; many wise men have spoken about this extensively, and they disagree with each other. However, it suffices for me to consider one aspect of their discussions, as they fear protractedness.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	And so I say that cautery agrees with the entire body universally in terms of substance or its constituents, except for two components, which are the tail substance's complexes.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the complex of tail and dryness, there is matter that will be dried out; some argue that cautery should be used with this kind, while others contend against it, stating that cautery isn't suitable for illness in terms of quality and dryness. As nature is about quality and dryness, it's inconvenient to use cautery on a tail and dry ailment when aiming for healing to occur from being dried out and made dry again.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	And it is argued against that which you said, stating that with cautery, youth is applied to all tail and dry illnesses that occur in human bodies. When comparing the body of a person and its humidity to the complexity of fire, you find that the body burns.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	I say through the discourse of those who have already discovered this through experience several times.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	However, I do not delve into what has already been explored and practiced in the chapter on cautery for subsequent exercises, understanding the diversity of body composition and the disposition of illnesses in their parts, as well as the causes of those ailments, the occurrences related to them, and the duration of time for these.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	In other complexes, you have nothing to fear, especially in damp and wet ailments; all doctors are familiar with those issues, there's not much disagreement among them. As for using cautery on youth, this is a topic they do not dispute about.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And know, children, that concerning the secret of healing through cautery with fire and the goodness thereof, there is a burning medicine for cautery; as fire is simple, its action only affects the member being cauterized and does not spread to other parts unless it's adjusted very slightly with minor harm.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	The action of the burning medicine reaches that far into the members from which it spread, and gently brings about difficulty in healing and makes them hard to treat.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	The fire, due to its subtlety and the goodness of its substance, does not do this except that it overflows. We have known this through experimentation and a long period of service studying the art based on the truth of causes; thus, I justify myself for the length of my discourse. If it were not that this is not contained in my freedom as it's hidden to you concerning fire, and the quality of its operation within bodies and its expulsion through which you expel illnesses, a philosophical demonstration would be necessary to clarify these points, one that would benefit your understanding.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	And know, children, that they disagree about the time when it's best to perform cautery and choose the best time of spring.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	I say that cautery is convenient at all times; because the harm due to accidental time lapses is submerged in the youth of what was subjected to cautery, and especially if cautery is for pain or necessary pains, strong aches and swellings, which do not tolerate delays as feared by those who might suffer from malice, which is greater than minor harm occurring over time.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	And this does not concern your understanding or, children, those who only value the common people and laymen doctors, for it's that when an illness is healed with cautery, it doesn't warrant doing so at all times, thus they refrain from such actions.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the reason is not just this concern about it, for cautery is merely like medicine that alters composition and dries out humidity which causes pain.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	However, unnecessary cautery in addition to medicine due to its effectiveness and the virtue of its operation and greatness of its lord.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	And it's possible that its illness may return at some point in time, according to the composition of the illness and the location of the patient's ailment, as well as its virtue, and what is prepared within their body due to the accumulation of excesses, and what they consume or are exposed to from those causes; otherwise, if cautery was applied to an illness, it might have been a subtle illness with few excesses and humidity. Thus, it's possible that such pain doesn't recur in them, but rather, actions like this occur gradually.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	A common medical term is that cautery is the last remedy of medicine, and it's a professional term, not something I understand from them, as they believe it's not a cure that improves through medicine or any other cause leading to cautery.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	And the reason is contrary to that; and I understand that cautery is the last remedy of medicine but it's only when administering the methods of treatment in some diseases, and those medicines don't work, then at the end of the cause, one administers cautery, improving towards that.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	And from here, it's clear that cautery is the last remedy of medicine, not according to my understanding which aligns with common beliefs among doctors and many people.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	And they would say that cautery with gold is better than cautery with iron, and they wouldn't say this otherwise due to the equality of gold and its inferiority in substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they would say that the location of cautery doesn't cause pain, but this isn't absolutely true, for I have already tested it and found that it doesn't do this in most cases, rather when using a metal rod. Cautery with gold is good and better than iron as they claim; however, yet when you apply cautery over fire with gold, it's not as described, as it melts according to the amount of gold desired for its heat, and one needs to prepare to receive the flame. And if you adjust it on the flame, then the gold melts in the fire, and sometimes a few layers are produced so that the craftsman can work based on the shape of that metal piece.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And because of this, when doing cautery with iron, you should do it more lightly and more precisely according to the nature of the operation.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	And I have already organized this chapter on cautery according to chapters, and I have organized those pertaining to the feet under them because they often request this treatment from you.
De cauteri de dolor de cap per frigiditat e humiditat.	Regarding cautery for headache due to coldness and dampness.
Le capitol primier.	The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cautery treatment involves applying heat to the head and neck area as a remedy for humidity and coldness causing various inflammatory reactions such as swelling in the joints, head movement disorders, and symptoms like fluid flow from the ears and throat, sleep disturbances, tooth pain, and stomach discomfort. It is universally effective against any illness caused by coldness, whether it manifests as paralysis, edema or stroke, and seems similar to those conditions.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The method of this cautery is as follows: initially instruct the patient to take a restorative medicine on their head, either for three or four nights, according to what suits the patient's condition and age, and their usual practice.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then you instruct them to wash their head with water and shave it. Next, make the patient sit on a lowered chair and place their backside on their seat.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	And then put your palm's edge close to the nose tip between their ears.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	However, when you have determined the right spot, mark that area with a test, and then heat up an olive cautery as follows:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And then place that over the marked spot on the test area in such a way that it descends slowly, ensuring your hand is slightly constricted gradually, and you rotate it.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	And then raise your hand slightly and observe the spot. If you see any part of the bone being revealed, like oil droplets, do so similarly to how sugar crystals are formed, lift your hand if you don't see it return to that iron, or another one, when it is cold. When doing this, ensure what I have told you is visible from the mouth.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And then take a little salt and dissolve it on that spot, leaving it for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	And then place your heated finger over the spot and leave it until the burnt skin is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	And then treat the area with tetrathymol ointment until it heals.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And they would say that when a wound is opened like the Romans did, it heals better and faster, which makes it preferable and more beneficial.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	And they would say that the jawbone is treated with cautery inside the mouth, and that the cautery should be applied until a part of the bone's texture becomes adhered.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	And then remove what has stuck to the bone like this, and then treat it accordingly.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	And they would say that when the cautery reaches the back, it should cause strong pressure in the mouth so that the bone falls out, and this is how to treat small ulcers:
E estiman de aquel loc expiran la vapors del cap.	And they expect from that area the release of vapor from the head.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And if the wound remains open for a long time, then it should be treated until it is consolidated.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	And for myself, I have not seen these two types of head cautery at all, but rather in some people according to their fear; leave it alone, my lord, better is with health when possible. When the head heals through the continuity of its own juices as we have testified in other parts, and especially when the head of the patient has a dry nature.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	And the first type of cautery is better and safer for me; from that one, I do this work with health.
Capitol segon.	The second chapter.
Del cauteri del cap.	Regarding head cautery.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When a chronic and long-lasting pain occurs throughout the entire head and this lasts in the patient's body over time, and if they use head massages, hot baths, cold baths, hair rinses, bandages, pillows, and similar remedies, particularly when it has already been treated with an iron cautery that doesn't exacerbate these causes, then consider whether the head of the patient is robustly formed according to their nature; and if not dry but somewhat sensitive to heat, then this head should be treated differently. Apply another type of cautery, allowing a few days for it to take effect.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And then apply the cautery on that spot above his forehead in the middle where the pulse has split.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Incise the pulse and reveal the amount which we have recounted, then apply the cautery on that spot behind the head in the place which is called gout - and that is the place where suction takes place.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And comfort your hand in ashes, and do not expose the hole, for the patient experiences great diverse pain due to this method compared to all other head cauterizations.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And I direct this cautery in its place, for it appears that among the cauterizations of the horns of the head and the occiput is a more subtle cautery than that which is applied to the middle area of the head; this is how it should be done.
Capitol ters.	Head high.
De cauterisacio de emigranea no-antiqua.	Regarding the non-ancient cautery for migraine.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When pain is concentrated in the split of the head, or when pain is confined to the neck, it should be treated with medicines that cool and soothe the head. Then apply other treatments as directed for diseases; if this does not relieve the condition, then cautery on you is done in two ways: either with the application of an acute medicine-cauterizing treatment, or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	Cauterizing with a burning medicine involves taking one dol of aloes, boiling that, and cutting off the ends of it on both sides of the head.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	And then pierce the pain area on the temple with a scalpel near where it is done in you, within which the pulse is hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	And apply strength on you stopped by downward constriction, and let it pass through the spaces of three hours; and spread it out with the aloe, and leave the wound for two or three days, and place your hand under water in which the spot makes white.
E aprop cura aquel am enguent entro que sia sanat.	And then treat that with ointment where it is healed.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you see, do this with some burning medicines which I have written in the detailed treatise on burning medicines.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	The cautery with iron according to this method: heat it until this is the form:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	And it is called iron key, where the head of which is thus as a form of a thorn, and in its middle part there is a small prominence.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	And then place your hand over the pain spot, and hold your arm - so that the heat of the iron which is left does not burn you - and move the small piece of iron little by little at speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the amount that gets burned by the sensitivity of the pulse thus much is more than half of you, raise your hand in such a way that the artery which is left does not get burned, so that no bleeding comes about.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	And then soak your hand in salt water and place it over the area, and leave it for three days; and then dip your hand in water again, and after that treat with ointment when it is healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you see, cauterize at the end of the surgical blade according to cautery, and watch out for cutting into the artery in this non-ancient migraine.
Capitol quart.	Head fourth.
De cauterizacio d’emigranea antiqua.	Regarding the treatment of ancient migraines with cautery.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you treat migraines as we have said about the treatment previously, and as we said in the divisions of diseases, if this does not fully heal and due to the disease that is not enough for you what we have said about the first cautery with medicine or the cautery with fire, then it appears that you should ignite the surgical knife until it whitens, since you place your hand over the pain area on a line of length which is the most of what was said, or move there; and pause your hand for once and strengthen that while you pierce into the artery and go inside the skull.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However, it is necessary for you to guard against the continuation of the jawbone, which causes chewing loss, and that the tongue not get burned and the nerves which make that happen, and that no spasms occur.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it's concerning the care and caution of blood flow from the cut artery, which causes fear especially for those who don't know what they're doing and aren't studious or careful; leave the operation with you at its beginning.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I will return to the recall of the procedure for blood flow accidents involving an artery according to its method, in this book.
