Ayssi comensan las paraulas de Albucasim .	Ayssi comensan las paraulas de Albucasim.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	But I do not say that everything that is said above is to be taken for granted; for it is necessary to know the practice of cautery after exercise, and to be acquainted with the diversity of the qualities of men and the disposition of diseases in their bodies, and the causes of those, and the accidents of those, and the time space of those
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	In other qualifications, it is not about you to fear, and especially in cold and humid diseases, for already all doctors have agreed on those, and they do not disagree in the usefulness of cautery in those
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And know, children, that the secret of curing with fire cautery is not in the power of fire, but in the gentleness of fire, for the action of the fire does not reach beyond the part which is cauterized and does not touch anything else except for the small document.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	And the action of external medicine reaches only to that part of the limb from which it is applied, and it makes it strong for the diseased part of the limb of difficult healing and makes it strong to leave
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	But the fire, for its smallness and for its gentleness, does nothing other than what we already know by experience and by the length of our studies concerning the truth of the causes; and for this reason I am excused for the length of this speech, for it is not fitting for me to reveal this secret of yours concerning fire, and the quality of its operation in the bodies and the safety of its expulsion for which it expels diseases, as a philosophical demonstration, which would be acute in the remaining passages.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	The best translation is:
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	I say that cautery is suitable at all times, for thus it does not harm the time of the accident when it is immersed in the benefit of water that makes the cautery more painful, especially if the cautery is for pains or necessary pains, which do not suffer from delay, for it is feared that those that come late will bring malice, which is greater than the slight discomfort of coming at the right time.</end_of_turn>
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	I do not deny, friends, that sometimes the people of the vulgar sort, or rather the fools of the doctors, do not esteem anything except for the common people and the poor peasants. So it is with that disease which is cured by cautery, for it is not ridiculous at all times, and one should stop at that consequence.</end_of_turn>
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the cause is not that they give it for water, for cautery is nothing but a medicine that alters the composition and dries the humors which are the cause of pain.</end_of_turn
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	Moreover, cautery surpasses medicine for the delight of its value and the virtue of its operation and the greatness of the Lord's mercy.</end_of_turn>
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	It is possible that the disease will return at any time of life, according to the composition of the disease and the location of the disease, and the virtue of the treatments, and what is prepared in the body from the abundance of humors in the body, and what is brought to the body in food and drink, and from those causes; but when the disease is treated with cautery, it is a subtle disease in a few superfluous humors and moisture, just as if it were cautery for toothache.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	Therefore it is better to speak vulgarly that cautery is the last remedy of medicine, and is a speech of great prudence, not as those understand it who do not know it, for they believe that it is not a cure that uses either medicine or any other cause except for cautery.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	On the contrary; and the understanding that cautery is the last remedy of medicine is true only when the methods of treatment of certain diseases are administered, and those medicines do not suffice, and when the cause is in some way overcome, it is appropriate to administer cautery, and to take advantage of that.</end_of_turn
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	And thus it is clear that cautery is the last remedy of medicine, not according to the understanding which the vulgar people and the fools of the doctors have of it.</end_of_turn>
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	The ancients say that cautery with gold is better than cautery with iron, and I do not say anything else except for the equality of gold and the subtlety of its substance.</end_of_turn>
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	I say that the place of cautery does not make it harmful, as some falsely believe, for I have already seen that it does no harm to any limb except for the other, and that cautery with gold is better than that with iron; however, when you make cautery with fire from gold, you must take care that the fire is not too strong, for if you adjust too much fuel to the fire, the gold will burn for the fire; and if you take away some of the fuel, the operator will burn his hands for lack of fuel.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	Therefore, when you make cautery with iron you must place it more gently and more cautiously on the rectitude of the operation.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	I have already arranged this chapter on cautery according to chapters, and I have arranged those that are between the feet so that I may satisfy the request of those who demand it of me.</end_of_turn>
De cauteri de dolor de cap per frigiditat e humiditat.	Of cautery for the headache from cold and moisture.</end_of_turn
Le capitol primier.	Chapter one.</end_of_turn>
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cautery confers relief from cold and moisture concerning the accidental cause of the which two causes, so is the cause of soda and the multitude of rheumatic fluxes, swelling of the marrow, of the head to the limbs of the heels and the flowing urine, and the multitude of sleep, and toothache and gut pain, and universally of all diseases that arise from cold, even as paralysis, suffocation and apoplexy, and is similar in those diseases.</end_of_turn
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The form of this cautery is as follows: first command the patient to evacuate with laxatives for three or four nights, according to the excess of the virtue of the disease and the age and custom of the patient.</end_of_turn
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then command him to shave his head with a razor, and then do that which must be done between your thighs on a fallen bench and that you place your hands on your feet.</end_of_turn
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	And then hold the razor of your palm near the root of the nose between the toes of your feet.</end_of_turn
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	May be, since the sick person has mentioned the area of the ankle is affected, the sign of the ankle is that the fire is there: and immediately ignite the olive oil of which this is the shape.
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And immediately stop that over the area that is affected, in such a way that it slowly descends, and your hand is slightly constricted, and you will rotate that
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	And immediately lift your hand slightly and support the area, and if you see that already some quantity of the head of the bone is exposed, as much as the quantity of barley grains, then elevate your hand, and if you do not turn your hand away from that side, from the other side, if it is cooled down, enter until you see that amount of bone that I have told you about.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And immediately take a little of salt and dissolve it over the area and let it stay for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	And immediately stop over the knee bent in the border and let it stay until the burn of the fire is destroyed
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	And immediately apply the four remedies to the area until it is healed
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And indeed when the plague remains open, better take off the sleeve, for it is better and more useful
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	I say to you all that the heel must be cauterized until the bone, and must be held cauterized until every part of the substance of the bone is consumed.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	And immediately both that which is pressed against the bone and that which is cured
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	And I say to you that it must be cauterized behind, until it almost reaches the bone, so that when it is pressed against the bone it makes the bone strong, and this is the way of making an incision that is not too deep.
E estiman de aquel loc expiran la vapors del cap.	And it is estimated that from that area the vapor of the head escapes.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And if the plague remains open for a long time, and finally it is cured, it must be consolidated
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	I do not see these two ways of cauterizing in all my life, but in some men for fear; and leave that, you must know, is better for health than to cause the head to be swollen by continuous application, just as we have testified in other members, and even more so when the head of the patient is of a cold nature
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	The first way of cauterizing is better and more useful, you must know; and from that one I have seen better results in this work than from this one.
Capitol segon.	End of text.
Del cauteri del cap.	Of the cauterization of the head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When in all the head chronic and long-lasting pain occurs and the disease is prolonged, and you use herbs and poultices and compresses and patches and sponges and garlic and onions and vinegar and mustard, and especially if it has already been cauterized with a cautery that reports and does not benefit from any of those causes, then consider that if the head of the disease is of strong constitution in its nature; and that it is not cold and finds no great heat, then you should cauterize with another cautery leaving a little space between them.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And immediately cauterize over the heel of the foot until the bone is fractured
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Cut the bone and uncover from the bone the quantity that we have recounted and cauterize that which is in the lower part of the head in the area where the veins are closed, — and that is the place where the wind is stopped.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And withdraw your hand quickly in support, and do not uncover the bone, for the disease by that will find great pain different from the pain of all the other cauteries of the head
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	I say this cautery in this place, because it covers that which must be cauterized with the one which has already been cauterized, that is the corn of the head and the occipital bone is more subtle a cauterize than that which is cauterized in the middle of the head; and this is the way of doing it
Capitol ters.	End of text
De cauterisacio de emigranea no-antiqua.	Of the cauterization of an ancient hernia.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When inside the head there is soft pain, or is prolonged pain in the groin, evacuate immediately with medicines that strengthen the head, and administer the other treatment which I have mentioned in the conditions of diseases; and if that does not help, then the cauterization of the area is in two ways: either with acute medicine that burns, or with a needle
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	Better is the cauterization with acute medicine than that with alcohol, for you take a spoonful of vinegar and expel that and remove the extremities of it from both heads
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	And thus strike the area of the pain on the temple with a lancet that is in the area of the pain itself, so that the cordene is not visible.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	And keep pressure on it for a while to constrict, and leave it for three hours; then remove the ligature and take away the dressing, and leave the wound covered for two or three days, and keep your hand over it until the pain subsides.
E aprop cura aquel am enguent entro que sia sanat.	And care for that which is engorged until it is healed
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you wish, know that there are many medicines that combat these which I have written in the previous treatise on medicines that combat them
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	May the cautery be done with iron in this manner: fire for the cautery of which this is the form:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	and is called closed clamps, which has a head like a nail in which there is a small prominence in the middle.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	And keep your hand over the area of the pain, and hold your hand – that the dressing is not torn which is left – and slowly rotate the iron little by little with speed
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the quantity that is adhered by the specification of the cordene is as much as most of it, elevate your hand so that the artery is not torn which is left, so that there is no flow of blood
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	And immerse the wound in salt water and leave it on the area for three days; then cover the area with a dressing and care for it until it is healed
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you wish, cauterize at the extremity of the cuticle according to the incision, and keep the incision of the artery in this outward movement properly not antiquated.
Capitol quart.	Chapter four
De cauterizacio d’emigranea antiqua.	Of the cautery of the inward movement of the artery
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you have cured the artery according to what has been said of the previous treatment and what has been said in the divisions of the diseases, and you do not profit from the treatment, and sometimes for the disease that does not suffice for it as much as the first treatment with medicine or the cautery with fire, then know that you must ignite the cautery of the nail until it is white, for it signifies that over the area of the pain along the line of length of which is the greatest part of the finger, or whatever; and withdraw your hand for a while and hold it until you have inciscated the artery and arrived at the bone
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However necessary is that you guard the continuity of the mandible, which is praised for chewing, and that the nerve not be torn and that the muscles not be damaged, and that no spasm occur
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the custody and care of the flow of blood of the artery that is being cauterized, because in the cautery of it there is fear, and especially for that one who ignores what is done and is not studied and is reckless; leave the operation to the beginning
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I come to remind you of the regimen of the flow of blood concerning the accident of the artery according to its custom
