Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasis.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	And therefore I say that cautery confers universally on all complexions, save two complexions which are complexions of coldness without matter.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the complexions of coldness and dryness with matter they disagreed; for some said that cautery is beneficial for it, and the others said the contrary of this, that cautery is not convenient in illnesses which are by quality and dryness, for the nature of fire is quality and dryness, and it is inconvenient that an illness of coldness and dryness be cauterized.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	And he said the contrary of this that through cautery benefit is done in every illness of coldness and dryness which one sees in the bodies of men for when you compare the body of man and its moistures to the complexions of fire, you moisten the body of man.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	And I say by the speech of that which, that experiment that already many times I have discovered.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	But it is not necessary to come over here that which is already demonstrated and exercised in the chapter of cauteries by previous exercise, and has known the diversity of the complexions of men, and the disposition of diseases in their bodies, and the causes of those, and their accidents, and the space of time of those.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	But in the other complexions, there is no fear over you, and especially in the moist and friction diseases, for all the doctors have agreed upon those, and are not disagreeing upon using cautery on them.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And know, children, that the secret of healing by cautery with fire and its goodness, is that it is a simple substance, whose action does not reach any other member except the one being cauterized, and does not affect another member with it except with minor harm.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	But the action of the burning medicine reaches those members from which it is distant, and strongly brings about disease in the member difficult to heal, and strongly causes it.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	But the fire, by its sublimity and the goodness of its substance, does not do that except to make superfluous. And it is known to us through experiment and through the longevity of service of study on the truth of causes; and because of this I am excused from the length of speech. And if it were not that I was not read in this book to you, secretly hidden by the fire, and the quality of its operation on the bodies and its expulsion by which you expel diseases, with philosophical speech demonstrated, which would be acute in your ears.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	And know, children, that they disagree on the time in which it is appropriate to perform cautery and pause at the best time of spring.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	And I say that cautery is convenient in all times, because the harm by the accidental time is submerged in the benefit of that which is attracted by the cautery, and especially if the cautery is for pain or necessary pains, strong and violent, which do not tolerate delay so that they fear the evil that comes, which is greater than minor harm coming from the time.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	And you should not listen to them, O children, or they will not believe it except the common people and foolish doctors; so it is that for this disease which is healed by cautery there is no reduction in all times, and they pause at that consequence.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the cause is not as they think it to be, for cautery is only in place of medicine which alters the complexion and dries up the moistness which are the cause by which pain comes.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	But cautery surpasses medicine in value and power of its operation, and grandeur of his lordship.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	And it is possible that his disease will return at some time of the year, according to the complexion of the patient and the location of his disease, and its power, and what has been prepared in his body by the accumulation of excesses in him, and what has come upon him through acquisition in foods and like those causes; but if the disease in which cautery was administered is a subtle disease in a member with few excesses and moistness, so that cautery of teeth for pain and its likes, it is possible that the pain will not return in him, but that happens little.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	And it is a common saying that cautery is the last remedy of medicine, and it is a true saying, not that they understand it to be, for they believe that there is no healing that benefits through medicine or other cause except cautery.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	And the cause is in contrast to that; and the intention that cautery is the last remedy of medicine is not unless the manners of healing are administered in some diseases, and those medicines do not confer, and then at the end of the cause the man is administered cautery, and benefits from it.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	And from here we see that cautery is the last remedy of medicine, not according to the intention which the vulgar and foolish doctors understand it.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	And the ancients said that cautery with gold is better than cautery with iron, and they did not say it except for the equality of gold and sublimity of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they said that the place of cautery does not make it strong, and that is not absolutely true, for I have already proved and demonstrated that it does not do that except in some bodies without the others, and cautery with it is good and better than with iron as they said; but if you perform cautery with fire with gold, it is not declared to you, because it is made according to the amount you wish according to the roughness of the gold, and it prepares itself to receive friction; and if you apply ignition on it, the gold melts by the fire, and in the fire some sheets are placed so that the artificer sees through the occupation of that.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And because of that cautery with iron is made more lightly and closer to the correctness of operation.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	And I have already arranged this chapter on cautery according to chapters, and have arranged those of the head among the feet, so that elsewhere I will ask him what he wants from it.
De cauteri de dolor de cap per frigiditat e humiditat.	Of cautery for headache by coldness and moisture.
Le capitol primier.	The first chapter:
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cauterization confers to moisture and coldness the accidental servant of which there are two causes, and it is caused by soda and multitude of flux, called neuritis, from the head to the parts of the ears and from the eyelashes flowing, and multitude of sleep, and of toothache and of gum inflammation, and universally of all disease that comes through friction, such as paralysis, lethargy, and apoplexy, and like in those diseases.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The form of this cauterization is this: first of all command the patient to be evacuated with laxative medicine the head cleansing, for three or four days, according to that the power of the patient and his age and habit.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then command that he shaves his head with a razor, and then let him sit between your hands on a heated bench, and let him rest his hands on his feet.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	And then pause the edge of your palm, and then put your fingers between your eyes.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	But however, when that part of the middle location has been reached, mark it with a tent, and then ignite the olive-oil cautery, of which this is the form:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And then put that on the marked location, in such a way that it descends, and your hand be slightly pressed there, and you revolve it.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	And then lift your hand slightly and look at the location, and if you see already some quantity of the head uncovered, as well as the amount of hair, then lift your hand again, and if it has not returned your hand with that iron, with another, if it is cooled, while it is seen by you what I have told you.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And then take a little salt and dissolve it over the location, and let that be for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	And then put on it cotton soaked in vinegar and let that be on it until the scar of the fire is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	And then heal the location with tetropharmacon unguent while it is healed.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And they said that when the Roman plaster is wet, then as many herbs are put on it, for that is better and more beneficial.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	And some of them said that the jaw should be cauterized within the bone, and have the cautery within it until some part of the substance of the bone is burnt.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	And then let that be scratched that which is burnt in the bone, and then let it be healed.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	Others said that they reached the bone with the cautery before they put pressure on the strong bones, and this is the form of little Alcphatis.
E estiman de aquel loc expiran la vapors del cap.	And they think that from that place they expel the vapors from the head.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And if the ulcer has been open for a long time and is not healing, it should be treated until it is healed.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	But I have not seen these two kinds of cautery at all, except in some men according to the way of fear; and that one, as far as I am concerned, is a thousand times better for health when it is; because the head is devitalized by solution of continuity with him as we have witnessed in other members, and especially when the patient's head is of a frail nature.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	And the first kind of cautery is more safe and better as far as I am concerned; and that one should be used for health, both its use and its work.
Capitol segon.	Chapter second.
Del cauteri del cap.	Of cautery to the head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When in all the head there is a chronic and long-standing pain which is prolonged in the patient, and he uses leeches and cupping glasses and caput medusae and plasters and poultices and bandages and cauteries and similar remedies, and especially if he has already been cauterized with one cautery which does not benefit him at all from those causes, then consider that if the patient's head is of a strong creation in its nature; and it is not frail but finds great pain from great heat, then cauterize it with another cautery after that first one.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	Then cauterize that above the crown of his head with a cautery until the scalp is split open.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	The scalp having been split and the quantity which we have mentioned having been opened up, cauterize that with a cautery in the back part of the head at the place which is called the foramen magnum —- and it is that place on which the ventouse is applied.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And loosen your hand in it, and do not open the bone, for the patient will find much greater pain from that than from all the other cauteries of the head.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And I will tell you about this cautery in its place, because the cautery by which they cauterize the crown of the head and the occiput is much more subtle cautery than that with which the middle part of the head is cauterized; and this is the form of it.
Capitol ters.	Chapter third.
De cauterisacio de emigranea no-antiqua.	Of cautery for a new wound, not old.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When a sudden pain occurs in the front part of the head, or pain is extended to the eye, let it be evacuated with medicated washings, and let the other treatment be administered, which I have written about in the different diseases; and if all do not help, then cautery to it is in two ways: either cauterize with a sharp medicine that burns, or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	But cautery with a burning medicine is that you take some alum and scrape it, and put the extremes of it on both sides of the head.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	Then cut into the site of the pain in the temple with a pointed lance until you have made a hole in it underneath the scalp, and cover it up.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	And then tie it up over there with a bandage so that it might be tightly bound; and let it stay in that place for the space of three hours; and then loosen the bandage, and treat the alum, and let the ulcer remain for two or three days; and then put your hand over it, submerged in warm water, until the site becomes swollen.
E aprop cura aquel am enguent entro que sia sanat.	And then cure that with an ointment until it is healed.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you want, do that with some burning medicines which I have written about in the second treatise on burning medicines.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	But the cautery with iron according to this way: heat up the cautery of which this is the form:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	and it is called a nail-shaped cautery, because the head of it has the shape of a nail with some curve to it, and in the middle part of it there is a small protuberance.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	And then place it over the site of the pain, and hold your hand so that it might not be burnt by the cautery which is underneath; and move the iron little by little with speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the amount of it that is burnt by the heat of the cautery according to the thickness of the scalp were as high as the size of your fingernail, and raise up your hand so that the artery underneath might not be burnt, so that there might not come a flow of blood.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	And then moisten the cautery in salt water and place it over the site for three days; and then apply a poultice soaked with warm water, and cure that with an ointment until it is healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you want, cauterize with the edge of a scalpel according to the cautery, and beware of cutting into an artery in this new wound that is not old.
Capitol quart.	Chapter fourth.
De cauterizacio d’emigranea antiqua.	Of cautery for an old wound.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you cure a wound with what we have said about the previous treatment, and what we have said in the divisions of diseases, and the treatment does not help, and you see for the disease that it is not sufficient to it what we have said about the first cautery with medicine or the cautery with fire, then when you ignite the cautery cut until it turns white, place your hand over the site of the pain with a bandage and tighten that while you pierce the artery underneath and it comes out into the bone.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However it is necessary for you to beware of the continuation of the mandible, which is worn down by chewing, and that the ligament not be burnt and the nerve underneath it, and that no spasm come over it.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the custody and caution of the flow of blood from the artery that it is cut, for there is danger in the cutting of it, especially for him who ignores what he does and is inexperienced and unskilled; and let the operation stop at the beginning.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I will come with remembrance of the rule for the flow of blood accidentally from the artery according to its own way, in its own place in this free book.
