Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	And therefore I say that cautery confers universally upon every complexional matter, excepting two complexions which are complexional without matter.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the complexional and dry matter they disagreed; for some said that cautery is beneficial to it, and the others said the contrary of that, that cautery is not convenient in disease which is by quality and dryness, for the nature of fire is quality and dryness, and it is inconvenient that the disease which is complexional and dry with what is cauterized and dry be healed.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	And I say the contrary of that, that by cautery there is made humor in every disease which is complexional and dry that you see in men's bodies, for when you compare man's body to the complexions of fire, you moisten man's body.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	And I say by that speech that experiment that which I have discovered several times.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	But indeed no one should venture upon this topic unless he is experienced and practiced in the chapter of cauterization through subsequent exercise, and has come to know the diversity of human complexions and the disposition of illnesses in their bodies, and the causes of these, and their accidents, and the span of time of these.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	But in the other complexions, there is no reason for fear, and especially in the moist and friction-based illnesses, for all doctors have agreed upon these, and are not disagreeing about the use of cauterization in them.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And know, children, that the secret of healing through cauterization with fire and the goodness of it is that fire is simple, the action of which does not spread except to the member which is cauterized, and does not affect another member joined to it, except with minor harm.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	But the action of burning medicine spreads to other members that are joined to it, and strongly brings about a difficult-to-heal illness in them, and strongly hurts.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	But fire, by its subtlety and the goodness of its substance, does not do that except that it expels what is superfluous; and it has been known to us through experience and through long service of study of the truth of causes. And because of this I am excused from the length of speech; and if it were not that I did not have my free will in this pause, hidden from you a secret with fire, and the quality of its action in bodies and of its expulsion by which illnesses are expelled, demonstrated with philosophical speech, which would be acute for you.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	And know, children, that they disagree on the time when cauterization is convenient, and pause the best time of spring.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	And I say that cauterization is convenient in all times, so that the harm from the accidental time is submerged by what is drawn out by cauterization; and especially if the cauterization is for pains or necessary pains, strong and violent, which do not endure delay because of what is feared to come from them, a maliciousness that is greater than minor harm.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	And therefore do not fear in your hearts, O children, that this is not believed except by the common people and foolish doctors; for with that illness which is healed by cauterization there is not a reason to pause at all times, but they pause at what follows.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the cause is not as they think, for cauterization is only in place of medicine which alters the complexion and dries out the moistnesses that are the cause by which pains come.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	But cauterization is superfluous over medicine because of the willfulness of its strength and power of its action, and the greatness of its lord.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	And it is possible for his illness to return at some time of the year, according to the complexion of the patient and the location of his illness, and the power of it, and what is prepared in his body from the accumulation of superfluities within him, and what is received by him in acquisition from foods and likenesses of those causes; unless the illness for which cauterization was administered is a subtle illness in a member with few superfluities and moistnesses, as with a toothache and its likeness, it is possible that this pain will not return to him but rather what happens to him is minor.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	And it is a common saying that cauterization is the last remedy of medicine, and it is a true saying, not so that they understand it in it, for they believe that there is no healing that profits from medicine or other cause except cauterization.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	And the cause is contrary to that; and the intention that cauterization is the last remedy of medicine is only when we administer methods of healing in some illnesses, and those medicines do not confer, and especially at the end of the cause we administer to them cauterization, and profit from it.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	And therefore we have that cauterization is the last remedy of medicine, not according to the intention which the common people and foolish doctors understand it.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	And the ancients said that cauterization with gold is better than cauterization with iron, and they did not say this except for the equality of gold and the subtlety of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they said that the location of cauterization does not matter, when it is not absolutely true, for I have seen and proven that it only matters in some bodies and not in others; but when you do cauterization with fire with gold, it is not declared to you because it is heated according to the amount that you want by the heat of the gold, and because it prepares itself to receive friction; and if you place over it ignition, it melts into the fire some leaves through which the artisan cuts for the occupation of that.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And because of this, cauterization is done with iron more lightly and more closely to correctness of action.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	And I have already ordered this chapter on cauterization according to chapters, and I have ordered those of the head among the feet, so that elsewhere you may demand from it what you want.
De cauteri de dolor de cap per frigiditat e humiditat.	Of cauterization of headache from coldness and moisture.
Le capitol primier.	The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cauterization confers to moisture and coldness the serving accident of which there are two causes; it is a cause of soda and multitude of fluxes, called corissa, from the parts of the ears and from the nose flowing, and multitude of sleeping, and of toothache and of the jaw, and universally of all illnesses that come through frigidity, as with paralysis and apoplexy, and their likeness in those illnesses.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The form of this cauterization is this: first, you command the patient to be evacuated by laxative medicine, the head being washed out, for three or four days, according to the power of the patient and his age and habit.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then command that he wash his head with soap, and then rest between your knees on a low bench and place his hands over his feet.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	And then pause the edge of your palm, and then press upon the edge of his nose between his eyebrows.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	But indeed, when your middle finger is arrived at that place, mark it with your tent, and then ignite the cauterization olive of which this is the form:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And then place it upon the place marked with your tent, in such a way that it descends, and your hand be cramped little by little, and you revolve it.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	And then lift your hand lightly and look at the place; and if you see that there has been discovered some amount of the head, as though the quantity of hair, then lift your hand again, and if it does not return with that iron, with another, if it is cooled off, between while it is seen by you what I have said to you.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And then take a little salt and dissolve that over the place and let it be for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	And then place on it wool that is saturated in vinegar and let it be upon it while the scar of the fire is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	And then heal the place with tetramedicament within while it is healed.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And they said that when Roman plaster is opened up, then the greater number of blisters it has, for it is better and more healing.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	And they said that some of them that the tendon be cauterized within the bone, and have the cauterization within while some part of the tissue of the bone is burned.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	And then it should be cut where it adheres to the bone, and then treated.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	And others said that with the cautery they reached the nerve, which presses strongly on the bone, and this is the form of the small alpecat:
E estiman de aquel loc expiran la vapors del cap.	And they believe that from that place the vapors of the head escape.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And if the wound has been open for a long time, it should be treated and allowed to heal over time.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	But I have not seen these two types of cautery at all, except in a few cases due to fear; and I think that leaving it as it is better for health than removing it, because the head is delicate due to the continuity of its veins, as we have testified in other members, and especially when the patient's head is of a frail nature.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	And the first type of cautery is safer and better in my opinion; and using it and performing that operation is healthier.
Capitol segon.	Chapter Two:
Del cauteri del cap.	Of cauterization of the head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When in the whole head there is a chronic and long-lasting pain which is prolonged in the patient, and he uses leeches and cupping glasses and caputal poultices and plasters and guaiac wood and similar things, and especially if he has already been cauterized with a cautery which does not help him for any of these causes, then consider that if the patient's head is of strong creation in its nature, and not frail and finds great discomfort, then cauterize it again with another cautery after the first one.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	Then cauterize it on the crown of his head with a cautery so that the vein is cut.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Having cut the vein and discovered it from the bone to the extent that we have mentioned, cauterize it with a cautery at the back of the head in the place which is called the windpipe, — and this is the place where the cupping glass is applied.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And hold your hand over it, and do not uncover the bone, because the patient experiences great discomfort from this compared to all other cauteries of the head.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And I say this cautery in its place, because the cautery with which you cauterize the horns of the head and the occipital is a more subtle cautery than that with which the middle of the head is cauterized; and this is how it is done.
Capitol ters.	Chapter Three:
De cauterisacio de emigranea no-antiqua.	Of cauterization for non-ancient emigration.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When there is a sudden pain in the front of the head or an aching pain that extends to the eye, evacuate the head with purgatives, and administer the other treatment which I have described in the causes of diseases; and if this does not help, cauterization can be performed in two ways: either with an acute burning medicine or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	But a cautery with a burning medicine is that you take a piece of wool, scorch it and put the ends of it on both sides of the head.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	Then pierce the location of the pain in the temple with a small lance inserted so that it is under the vein and hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	Then tie it tightly with a descent constriction, and leave it there for the space of three hours; then remove the wool and treat the lance-wound, and leave the wound for two or three days, and then apply cold water to the spot until it heals over.
E aprop cura aquel am enguent entro que sia sanat.	Then treat it with an ointment so that it heals.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you wish, do this with some burning medicines which I have written about in the two treatises on burning medicines.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	But cauterization with iron is done like this: heat the cautery of which this is the form:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	and it is called a closed claw nail, because the head of it is shaped like a claw with some curvature, and in the middle of it there is a small projection.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	Then apply it to the location of the pain, and hold your hand — so that the cautery is not burnt — and move the iron little by little with speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the quantity of it that is burnt by the specifcality of the vein is equal to the thickness of it, and raise your hand so that the artery is not burnt which is underneath, so that there is no flow of blood.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	Then wet a cloth in salt water and apply it to the spot, and leave it for three days; then apply cold water to it, and treat it with an ointment so that it heals.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you wish, cauterize with the tip of the scalpel according to cautery, and be careful not to cut the artery in this non-ancient emigration.
Capitol quart.	Chapter Four:
De cauterizacio d’emigranea antiqua.	Of cauterization for ancient emigration.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you are treating emigration with what we have said about the previous cure, and what we have said in the divisions of the diseases, and the cure does not help, and you see that it does not suffice for the disease which is not abated by what we have said about the first cautery with medicine or the cautery with fire, then wherever you ignite the cautery cuttler so that it turns white, press it onto the location of the pain with a line of length equal to the thickness of the tip, or longer; and holding your hand so that the cautery does not burn the artery underneath it.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However, it is necessary for you to be careful about the continuity of the mandible which is damaged due to chewing, and that the joint not be burnt and the nerve underneath it, and that there be no cramp.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about guarding against the flow of blood from the artery which is abscised, because there is danger in its abscision, and especially to one who does not know what he is doing and is unskilled; and let the operation begin in that place.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And I will come with remembrance of the regime for accidental flow of blood from the artery according to its own way, in your free time.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this disease does not suffice to this cautery and the patient's body is tolerable, cauterize it in the middle of the head as we have mentioned, and treat the wound so that it heals.
