Ayssi comensan las paraulas de Albucasim .	Aysa learns words from Albuquerque.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	The main cause of your melancholcuar mood is that you don't feel like reaching out to anyone and instead become a member who suffers from feeling isolated from everything.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	The operation must be carried out in two steps: the first step is associated with safety and the second step involves taking measures to avoid major risks.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	In this text from the Old Occitan language (also known as Provençal), written by the poet Peire Vidal around the year 1200, we find a plea for freedom of expression and against censorship:
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	Come, take your weapons into the sun and God's protection, and may your sick recover and be healed.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	The most effective prayers for God's grace lead to salvation and praiseward successions, eradicate the most terrible of illnesses with difficult healing, remove your fears caused by water through which you wade, so that contemplation in your faith and in your name shall not abandon you. For it remains for your glory, as well as in heaven or at last to your holy sanctity.
Gualia ja diyssec en alcunas sieuas monicios:	Guillermo deseja discutir sobre algunas de sus motivaciones personales.
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	"There's no medication for this illness, but don't worry as you are not alone."
E yeu ja he devesit aquest libre segontz tres capitols.	Chapter One - The Mysterious Island'n Adventure
Comensa la divisio del libre, e primier de la primieyra partida.	Begin the division of the free and first of the first partition.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	First capital ordered of the head entry-related tools, in the forms of instruments and equipment for cauterization, as well as that which is necessary for surgery.
La divisio de la segonda partida.	Division of the second half.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter concerns lancets and cauterization, as well as cupping and leeching, and the extraction of splinters and bandages for those purposes; it completely covers and systematically organizes the methods and techniques regarding these instruments.
Divisio de la tersa partida.	Third Partition Division.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter, concerning restoration and relocation, as well as treatment of sprain and appearance alterations for those affected; the chapter is organized within the scope of the head injuries, and forms of instruments.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	The burn on the wrist caused by acute medical conditions and memory of the opera performance.
Am aquel comensa le tractat de tot le libre.	In the beginning of the treatise, all knowledge is considered free.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	I tell you about the quality of that jewelry and its settings, as well as why such items are forbidden to wear a crucifix.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	I say that the language of quality in youth and the science of cauterization and incision is an extensive, prolific, and subtle one; it has been shrouded in secrecy by knowledge, and many wise men have spoken much about it but still disagree with each cuase. For me, a small part of their sermons suffices, as they fear long-winded explanations.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	Therefore, I would say that causality affects universally all matter or its characteristics, with the exception of two types of matters - properties related to their composition.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the case of scalp psoriasis and dry skin, the affected matter may detach; some physicians advise using a shampoo for that condition, while others argue against it, as this type of medication is not suitable for illnesses characterized by qualities such as dryness, since the nature of heat (found in most treatments) also has these qualities and may hinder healing when water-based hydration is needed.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	Here is the translation of that text from Occitan to English:
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	Indeed, I have heard about it and experienced that too some extent myself. Let's talk more on this subject.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	However, it does not come to pass that he is present over there who has been excommunicated and exercised in the capitol of Caution for the third time, and knows the diversity of human difficulties and their conditions of illnesses, along with the causes of those ailments and the extent of them.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	In other ways too, it's not about your fear; mostly in the leaky and damp diseases, for all of them agree on this, and they don't hesitate to act during those times with cautionary measures.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	Listen well, children, for I shall now reveal the secret of curative fire and its healing effects as well as the virtue that accompanies it; indeed, simple heat is involved here, whose action reaches only to the member being cauterized, causing no harm whatsoveeher unto other members nearby.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	The medical salve brought relief to the affected limb which was previously numb, and it greatly helped in accelerating healing and easing the painful ailment for an easy recovery.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	Mays the fire, for its sublimity and of its substance goodness, does not do anything except to overflow abundantly; and it is known to us by experiment and by the lengthy service of study in the art over the truth of causes; and so I am excused from the length of the speech. If it weren't for that, it would be unjust to my free time on this idle moment with you secretly hinted at fire, and the quality of its operation upon the bodies and through the entire expulsion by which diseases are expelled; as a philosophical demonstration in words, which would become clear in your sufferings.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	Children, let us not dispute the best time of spring to make a bonfire and take a break.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	Indeed, I declare that cauterization is beneficial at all times, for the harm caused by accidental events gets absorbed in the rush of water that runs from the wound after it's cauterized, especially if the cauterization is due to severe or constant pains, which do not suffer lateness so much because there is a fear of those consequences, greater than slight harm occurring during this time.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	In the country of our ancestors, or children, this disease is only known to common people and mad cooks; that's because the illness which is treated with cauterization does not always heal completely, and sometimes it returns.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	The cause is not as some believe in such situations, because cupping therapy is not a substitute for medicine which alters the complexion and dries out the moisture which are causes why pain occurs.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	Nevertheless, he used excessive caution in his medical treatments due to the pride of his profession and zeal for his work as well as the greatness of his master.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	It is not always certain that the disease will return at any time in the future, according to the complexity of the illness and its location on his body, as well as how well he has prepared through the addition of excess fluids to his diet, and what has been ingested into him through foods and appearances related to those causes; rather, the disease for which a cauterization was administered is a subtle illness in few members with some fluidity and humidity, just as it would be with a toothache, so that in him, this pain does not return but what he has done as prevention.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	The common folk believe that cauterization is the last resort in medicine and it's deemed effective; however, I don't quite understand to what extent they hold this belief, but I think it doesn't provide any real benefit as a medical treatment or for any other purpose.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	The reason for this is contrary to the above; and I believe that caulking is only the last resort of medicine, not as it administers treatment methods in certain illnesses, and those medicines do not cure them, so at the end of the disease one should use caulking, and apply it there.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	"Today's medical practices are far removed from the rudimentary techniques of the past; contrary to what some may believe based on common misconceptions and exaggerated tales."
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	They argued that gold jewelry is better than iron jewelebecause and didn't mention water even for the equality of gold and the greatness of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	They said that the place of burning does not work without water being completely submerged; because I have already tasted and tried it myself, and found out that this doesn't make water but only boils other substances, while cauterization with gold is better than iron in all aspects as they mentioned. However, when you use fire made of gold, you did not tell me how much to prepare for the malleability of gold, and also it needs to be able to endure heat; if you place it over a flame, the gold will turn into ash because of the fire, and sometimes there are thin layers that an artisan can work with.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	L'argon, by far the most abundant gas in our atmosphere, is used minimally and primarily during surgical operations to promote tissue healing.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	The Lord has decreed this chapter to be read in the churches following other chapasters, and He ordered those of higher rank within the peasants' society that they may grant whatever is requested by Him.
De cauteri de dolor de cap per frigiditat e humiditat.	The procedure for treating scalp cold sores caused by cold and dampness.
Le capitol primier.	First capital
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This incision provides moisture and coolness on the affected area due to which there are two main causes, one being salty fluid secretion from the head towards the ears and many tears flowing, also causing excessive sleepiness, toothache, and throat pain, universally of any illness that comes through coldness, such as paralysis, stroke, and similar conditions in those disecuases.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The shape of this cauterization is as follows, which initially commands the illness to be evacuated with medicinal laxatives making a change within three or four nights, depending on the nature of the ailment and the age of the patient and their habits.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	A command his horse to lower its head towards the razor, and approached it so as to stand between your horses on a fallen log while resting them on their hoovebottoms.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	Please place your hand's flat surface on top of the tip of my nose between my eyes.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	However, as you mentioned about the place arriving tomorrow, I'll visit that location and then light up its olive grove, which has this shape:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	In that pause over the spot you feel healthiest, the movement that descends within you, which gradually makes your spirit soar and then turns around.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	A) Approach your horse calmly and observe the location, checking if any part of its head is exposed, similarly to how much hay you would feed it. If so, raise your hand again, but do not turn around with that same arm; instead, use another arm or have someone else assist you. Ensure the area remains quiet as you perform these steps.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	Take a small amount of salt and dissolve it in that water then let that sit for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	Proceed to the given location and place that item on the surface within the marked border, ensuring it does not cover the central area.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	In English, the phrase translates to "Bring me some calming tea with four-pharmacy components that will ensure my health." However, this translation is still quite literal and may not convey a clear meaning in English as it does in Romanian. A more idiomatic way of saying this might be:
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	When the Roman Empire fell, it was better for people's health and well-beebut more so for their freedom, because they were no longer under such strict control and had a greater sense of autonomy.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	They shall use cold iron blades to cut off the diseased bone within the skull, and place the caustic agents in such a way that they are adhered to any portion of the outer surface of the skull.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	A proper seal of the letter and envelope should match; both should be accurate.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	Several other methods than the cauterization procedure can be used to achieve hemostasis (stopping bleeding), including applying pressure directly on the wound and elevating it above heart level. Here is a simple guideline for these methods, along with instructions for using an alphabetic code system:
E estiman de aquel loc expiran la vapors del cap.	It is believed that from that place the vapors of the head emanate.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	S has been exposed to the loud noise for long periods of time, and it must be cured before it becomes solidified.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	In my opinion, these two kinds of burning ointments have not been seen by all in your home; rather only in the houses of those who fear a certain way; and let him, whom I am obligated to, be better off safe than sorry because his head is distracted due to such remedy continuity as we've testified among other members, especially when it concerns the nature of the sickness.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	The first species of caustery is salt water and best for you to have; and from that vessel take the work in order to save your life.
Capitol segon.	Second Capital.
Del cauteri del cap.	The surgical procedure involving the head area is called a craniotomy. In this operation, a section of the skull (also known as the "cap" in some languages) is removed to access the brain undernecuires and then replaced after the treatment is completed. This type of surgery can be necessary for various reasons, such as removing tumors, treating aneurysms or other vascular malformations, repairing skull fractures, or addressing epilepsy and traumatic brain injuries.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	In total, the chief cause of chronic and long-lasting pain and water is in prolonged illnesses, and frequent use of glasses and spoon rests and catheters and fireplaces and dogs and chickens and razors and pillows, and mainly if it has already been cauterized by a caustic (cautery) which does not relieve any of those causes; at times one should consider that the head of the disease is due to strong inflammation in its nature; and it's not such a big deal to try another cauterization with a different kind of cautery from before, albeit slightly.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	A small portion is to be cauterized above the wound of his head in which the cord has been severed.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Cut the nail and reveal of the bone the amount which we have counted and cauterize that with a cautery in the part behind the head at the location called "vas," - and it is this location where the vacuum procedure takes place.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	The translation of this Basque text to English is as follows: "The pain in the head can occur anywhere and does not necessarily involve swelling or inflammation, but it causes intense pain different from all other types of headaches."
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	In this surgical procedure, the chosen burn is performed at its location, where one should select the burn type that will be used for cauterizing the corns on the head and occiput. The more subtle burn than that should be applied to the middle part of the head. Here's how it works:
Capitol ters.	In the United States, state capitals play a significant role in its governance and political structure. Each of the fifty states has an official capital city where the government meets and makes decabulous decisions. These capitals are often chosen due to their geographical location, population size or historical significance within each respective state.
De cauterisacio de emigranea no-antiqua.	Old non-conventional wart cauterization.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	In the event of a severe headache or when pain is felt inside the ear, one should take analgesic medications and receive other appropriate treatments that I have mentioned in the chapters on diseases; but if it does not help, cauterization may be done as follows: either with an acetic acid-based caustic agent, or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	Mayes' caustic medicine is a stimulant that you should take orally in small doses; then chew it and remove the ashes of alum, and absorb its essence with both hands.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	The incision is made on the temple area at one-inch below the hairline and slightly to the side of its center, where a small lancet is inserted that goes deep enough into the forehead bone without causing harm or discomfort.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	E bears strong resistance to avoid stopping for descent constraint; and allows that space of three hours; and deliberately dismantles the ice, and places it in two or three days, and rests on its submerged edge within a boundary where the location falls apart.
E aprop cura aquel am enguent entro que sia sanat.	A proper diet is essential for maintainer's health and well-being.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	If you would like to know some burning medicines which I have written about in the aforementnent treatise on cauterizing drugs, please let me know.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	Adopting this guideline, the process for performing a surgical procedure using an electric cautery unit could be described as follows in Spanish (Mays realizara una intervención quirúrgica mediante unidad de electrocauterio siguiendo esta guía):
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	The tip of the leaf is pointed, just like a clover bud, and in its middle part there is an emphasized small point.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	Approach the place of pain and gently move your leg - to avoid worsening the existing curvature - and slowly turn the small iron wheel at increasing speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	If the amount of blood that is attached to the skin surface is less than usual and you raise your hand such that the vessel is not clamped at the end, then ensure there is no blood flow from it, thus preventing bleeding.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	In the case of a stomach ache due to salted water and resting on that place for several days, apply mustard paste at the site, and let it stay there for three days; then cleanse with an antiseptic solution when healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	If you wish, proceed with the excision of the cutting tool'amoq (tool handle) according to cauterization and be careful not to make an incision on the vessel in this emigration itself, which is non-ancient.
Capitol quart.	Fourth Capital
De cauterizacio d’emigranea antiqua.	Ancient Cautery of Emigration.
