Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasis.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	And he untied it according to his desires and then bandaged it again. After some days, he commanded that we loosen the binding; and thus, between loosening and reapplying it, the thigh and foot became abscessed, leading to his ruin.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	And I was called to attend him, and I prepared to loosen the bandage. Once it was loosened, he found relief from his pain and tranquility.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	However, once the corruption was confirmed in the member, since it could not be restrained, and it did not cease to spread the corruption throughout the member until the patient was in danger.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	And I saw another surgeon who lanced a cancerous abscess, and it became ulcerated after about ten days, until the malignancy worsened greatly under his lord's supervision.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	The cause of which is that the cancerous part is free from melancholic humor; therefore, it does not need to reach all parts of the body, but rather remains in the member that has suffered and hosted it.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	And for this reason, my children, it is necessary for you that the operation be planned in two aspects: one is an operation associated with health, and the other is a procedure involving significant risks.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	And I have already stated this in every place in this book where an operation involves both error and fear; therefore, it is necessary for you to heed this and avoid that, so that the pages do not reproach me for speaking and leading you astray.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	And thus take up your weapons with diligence and the protection of God, and treat your patients with skill and firmness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best path by God's grace to lead to health and praiseworthy success, and avoid terrible diseases that are difficult to heal, and remain armed against what causes you fear, so that hesitation in your faith and name does not evade you: for it is better to remain in your glory, and more so in this world and ultimately for your sanctity.
Gualia ja diyssec en alcunas sieuas monicios:	Wound treatment in some monastic surgeries:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	Do not treat illness badly, for thus bad doctors are not named.
E yeu ja he devesit aquest libre segontz tres capitols.	And I have dedicated this book according to three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	The division of the book begins, and first of the first part.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter is ordered concerning the head and its treatments, in the forms of the instruments and in the tools of cautery, and of what is necessary in the operation.
La divisio de la segonda partida.	The division of the second part.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter, concerning bleeding and punctures, and of cupping, and of plasters, and of extracting arrows and similar objects, fully chaptered and ordered regarding the forms of the instruments.
Divisio de la tersa partida.	Division of the third part.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter, concerning restoration and dislocation, and the treatment of fractures and similar conditions; a chapter ordered regarding the head and its treatments, and of the forms of the instruments.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	Concerning cauterization with fire and with sharp medicine and recalling the operation.
Am aquel comensa le tractat de tot le libre.	There begins the treatise of the entire book.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	I shall speak of the quality of the movements of that cautery and of its precautions, and in what condition cautery should be prohibited.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	Therefore, I say that the discourse on the quality of the movements of cautery and its precautions is long and extensive, subtle by science, and hidden as a secret; many wise men have spoken about it, and they are often at odds with each other, but for me a little of their discourses suffices to avoid prolongation.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	Therefore, I say that cauteries apply universally to all formations, either material or immaterial, with the exception of two formations which are tail-like and immaterial.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the tail-like and dry formation that is material, it dries out; for some say that cautery is helpful in such cases, while others say the opposite, that cautery is not appropriate for a disease that is due to heat and dryness, since the nature of fire is heat and dryness, and it is inappropriate to treat a tail-like and dry condition with something that is hot and dry.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	And those who say the opposite are wrong, because cautery is beneficial in all tail-like and dry diseases that occur in human bodies. When you compare the condition of the human body and its humidity to the nature of fire, you find that the human body is fragile.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	And I say according to the words of that person, that experience has already shown this to me on several occasions.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	But I do not intend that it should be upon this for one who has already been trained and exercised in the chapter of cautery by previous practice, and who has known the diversity of human formations and the disposition of diseases in their seasons, and the causes thereof, and their accidents, and the duration of time.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	But in other formations there is no fear for you, especially in fragile and humid diseases, since all physicians are now in agreement about those, and they do not disagree on the benefit of cautery in such cases.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And you know, children, that the secret of healing through cautery with fire and its effectiveness is that fire is simple, and its action affects only the part being cauterized and does not harm other parts nearby except for minor damage.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	Here is the English translation:
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	May the fire, by its sublimity and goodness of substance, do nothing but superfluify. And it is known to us through experiment and length of service in studying the art about the truth of causes; and by this I excuse myself from the length of speech. And if not that it were read in my book here paused for you secrets hidden with fire, and the quality of operation thereof in the bodies and expulsion thereof by which expels diseases, philosophical discourse demonstrative, which would be sharp in your possessions.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	And remember, children, that they who neglect the time in which it is proper to perform cautery lose the best time of spring.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	And I say that cautery is convenient at all times, for the harm caused by accidental time is submerged in the benefit of what is attracted by the cautery, and especially if the cautery is for pains or necessary to relieve pain, strength and inflammation, which cannot endure delay because it is feared that from those might come malice, which is worse than a small injury entering through the wrong timing.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	And this does not concern your possessions, or, children, what is valued only by the common people and foolish doctors, is that for the illness which is cured by cautery, it is not remediable at all times, and they delay that consequence.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the reason is not just as they think, for cautery is merely a substitute for medicine that alters the complexion and dries the humidity which is the cause of pain.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	But may the fire, however, be used sparingly in medicine due to the speed of its value and the virtue of its operation and the greatness of its power.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	It is possible that his illness may return at some time according to the condition of the patient and the location of the illness, and its nature, and what has been prepared in his body by the accumulation of superfluities in him, and what has been acquired in him through food and similar causes; but if the illness for which cautery is administered is a subtle one in a member with little superfluity and moisture, such as the cautery of a tooth for pain and similar cases, it is possible that this pain will not return, but this applies to minor cases.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	And the common saying is that cautery is the last remedy of medicine, and it is said by those who specialize in it, not because those who understand it hold this view, for I believe they consider there to be no cure that benefits more than cautery.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	And the cause is contrary to that; and the understanding that cautery is the last remedy of medicine is only when we administer methods of treatment for certain illnesses, and those remedies are ineffective, and at the end of this cause, cautery is administered, and it proves effective.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	And at this point it is said that cautery is the last remedy of medicine, not according to the understanding which I hold regarding the common misconceptions and excessive practices of foolish physicians.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	And the ancients said that cautery with gold is better than cautery with iron, and they did not say this except for the equality of gold and the excellence of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they said that the location for cautery does not matter, which is not absolutely true, for I have already experienced this and have found that it works well only in certain bodies and not with others, and cautery with gold is good and better than with iron as they say; but when you perform cautery with fire using gold, it is not clearly defined to you, because the hardness of the gold changes according to the quantity you want by the heat of the fire, and because it prepares itself to receive friction; and if you adjust over it with fire, the gold melts due to the heat, and if you place some sheets in the fire for the craftsman to shape them during that process.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And thus with water is made the cautery of iron which you should apply gently and gradually according to the correctness of the procedure.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	And I have already arranged this chapter on cautery after the chapters, and I have arranged those of the head among the parts, so that I relieve the inquirer asking for what they want.
De cauteri de dolor de cap per frigiditat e humiditat.	On cautery for headache due to cold and moisture.
Le capitol primier.	The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cautery is applied to the cold and moisture that causes an accidental inflammation of the head, and these two causes are also the cause of lethargy and a multitude of rheumatic fluxes called corsica, from the head to the limbs and ears with fluid discharge, and a multitude of sleepiness, toothache, and gout, and generally all diseases that come from cold, such as paralysis, stroke, and similar conditions in those diseases.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The form of this cautery is as follows: first, order the patient to be evacuated with laxative medicine that cleanses the head, for three or four nights, according to what you require based on the strength of the patient and their age and habits.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then command him to shave his head with a razor, and then place him sitting between two chairs and have him rest his elbows on his knees.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	And then place the palm of your hand near the bridge of his nose between his eyebrows.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	But when the temperature of the middle finger has been felt, mark that place with ink, and then apply the olive wood cautery, which is made as follows:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And then pause there at the marked spot with the needle, in such a way that it descends, by which the skin may be gradually stretched, and you turn it.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	And then move your hand gently and look at the place, and if you see that some part of the bone is uncovered, as much as the amount of grain in one's palm, now raise your hand, and if not return your hand to that tool or another like it, if it has cooled, until you feel the bone as I have told you.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And then take a little salt and dissolve it on the spot and let it be for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	And then pause on the inner edge and let it be inside until the burn scab is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	And then treat the place with a quadruple ointment until it is healed.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And when it is said that if the wound heals covered, then remove the bandage, for it is better and more helpful.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	And some of them say that the wound should be cauterized down to the bone, and the cautery should be held until it adheres to some part of the bone.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	And then scrape what is adhered to the bone, and then treat it.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	And others say that with the cautery reach to the deepest part, until it presses strongly on the bone until the bone melts, and this is the way of alpechati (cauterizing slightly).
E estiman de aquel loc expiran la vapors del cap.	And they estimate that from that place the vapors of the head emanate.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And let the wound be dressed for a long time until it is healed and has become firm.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	I have not seen these two types of cauterization on everyone, but only on some people due to a certain way of fearing; and leave that one alone, as far as I am concerned, it is better for the health when it is left alone; because the head is delicate in terms of maintaining its continuity as we have testified with other parts of the body, and even more so when the patient's constitution is cold by nature.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	And the first type of cauterization is safer and better in my opinion; and from that one, health is more likely to follow.
Capitol segon.	Chapter Second.
Del cauteri del cap.	About cauterization of the head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When chronic and long-lasting pain occurs throughout the head and this is prolonged in the patient, even after using plasters, poultices, compresses, emplastres, ointments, and other remedies, especially if it has already been cauterized with a cautery that we have described but has not benefited from any of those causes, then consider whether the constitution of the patient's head is strong by nature; and if it is not cold and if there is no great danger, at that time one can use another type of cauterization after that one.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And then cauterize it above the crown of their head with a cautery until the pain is relieved.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Incise the area of pain and expose the amount of bone that we have described, then cauterize it with a cautery at the back of the head in the place called "vas," which is where the temporal artery is located.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And handle it thusly in this manner, and do not expose the bone, for the patient will find great pain from that different from the pain of all other cauteries of the head.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And I shall describe this cautery in its place, for it is more delicate to use the cautery which is used for burning the horns of the head and the occiput than that with which one cauterizes the middle part of the head; and this is the form of it.
Capitol ters.	Chapter Three.
De cauterisacio de emigranea no-antiqua.	On Cauterization of Recent Abscesses.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When severe pain is found in the front part of the head or continuous pain inside the skull, it should be evacuated with medicines that cleanse the head, and other treatments should be administered as I have described for various illnesses; and if this does not benefit, then cauterization can be performed in two ways: either with a sharp, combustible medicine or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	But if you perform cauterization with a combustible medicine, take a piece of amber and scrape it, then hold the scraped ends between your fingers.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	And then cut the area of the pain on the temple with a scalpel until it reaches the proper location just below the skin, so that it is hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	And then apply pressure to it with a cloth for a continuous period, and leave it like that for three hours; then remove the cloth and place the amber on it, and leave the wound covered for two or three days; afterwards, place a poultice soaked in butter over it until the area becomes warm.
E aprop cura aquel am enguent entro que sia sanat.	Let him be treated with those remedies which will heal him.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you wish, use some of the medicines described in the second treatise on burning medicines which I have written.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	Here is the cautery method according to this manner: fire for cauterization, of which this is the form:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	and it is called a nail clamp, for the head of it is in the shape of a nail, with some curvature, and at its middle part there is a small prominence.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	And then place it on the location of the pain, and hold your hand—so that the artery below is not adhered to—and move the instrument slightly but quickly.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the amount that adheres due to the curvature is as much as half of it, raise your hand so that the artery below is not adhered to, so that there is no flow of blood.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	And then moisten cotton in salt water and place it on the location, and leave it for three days; and then apply soft bandages, and afterwards treat with internal remedies to heal.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you wish, cauterize at the end of the ulna according to cautery methods, and be careful not to cut the artery in this proper non-traditional procedure.
Capitol quart.	Chapter four.
De cauterizacio d’emigranea antiqua.	On the cauterization of ancient ulcers.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you treat an ulcer as we have said in the previous treatment and in the divisions of diseases, and if it does not improve, and sometimes due to the disease what has been said about the first cautery with medicine or the cautery with fire is insufficient, then you should ignite the ulnar cautery until it becomes white-hot, and place it on the site of the pain along a line that is half the length of your finger or slightly longer; and then raise your hand once and quickly apply pressure so as not to injure the artery and reach the bone.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However, you must guard against the continuation of the jawbone, which is necessary for chewing, and ensure that the tendon is not adhered and the nerves that control it are intact, so that spasm does not occur.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the care and caution of the flow of blood from the artery that is being tied off, because there is danger in doing so, especially for one who does not know what they are doing and is not careful and experienced; and leave the operation at that point at the beginning.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And here I will come to the recollection of the management of blood flow from an artery according to the usual method, in its place in this book.
