Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasis.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	And so take up your arms with diligence and the protection of God, and treat your patients with skill and firmness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	And use the best path by God's grace to lead to health and praiseworthy success, and avoid terrible diseases that are difficult to heal, and remain armed against what causes you fear, so that hesitation in your faith and reputation does not betray you: for it is better for your glory, and more in this world and at last for your sanctity.
Gualia ja diyssec en alcunas sieuas monicios:	Wine should be used in some surgical procedures:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	Do not treat illness badly, for then bad doctors would not be named.
E yeu ja he devesit aquest libre segontz tres capitols.	And thus I have dedicated this book in three parts.
Comensa la divisio del libre, e primier de la primieyra partida.	Begins the division of the book, and first of the first part.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	The first chapter is ordered on the head inside-out, in the forms of the instruments and in the tools of the cauteries, and of what is necessary in the operation.
La divisio de la segonda partida.	The division of the second part.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	The second chapter, on cutting and puncturing, and on cupping, and on plasters, and on the extraction of arrows and similar items, all chaptered and ordered in the forms of the instruments.
Divisio de la tersa partida.	Division of the third part.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	The third chapter, on restoration and dislocation, and on the treatment of fractures and similar conditions; a chapter ordered concerning the head inside-out, and in the forms of the instruments.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	About cauterization with fire and with sharp medicine and recall of the operation.
Am aquel comensa le tractat de tot le libre.	With that begins the treatise of the entire book.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	I shall speak of the quality of the movements of that cautery and of its effects, and in what condition cautery is prohibited.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	Therefore, I say that the speech about the quality of the movement of cautery and its effects is long and extensive, subtle by science, and hidden as a secret; many wise people have spoken about it, and they disagree on it. But for me, a little of their speeches suffices to avoid prolongation.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	Therefore, I say that cauteries apply universally to all complete structures, whether they have material or not, with the exception of two structures, which are tailless structures.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	In the tail and dry structure that has material, it dries out; for some people say that cauterization is helpful for this, while others say the opposite, that cauterization is not appropriate in a disease caused by heat and dryness, because the nature of fire is hot and dry, and it is not beneficial to treat a tail and dry condition with something that is hot and dry.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	And those who say the opposite are mistaken, that cauterization is beneficial for every tail and dry disease that occurs in human bodies, because when you compare the body of a person and its humidity to the nature of fire, you find that the human body is cold.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	And I say according to the words of that person, that experience has already shown this to me on several occasions.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	But I do not intend to go into detail about that for one who has already been instructed and trained in the chapter on cauterization through previous exercise, and who knows the diversity of human structure and the disposition of diseases in their seasons, as well as the causes of them and their accidents, and the time span of these.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	But in other structures, there is no need for concern, especially in cold and humid diseases, because all doctors are now in agreement about those, and they do not disagree on the use of cauterization in such cases.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	And you know, my children, that the secret of healing through cauterization with fire and its effectiveness lies in the fact that fire is simple, and its action affects only the member being cauterized and does not harm other parts adjacent to it except slightly.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	Here is the English translation:
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	Take the fire, by its sublimity and goodness of its substance, it does nothing but superfluify. And it is known to us through experiment and length of service in the study of the art about the truth of the causes; and thereby I excuse myself from the length of speech. And if not that it were read in my book at this place I hide secret with the fire, and the quality of its operation on the bodies and expulsion thereof by which you expel diseases, in philosophical demonstrative speech, would be acuity in your heads.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	And know, children, that they disagree about the time when it is convenient to perform cautery and they pause at the best time of spring.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	And I say that cautery is convenient at all times, because the harm caused by accidental time is submerged in the benefit of what is attracted through cautery, and even more so if the cautery is for pains or necessary pain, strong and urgent, which cannot tolerate delay due to fear of those things that may cause malice, which is worse than a small harm entering through an inconvenient time.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	And this does not occur in your minds, or, children, it is only valued by the common people and foolish doctors that for the illness which is cured by cautery, it is not always opportune, and they pause at that moment.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	And the reason is not as such because they think about it, for cautery is nothing but a substitute for medicine that alters the complexion and dries the humidity which is the cause of pains.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	But nevertheless, cautery surpasses medicine in its efficacy and the virtue of its operation and the greatness of its power.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	It is possible that his illness may return at some time according to the condition of the patient and the location of the illness, and its nature, and what has been prepared in his body from the accumulation of excesses within him, and what he acquires through food and similar causes; but if the disease for which cauterization is administered is a subtle one with little excess and moisture, such as tooth cauterization for pain and similar cases, it is possible that the pain will not return in him, although this applies to minor instances.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	And the common saying is that cauterization is the last remedy of medicine, and this is said by barbers, not by those who understand it, for I believe that there is no cure gained through medicine or any other cause before cauterization.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	And the cause is contrary to that; and the understanding that cauterization is the last remedy of medicine is only when we administer methods of treatment for certain illnesses, and those medicines are ineffective, and at the end of the cause, cauterization is administered, and it proves effective in such cases.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	And here from what was said before that cauterization is the last remedy of medicine, not according to the understanding which I understand of the common and excesses of foolish physicians.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	And the ancients said that cauterization with gold is better than cauterization with iron, and they did not say this except for the equality of gold and the sublimity of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	And they said that the place for cauterization does not matter, which is not absolutely true, because I have found it proven and corrected that this applies only to certain bodies and not others, and cauterization with gold is good and better than iron as they say; but when you make cauterization with fire using gold, it is not clear to you, for it depends on the quantity you want due to the hardness of gold, and it prepares to receive friction; and if you adjust over it with fire, the gold melts by the heat, and placing some sheets in the fire allows the craftsman to shape it according to that.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	And thus with water is made the cautery of iron; you should remove the pus lightly and properly according to the correctness of the procedure.
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	And I have already arranged this chapter on cautery according to the chapters, and I have arranged those of the head among the more serious cases, so that I alleviate the seeker who asks for what he wants from it.
De cauteri de dolor de cap per frigiditat e humiditat.	On cautery for headache due to cold and moisture.
Le capitol primier.	The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	This cautery is applied to the cold and moisture that cause headaches and two other conditions resulting from these causes: one is caused by soda and many cases of traumatic flux, called herpes, affecting the head and parts of the ears with fluid discharge, and many cases of sleepiness, toothache, and gullet pain, and generally all diseases that come from coldness, such as paralysis, stroke, and similar conditions.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	The form of this cautery is as follows: first, command the patient to evacuate with a laxative medicine that cleanses the head for three or four nights, according to what you require based on the strength of the patient and their age and usual habits.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	And then command him to shave his head with a razor, and then place him sitting between the sheets on a padded bench and have him rest his head on his hands.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	And then place the razor in your palm near the spot above the nose between the eyebrows.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	But when the temperature of your left hand reaches it, mark that spot with ink, and then apply the olive oil cautery, which has this form:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	And after pausing on that spot marked with a tent, in the manner which descends, with which the skin may be gradually stretched, and you turn it.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	And then move your hand gently and look at the spot, and if you see any amount of bone already uncovered, as much as the amount of grain in one's palm, then raise your hand, and if not return your hand to that tool, or another like it, if it is cooled, until you can see the bone as I have told you.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	And then take a little salt and dissolve it over the spot and let it be for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	And then pause on the embedded knot at the border and let it be inside until the burn scar is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	And then treat the spot with a quadrature ointment until it is healed.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	And it is said that when the wound has become completely covered with new flesh, the sooner the bandage is removed, the better and more helpful it is.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	And some of them say that the wound should be cauterized down to the bone, and the cautery should be held until it adheres to some part of the bone.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	And then rasp what is adhered to the bone, and then treat it.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	And others say that with the cautery reach to the deepest part, until it presses firmly on the bone until the bone melts, and this is the method of alpeccati (cauterizing slightly):
E estiman de aquel loc expiran la vapors del cap.	And they believe that from that spot emanate the vapors of the head.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	And let the wound be treated for a long time until it is healed and has begun to heal properly.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	But I have not seen these two species of cautery used on everyone in the same way out of fear; and leave that one, as I believe, it is better for health when it is so; for the head is easily injured by a solution of continuity just like we have testified with other members, and especially when the patient's constitution is cold.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	And the first species of cautery is safer and better, in my opinion; and from that one use it for the sake of health.
Capitol segon.	Chapter Second.
Del cauteri del cap.	Of cautery of the head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	When chronic and long-lasting pain occurs throughout the head and this is prolonged in the patient, and you use plasters, poultices, caps, ointments, compresses, cataplasms, and similar treatments, especially if it has already been cauterized with a cautery that I mentioned but to no avail for any of those causes, then consider whether the patient's head is of strong constitution in its nature; and if it is not cold and you find significant inflammation, then at that time cauterize with another type of cautery after that one.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	And then cauterize it above the crown of their head with cautery until the pain is relieved.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	Cut open the area of pain and expose the bone in the quantity that we have described, and cauterize it with a cautery at the back of the head in the place called "vas," — which is the location where the temporal vein is situated.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	And do this with your hand in this way, and do not expose the bone, for the patient will experience great pain from it different from the pain of all other cauteries of the head.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	And I will describe this cautery in its place, for it is more delicate than the one used to cauterize the horns of the head and the occiput; and this is its form.
Capitol ters.	Chapter Three.
De cauterisacio de emigranea no-antiqua.	On Cauterization of Recent Wounds.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	When severe pain is located in the forehead or persistent pain within the head occurs, it should be treated with medicines that cleanse the head, and other treatments should be administered as I have described for various illnesses. And if this does not help, then cauterization can be performed in two ways: either using a sharp burning medicine or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	But if you use a burning medicine for the cautery, then take a piece of dough made from alum, dry it thoroughly, and remove both ends of it.
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	And then you should incise the area of the pain on the temple with a lancet slightly below the hairline so that it is hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	And then apply pressure to it with bandages for continuous compression for three hours; then loosen them and remove the alum, and leave the wound covered for two or three days. After that, place a poultice soaked in butter on it until the area becomes warm.
E aprop cura aquel am enguent entro que sia sanat.	And then care for it with remedies until it is healed.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	And if you wish, use those medicines which I have written in the second treatise on burning medicines.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	And this is how you perform cautery with iron using this cautery tool, which has the following form:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	It is called a key clamp because the head of it resembles the shape of a nail head, which has some curvature, and in the middle part of it there is a small prominence.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	And then place it on the location of the pain and hold your hand — so that the artery below is not adhered to — and move the iron slightly back and forth quickly.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	And if the amount that is adhered due to the curvature is as much as half of it, raise your hand so that the artery below is not adhered, so that there is no bleeding.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	And then soak cotton in salt water and place it on the location, and leave it for three days; and afterward apply honey around it, and subsequently treat it with an ointment until it is healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	And if you wish, perform cautery at the end of the radius according to the cautery method, and be careful not to cut the artery in this non-traditional procedure.
Capitol quart.	Chapter four.
De cauterizacio d’emigranea antiqua.	On the cautery of an ancient incision.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	When you treat an incision with what we have said about the previous treatment and the divisions of diseases, and if it does not improve, and sometimes due to the disease it is insufficient for what we have mentioned about the first cautery with medicine or fire cautery, then you should ignite the radial cautery until it becomes white-hot. Place it on the site of the pain in a line whose length is half the width of your finger or slightly more; then lift your hand quickly and press it strongly so that it cuts into the artery but does not reach the bone.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	However, you must guard against the continuation of the jawbone, which is necessary for chewing, and ensure that the muscle is not adhered and the nerves which animate it are not damaged, so that spasm does not occur.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	And if it is about the care and caution of the flow of blood from the artery that is being tied off, because there is fear in doing so, especially for one who does not know what they are doing and is not skilled and experienced; and leave the operation at that point at the beginning.
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	And here I will come to the recollection of the management of blood flow from an artery according to the usual method, in its place in this book.
E si veses de aquesta malautia que no abaste aquest cauteri e veses le cors del malaute tollerable, cauteriza aquel en le mieg loc del cap ayssi cum havem recontat, e cura la plagua entro que sia sanada.	And if you see that this disease does not respond to these cauteries and the patient's condition is tolerable, cauterize in the appropriate place of the head as we have recounted, and treat the wound until it is healed.
